kind	module	dlib	tk5_rmid	ce_rmid	len_tk5	len_ce	verdict	ndiff
control	BLSSIOC	AOS32	UZ29043	UZ29043	958	958	identical	0
control	ICBVEX00	AOSD0	EMS1102	EMS1102	3077	3077	identical	0
control	IGC0505I	AOS06	UZ62236	UZ62236	1278	1278	identical	0
control	IGFCCHCR	AOSCE	UZ29478	UZ29478	4634	4634	identical	0
control	IGG0191Z	AOSD0	EDM1102	EDM1102	1285	1285	identical	0
control	ISTSC028	AOS26	EVT0108	EVT0108	669	669	identical	0
control	ISTAPC56	AOS24	EVT0108	EVT0108	589	589	identical	0
control	HMASMSEC	AOS12	UR00535	UR00535	3206	3206	identical	0
control	IDACAT13	AOSA0	UZ34255	UZ34255	1769	1769	identical	0
control	IFCEXXX4	AOSCD	EER1400	EER1400	3902	3902	identical	0
control	ISTINCMS	AOS26	UZ22722	UZ22722	3773	3773	identical	0
control	HMASMIO	AOS12	UR03386	UR03386	24346	24346	identical	0
control	HMASMALC	AOS12	UR01050	UR01050	2950	2950	identical	0
control	IGC00030	AOSD0	UZ34313	UZ34313	2166	2166	identical	0
control	IRBMFICP	AOSC5	EMF1102	EMF1102	837	837	identical	0
control	IFDMSG22	AOS06	EBB1102	EBB1102	681	681	identical	0
control	IGG019PC	AOS20	EBT1102	EBT1102	653	653	identical	0
control	IGG01913	AOSD0	EDM1102	EDM1102	965	965	identical	0
control	BLSFBP00	AOS32	EIP1102	EIP1102	625	625	identical	0
control	ISTDCC10	AOS24	EVT0108	EVT0108	877	877	identical	0
control	IGG01942	AOS21	UZ35116	UZ35116	2434	2434	identical	0
control	IEDQ28	AOS21	ETC0108	ETC0108	877	877	identical	0
control	IEAVAD0A	AOSC5	UZ25903	UZ25903	1854	1854	identical	0
control	ISTRAMA3	AOS26	UZ19883	UZ19883	1765	1765	identical	0
control	GENRMT	AOSH1	EML1102	EML1102	7205	7205	identical	0
control	IEFAB471	AOSB3	UZ24978	UZ24978	3978	3978	identical	0
control	IFDOLT11	AOS06	EBB1102	EBB1102	525	525	identical	0
control	IEAVMASV	AOSC5	EBB1102	EBB1102	1221	1221	identical	0
control	IEFVHQ	AOSB3	UZ59124	UZ59124	814	814	identical	0
control	IGG0202K	AOSD8	EDM1102	EDM1102	1229	1229	identical	0
control	IGG019RO	AOS21	UZ33489	UZ33489	1626	1626	identical	0
control	ISTSC027	AOS26	UZ33552	UZ33552	2725	2725	identical	0
control	ICGDSB09	AOSD0	UZ90113	UZ90113	6990	6990	identical	0
control	IEDQ13	AOS21	ETC0108	ETC0108	877	877	identical	0
control	IRBMFSAR	AOSC5	EMF1102	EMF1102	1649	1649	identical	0
control	IGG0325U	AOSD0	EDM1102	EDM1102	1157	1157	identical	0
control	IFCST008	AOSCD	EER1400	EER1400	6482	6482	identical	0
control	IEAVSWPC	AOSC5	EBB1102	EBB1102	901	901	identical	0
control	IKT09414	AOST3	ETV0108	ETV0108	537	537	identical	0
control	IFCSXXX1	AOSCD	EER1400	EER1400	3006	3006	identical	0
control	IGG1XN	AOSD0	EDM1102	EDM1102	866	866	identical	0
control	IGG0197J	AOSD0	EDM1102	EDM1102	389	389	identical	0
control	IGG019KR	AOSD7	EDM1102	EDM1102	1141	1141	identical	0
control	IEFDB413	AOSB3	UZ63293	UZ63293	6517	6517	identical	0
control	IEBWSAM	AOSU0	UZ53565	UZ53565	1906	1906	identical	0
control	ICKAN02	AOSU0	FDZ1610	FDZ1610	7497	7497	identical	0
control	IEDQDA	AOS21	UZ31470	UZ31470	598	598	identical	0
control	IECDAFMT	AOSC5	UZ71196	UZ71196	5533	5533	identical	0
control	IEFDB4A0	AOSB3	UZ53724	UZ53724	4502	4502	identical	0
control	IEFDPOST	AOSB3	EBB1102	EBB1102	557	557	identical	0
control	AMDSASIO	AOS12	UZ59074	UZ59074	2721	2721	identical	0
control	ISTNMC1S	AOS24	EVT0108	EVT0108	2277	2277	identical	0
control	IEDQNP	AOS21	ETC0108	ETC0108	1053	1053	identical	0
control	IFCEI145	AOSCD	EER1400	EER1400	11562	11562	identical	0
control	IFCTA301	AOSCD	EER1400	EER1400	3965	3965	identical	0
control	AHLWTMSG	AOS11	EBB1102	EBB1102	685	685	identical	0
control	IEBBSCAN	AOSU0	EUT1102	EUT1102	1777	1777	identical	0
control	IHJACP01	AOSC6	UZ53752	UZ53752	1746	1746	identical	0
control	IGG019EK	AOSD0	EDM1102	EDM1102	829	829	identical	0
control	IGC0U05B	AOSC6	EDM1102	EDM1102	1258	1258	identical	0
control	IEAVERER	AOSC5	EBB1102	EBB1102	413	413	identical	0
control	ISTZDFH0	AOS26	EVT0108	EVT0108	905	905	identical	0
control	BLSVIOX	AOS32	EIP1102	EIP1102	1789	1789	identical	0
control	ISTAPC59	AOS24	EVT0108	EVT0108	949	949	identical	0
control	IGG019SI	AOSC6	EDM1102	EDM1102	509	509	identical	0
control	IGG0202L	AOSD8	EDM1102	EDM1102	1285	1285	identical	0
control	IGG0203Y	AOSG0	UZ32823	UZ32823	1802	1802	identical	0
control	IGG019TZ	AOST3	ETI1106	ETI1106	349	349	identical	0
control	IDCIO05	AOSU0	UZ90120	UZ90120	21233	21233	identical	0
control	ISTINCW5	AOS26	EVT0108	EVT0108	837	837	identical	0
control	IGG029DU	AOSD0	EDM1102	EDM1102	389	389	identical	0
control	HMASMCMP	AOS12	UR01050	UR01050	1554	1554	identical	0
control	IEDQXB	AOS21	UZ34217	UZ34217	24056	24056	identical	0
control	HMASMMSG	AOS12	UR01071	UR01071	4218	4218	identical	0
control	IEEMB825	AOS00	UZ34226	UZ34226	1358	1358	identical	0
control	ILRTERMR	AOSC5	UZ26912	UZ26912	3822	3822	identical	0
control	IEDCSA	AOS21	ETC0108	ETC0108	1126	1126	identical	0
control	IDCTSEC0	AOSU0	EMS1102	EMS1102	765	765	identical	0
control	IGFC80	AOSCE	EBB1102	EBB1102	1026	1026	identical	0
control	BLSUVSPO	AOS32	EIP1102	EIP1102	617	617	identical	0
control	IDCDB02	AOSU0	EDM1102	EDM1102	2953	2953	identical	0
control	AHLMCER	AOS11	UZ58627	UZ58627	1923	1923	identical	0
control	IDCCH03	AOSU0	UZ90118	UZ90118	6049	6049	identical	0
control	IGG019BC	AOSD0	EDM1102	EDM1102	741	741	identical	0
control	BLSFOPEN	AOS32	EIP1102	EIP1102	897	897	identical	0
control	HMASMTEC	AOS12	UR00419	UR00419	2914	2914	identical	0
control	IEEMB815	AOSC5	EBB1102	EBB1102	5205	5205	identical	0
control	IGG019J0	AOSD8	EDM1102	EDM1102	2229	2229	identical	0
control	IEBLDUL	AOSU0	UZ57774	UZ57774	2274	2274	identical	0
control	IEHDVTOC	AOSU0	EDS1102	EDS1102	3458	3458	identical	0
control	IGG01917	AOSD0	EDM1102	EDM1102	1274	1274	identical	0
control	IGG019BH	AOSD0	UZ25687	UZ25687	887	887	identical	0
control	ISTINCMY	AOS26	UZ20218	UZ20218	5157	5157	identical	0
control	IEAVEEXT	AOSC5	UZ24824	UZ24824	1399	1399	identical	0
control	IEAQWAIT	AOS00	EBB1102	EBB1102	461	461	identical	0
control	ISTOCCCH	AOS26	UZ29275	UZ29275	2597	2597	identical	0
control	ISTIC003	AOS26	EVT0108	EVT0108	2325	2325	identical	0
control	ISTINCVN	AOS26	EVT0108	EVT0108	1389	1389	identical	0
control	ISTINCY5	AOS26	UZ28821	UZ28821	1173	1173	identical	0
control	IGC0102G	AOSD0	UZ55903	UZ55903	2005	2005	identical	0
control	ICKRL01	AOSU0	EDS1102	EDS1102	1365	1365	identical	0
control	IEAVTSLS	AOSC5	UZ57326	UZ57326	3894	3894	identical	0
control	IDCDB01	AOSU0	EDM1102	EDM1102	1673	1673	identical	0
control	IGFDU0	AOSCE	EBB1102	EBB1102	997	997	identical	0
control	IFCENFH3	AOSCD	EER1400	EER1400	2206	2206	identical	0
control	ISTINCU7	AOS26	EVT0108	EVT0108	585	585	identical	0
control	IEDAYY	AOS21	ETC0108	ETC0108	453	453	identical	0
control	ISTZDFMF	AOS26	EVT0108	EVT0108	609	609	identical	0
control	BLSFDD00	AOS32	EIP1102	EIP1102	1521	1521	identical	0
control	IEECVFTB	AOSC5	UZ33930	UZ33930	1427	1427	identical	0
control	XTB12773	AOSD0	EDM1102	EDM1102	621	621	identical	0
control	IGG019AG	AOSD0	EDM1102	EDM1102	477	477	identical	0
control	IEBCONZ2	AOSU0	EUT1102	EUT1102	477	477	identical	0
control	BLSRACC	AOS32	EIP1102	EIP1102	889	889	identical	0
control	UTRKCALC	AOSD0	M024001	M024001	890	890	content-diff	12
control	IFFAHA11	AOS07	UZ90085	UZ90085	1358	1358	identical	0
control	IDA019RB	AOSA0	EDM1102	EDM1102	1001	1001	identical	0
control	IFCEDDR0	AOSCD	EER1400	EER1400	1566	1566	identical	0
control	ISTZFFDB	AOS26	EVT0108	EVT0108	941	941	identical	0
control	IGG019CG	AOSD0	UZ28605	UZ28605	719	719	identical	0
control	IEDQ20	AOS21	ETC0108	ETC0108	877	877	identical	0
control	IGG01944	AOS21	UZ30511	UZ30511	1530	1530	identical	0
control	IEFAB4DD	AOSB3	EBB1102	EBB1102	1505	1505	identical	0
control	XTB1P11	AOSD0	EDM1102	EDM1102	621	621	identical	0
control	ISTSDCPA	AOS26	EVT0108	EVT0108	2225	2225	identical	0
control	IGCN410D	AOS21	UZ30234	UZ30234	2449	2449	identical	0
control	IEFAB4E0	AOSB3	UZ25162	UZ25162	1070	1070	identical	0
control	IEE3103D	AOSB3	UZ26628	UZ26628	1679	1679	identical	0
control	IEFSD094	AOSB0	UZ26378	UZ26378	1622	1622	identical	0
control	IGG030DU	AOSD0	EDM1102	EDM1102	389	389	identical	0
control	IEFAB4FF	AOSB3	EBB1102	EBB1102	933	933	identical	0
control	IEEBASEC	AOSB3	FBB1221	FBB1221	650	650	identical	0
control	ISTZEMAB	AOS26	UZ24634	UZ24634	1765	1765	identical	0
control	ISTPATCH	AOS24	EVT0108	EVT0108	397	397	identical	0
control	IGG01943	AOS21	UZ34005	UZ34005	2394	2394	identical	0
control	BLSRCOIN	AOS32	UZ90098	UZ90098	1438	1438	identical	0
control	BLSRADDP	AOS32	EIP1102	EIP1102	1321	1321	identical	0
control	IFCSXXX9	AOSCD	EER1400	EER1400	5498	5498	identical	0
control	ISTINCIP	AOS26	UZ18721	UZ18721	3941	3941	identical	0
control	IFCEARG1	AOSCD	EER1400	EER1400	1806	1806	identical	0
control	IEE0603D	AOSB3	EBB1102	EBB1102	1658	1658	identical	0
control	IGFPMMSG	AOSCE	EBB1102	EBB1102	565	565	identical	0
control	IRBMFLMV	AOSC5	EMF1102	EMF1102	2490	2490	identical	0
control	IGG0191U	AOSD0	UZ90037	UZ90037	1207	1207	identical	0
control	IGG019BM	AOSD0	UZ28605	UZ28605	647	647	identical	0
control	ICGDSB08	AOSD0	UZ90025	UZ90025	4126	4126	identical	0
control	IEFAB492	AOSB3	UZ59776	UZ59776	3681	3681	identical	0
control	IDCCV01	AOSU0	UZ30385	UZ30385	9138	9138	identical	0
control	IEFAB4M4	AOSB3	EBB1102	EBB1102	1101	1101	identical	0
control	ISTINCE2	AOS26	EVT0108	EVT0108	533	533	identical	0
control	IEE5103D	AOSB3	UZ52149	UZ52149	1743	1743	identical	0
control	IGE0504H	AOS21	UZ30992	UZ30992	1698	1698	identical	0
control	IEECVETQ	AOSC5	EBB1102	EBB1102	1365	1365	identical	0
control	ISTINCX6	AOS26	EVT0108	EVT0108	645	645	identical	0
control	AHLTFOR	AOS11	EBB1102	EBB1102	3685	3685	identical	0
control	ISTINCV3	AOS26	EVT0108	EVT0108	1221	1221	identical	0
control	IGFPMHCA	AOSCE	UZ24574	UZ24574	1022	1022	identical	0
control	ICKIO01	AOSU0	FDZ1610	FDZ1610	5381	5381	identical	0
control	IEAVCARR	AOSC5	EBB1102	EBB1102	1485	1485	identical	0
control	IGG019R1	AOS21	UZ25956	UZ25956	1586	1586	identical	0
control	IEE8B03D	AOSB3	UZ53225	UZ53225	5430	5430	identical	0
control	ISTINCU3	AOS26	EVT0108	EVT0108	1733	1733	identical	0
control	IEDQFE30	AOS21	UZ53076	UZ53076	3650	3650	identical	0
control	IKTIIOM	AOST4	UZ28016	UZ28016	1733	1733	identical	0
control	IGCV710D	AOS21	UZ27703	UZ27703	838	838	identical	0
control	ICKSA05	AOSU0	FDZ1610	FDZ1610	1141	1141	identical	0
control	IGG019VF	AOSD0	EMI1102	EMI1102	413	413	identical	0
control	ISTDCC32	AOS24	EVT0108	EVT0108	1525	1525	identical	0
control	IGG0325Q	AOSD0	EDM1102	EDM1102	1021	1021	identical	0
control	ICKIO02	AOSU0	FDZ1610	FDZ1610	7009	7009	identical	0
control	IEDAYD	AOS21	UZ33654	UZ33654	510	510	identical	0
control	IEDQAG	AOS21	UZ32267	UZ32267	646	646	identical	0
control	IEAVEVRR	AOSC5	EBB1102	EBB1102	1013	1013	identical	0
control	BLSRADD2	AOS32	EIP1102	EIP1102	577	577	identical	0
control	IECBBFB1	AOSD0	EDM1102	EDM1102	421	421	identical	0
control	ISTESC01	AOS24	EVT0108	EVT0108	397	397	identical	0
control	IEBCOMPM	AOSU0	EUT1102	EUT1102	4269	4269	identical	0
control	ISTINCNS	AOS26	UZ35168	UZ35168	2005	2005	identical	0
control	IGG01922	AOSD8	EDM1102	EDM1102	1338	1338	identical	0
control	IECVXMGN	AOSC5	FBB1221	FBB1221	402	402	identical	0
control	IEAVNIPX	AOSC5	UZ56350	UZ56350	4730	4730	identical	0
control	BLSELPDR	AOS32	UZ90097	UZ90097	5246	5246	identical	0
control	BLSCADYN	AOS32	UZ90098	UZ90098	1714	1714	identical	0
control	IDCEV01	AOSU0	EMS1102	EMS1102	5029	5029	identical	0
control	ISTZKFCB	AOS24	EVT0108	EVT0108	437	437	identical	0
control	IEAVTLCL	AOSC5	UZ27080	UZ27080	3314	3314	identical	0
control	IKTEXIT	AOST3	UZ22286	UZ22286	1093	1093	identical	0
control	IEE2303D	AOSB3	EBB1102	EBB1102	1485	1485	identical	0
control	IEESB605	AOSB3	UZ25780	UZ25780	3166	3166	identical	0
control	BLSRADDR	AOS32	EIP1102	EIP1102	1241	1241	identical	0
control	IEHDREST	AOSU0	EDS1102	EDS1102	3330	3330	identical	0
control	IEEVSDIO	AOST4	UZ39679	UZ39679	2518	2518	identical	0
control	IFDOLTAB	AOS06	EBB1102	EBB1102	525	525	identical	0
control	ISTSDCLM	AOS26	UZ30047	UZ30047	909	909	identical	0
control	IEFSDTTE	AOSB0	UZ54391	UZ54391	2582	2582	identical	0
control	IGCM010D	AOS21	UZ27662	UZ27662	1390	1390	identical	0
control	IFCEARG2	AOSCD	EER1400	EER1400	1798	1798	identical	0
control	HMASMAR1	AOS12	UR04551	UR04551	5669	5669	identical	0
control	IGG0192Z	AOSD8	EDM1102	EDM1102	981	981	identical	0
control	ISTCC010	AOS26	EVT0108	EVT0108	1821	1821	identical	0
control	ISTZDFWB	AOS24	EVT0108	EVT0108	405	405	identical	0
control	IKJCT432	AOST4	UZ25767	UZ25767	9113	9113	identical	0
control	ISTSDCML	AOS26	UZ30441	UZ30441	1237	1237	identical	0
control	IEAVNIP0	AOSC5	UZ55453	UZ55453	17722	17722	date-only	6
control	XTB1KN1	AOSD0	EDM1102	EDM1102	621	621	identical	0
control	IECQBFG1	AOSD0	EDM1102	EDM1102	573	573	identical	0
control	ISTZIFJB	AOS24	EVT0108	EVT0108	493	493	identical	0
control	ISTZBFDI	AOS24	EVT0108	EVT0108	1673	1673	identical	0
control	BLSDFDSD	AOS32	EIP1102	EIP1102	1689	1689	identical	0
control	ILRSRT01	AOSC5	EBB1102	EBB1102	2657	2657	identical	0
control	IEDQNW	AOS21	ETC0108	ETC0108	541	541	identical	0
control	AHLWTASK	AOS11	UZ70539	UZ70539	3365	3365	identical	0
control	IEBTCR04	AOSU0	EMI1102	EMI1102	3285	3285	identical	0
control	IEDQAY	AOS21	ETC0108	ETC0108	1205	1205	identical	0
control	IEAVTRV	AOSC5	UZ31424	UZ31424	535	535	identical	0
control	ISTINCL8	AOS26	EVT0108	EVT0108	1061	1061	identical	0
control	IEAVCSEG	AOSC5	EBB1102	EBB1102	1437	1437	identical	0
control	HMASMBDL	AOS12	UR00400	UR00400	2434	2434	identical	0
control	XTB1GS12	AOSD0	EDM1102	EDM1102	621	621	identical	0
control	ISTINCX3	AOS26	EVT0108	EVT0108	2077	2077	identical	0
control	IDCRM01	AOSU0	UZ52407	UZ52407	28981	28981	identical	0
control	BNGIDISP	AOS29	UZ26764	UZ26764	10546	10546	identical	0
control	IEDSAO	AOS21	UZ30737	UZ30737	1221	1221	identical	0
control	IFCSI145	AOSCD	EER1400	EER1400	5914	5914	identical	0
control	BLST04CV	AOS32	EIP1102	EIP1102	993	993	identical	0
control	IDCCDDL	AOSU0	EDM1102	EDM1102	2178	2178	identical	0
control	ISTYTCM2	AOS24	EVT0108	EVT0108	2181	2181	identical	0
control	ISDALOG0	AOSD0	UZ25277	UZ25277	1498	1498	identical	0
control	HMASMDLE	AOS12	UR10931	UR10931	8337	8337	identical	0
control	IRARMIPS	AOSC5	FBB1221	FBB1221	16485	16485	identical	0
control	IGCI110D	AOS21	UZ27746	UZ27746	1150	1150	identical	0
control	ISTSQC03	AOS26	EVT0108	EVT0108	837	837	identical	0
control	ISTZBFMB	AOS26	EVT0108	EVT0108	897	897	identical	0
control	IEE90110	AOSB3	EBB1102	EBB1102	517	517	identical	0
