module	offset	module_bytes	derived_bytes
IGFDMTXT	0x00028D	0089BF00	D5D640E4
IGFDMTXT	0x00029A	89F30000	0FC5D9D7
IGFDMTXT	0x00029B	F3000000	C5D9D740
IGFDMTXT	0x0002AA	8A230000	1AD6D7C5
IGFDMTXT	0x0002AB	2300008A	D6D7C5D5
IGFDMTXT	0x0002C5	008AB700	15C2D3D6
IGFDMTXT	0x0002C6	8AB70000	C2D3D6C3
IGFDMTXT	0x0002DB	40E4E2C5	15C3C1D5
IGFDMTXT	0x0002DC	E4E2C5D9	C3C1D5C3
IGFDMTXT	0x0002F1	C7D9C5E2	11C9D5E5
IGFDMTXT	0x0002F2	D9C5E2E2	C9D5E5C1
IGFDMTXT	0x000303	D6E540C9	12C3C1E3
IGFDMTXT	0x000304	E540C9D5	C3C1E3C1
IGFDMTXT	0x000316	D2C3D6E4	0EC9D5E5
IGFDMTXT	0x000317	C3D6E4D5	C9D5E5C1
IGFDMTXT	0x000325	D3C515C3	11C3C1D5
IGFDMTXT	0x000326	C515C3C1	C3C1D5C3
IGFDMTXT	0x000337	C5D9C1E3	0AD1C5E2
IGFDMTXT	0x000338	D9C1E3D6	D1C5E2F3
IGFDMTXT	0x000342	D3C9C440	0DD4D6E4
IGFDMTXT	0x000343	C9C440E4	D4D6E4D5
IGFDMTXT	0x000350	C3C1E3C1	16E4D5C9
IGFDMTXT	0x000351	C1E3C1E2	E4D5C9E3
IGFDMTXT	0x000367	D3C9C440	0FE4D5E2
IGFDMTXT	0x000368	C9C440C4	E4D5E2E4
IGFDMTXT	0x000377	D3D3C5C4	0CC9D5C3
IGFDMTXT	0x000378	D3C5C440	C9D5C3D6
IGFDMTXT	0x000384	D1C5E2F3	0FD5D6E3
IGFDMTXT	0x000385	C5E2F340	D5D6E340
IGFDMTXT	0x000394	40D7C5D5	0DD5D6E3
IGFDMTXT	0x000395	D7C5D5C4	D5D6E340
IGFDMTXT	0x0003A2	D9C5C6C5	13C4C5E5
IGFDMTXT	0x0003A3	C5C6C5D9	C4C5E5C9
IGFDMTXT	0x0003B6	E2E4D7D7	11D1C5E2
IGFDMTXT	0x0003B7	E4D7D7D6	D1C5E2F3
IGFDMTXT	0x0003C8	D4D7C1E3	0AC4C5E5
IGFDMTXT	0x0003C9	D7C1E3C9	C4C5E5C9
IGFDMTXT	0x0003D3	E340D6D7	0BC3C8C1
IGFDMTXT	0x0003D4	40D6D7C5	C3C8C1D5
IGFDMTXT	0x0003DF	D30DD5D6	16C4C5E5
IGFDMTXT	0x0003E0	0DD5D6E3	C4C5E5C9
IGFDMTXT	0x0003F6	E3E8D7C5	04E2E6C1
IGFDMTXT	0x0003F7	E8D7C540	E2E6C1D7
IGFDMTXT	0x0003FB	C9D5E5C1	05D4D6E4
IGFDMTXT	0x0003FC	D5E5C1D3	D4D6E4D5
IGFDR0	0x000000	47F0F01C	47F0F016
IGFDR0	0x000016	F9F4F8F1	90ECD00C
IGFDR0	0x00001C	90ECD00C	58008498
IGFDR0	0x000098	0A4C47F0	9503A05A
IGFDR0	0x0000A8	840047F0	9502A05A
IGFDR0	0x0000D6	181C47F0	58E0A034
IGFDR0	0x0000E2	E0B047F0	1F115800
IGFDR0	0x0000E4	47F080C8	5800A01C
IGFDR0	0x0000F0	0A5B47F0	9501A05A
IGFDR0	0x000100	822047F0	9505A05A
IGFDR0	0x000110	814A47F0	9506A05A
IGFDR0	0x000122	0A4C47F0	92049129
IGFDR0	0x00012A	91299207	92029114
IGFDR0	0x000166	07FE47F0	90EC9084
IGFDR0	0x000182	A0214770	96802004
IGFDR0	0x000186	816A9680	9502A021
IGFDR0	0x000196	A0214770	96402004
IGFDR0	0x00019A	817E9640	58B0A01C
IGFDR0	0x0001BE	70064170	41E7910B
IGFDR0	0x0001DA	1EEC42E7	06701277
IGFDR0	0x000222	D2052026	D203202C
IGFDR0	0x000232	A02445E0	98EC9084
IGFDR0	0x000238	98EC9084	47F08370
IGFDR0	0x00023C	07FE47F0	90EC9048
IGFDR0	0x00026C	20035870	41E7910B
IGFDR0	0x000288	B01CD202	06701277
IGFDR0	0x0002AC	20307010	9140A008
IGFDR0	0x0002B8	9108E000	5870A01C
IGFDR0	0x0002D4	83169204	D2029108
IGFDR0	0x000354	5EE08446	D503A01C
IGFDR0	0x000368	91084FE0	947FA04D
IGFDR0	0x000382	1F000A0B	45E08412
IGFDR0	0x000386	50102008	98EC9048
IGFDR0	0x00038C	200C9500	47F0840E
IGFDR0	0x000390	A0344770	90ECD00C
IGFDR0	0x000402	83E440A0	58E0A034
IGFDR0	0x000416	05EF98EC	58E00010
IGFDR0	0x000424	D00C9180	98ECD00C
IGFDR0	0x00042A	47E08416	47F0844A
IGFDR0	0x00042E	5800A01C	90EC90C0
IGFDR0	0x000442	D00C07FE	41300038
IGFDR0	0x000446	58D0D004	180347F0
IGFDR0	0x000460	FFFFFF3F	98EC90C0
IGFDR0	0x000466	FFFAFFFF	47F08472
IGFDR0	0x00046A	FFFCF500	90ECD00C
IGFDR0	0x000480	00000000	5800A018
IGFDR0	0x000486	00000000	0A5B98EC
IGFDR0	0x000488	00000000	98ECD00C
IGFDR0	0x00048E	00000000	58D0D004
IGFDR0	0x000492	00000000	58008498
IGFDR0	0x00049E	00000000	98ECD00C
IGFDR0	0x0004A4	00000000	000000C1
IGFDR0	0x0004A8	00F0F1F2	FFFFFF3F
IGFDR0	0x0004AC	F3F4F5F6	FFFFFFFA
IGFDR0	0x0004B0	F7F8F9C9	FFFFFFFC
IGFDR0	0x0004B4	C7C6C4C9	F5000180
IGFDR0	0x0004B8	F04040C9	00000000
IGFDR0	0x0004BC	C7C6C4D9	00000000
IGFDR0	0x0004C0	F04040F7	00E4FAFB
IGFDR0	0x0004C2	40F7F9F3	FAFBFCFD
IGFDR0	0x0004F1	00000000	F0F1F2F3
IGFDR0	0x0004FB	00000000	C9C7C6C4
IGFDT1	0x000000	47F0F01C	47F0F01E
IGFDT1	0x000018	F9F54000	47F0F006
IGFDT1	0x00001E	D00C0580	90ECD00C
IGFDT1	0x000024	86D64510	5800860C
IGFDT1	0x000044	90D04160	D72F90D0
IGFDT1	0x0000A6	A00847E0	12FF4770
IGFDT1	0x0000C4	58B00010	48E0A010
IGFDT1	0x000172	86D20A08	4100861C
IGFDT1	0x000184	90E59500	4100861C
IGFDT1	0x00018E	9203A03E	950090E5
IGFDT1	0x00019E	50609048	920290D0
IGFDT1	0x0001D6	908458A0	18705890
IGFDT1	0x0001E8	05ED9501	58D002FC
IGFDT1	0x00020E	9610A058	9140202B
IGFDT1	0x00021E	9608A058	91012003
IGFDT1	0x00022E	9620A058	9180202B
IGFDT1	0x00023A	91802023	9140A008
IGFDT1	0x000262	5960A024	41E00004
IGFDT1	0x00027E	47E0826C	58E0A024
IGFDT1	0x000292	9180C02A	9203A03E
IGFDT1	0x00029E	4780828C	9140A008
IGFDT1	0x0002D2	47F0865E	9503A03E
IGFDT1	0x000302	477082EC	91802023
IGFDT1	0x000316	47E08304	91B8A058
IGFDT1	0x000332	4AC086CC	58E0A024
IGFDT1	0x000352	41600028	58E0A028
IGFDT1	0x00036E	9204A03C	58E0A028
IGFDT1	0x00037A	47F0865E	9203A03E
IGFDT1	0x000386	58B0A024	920090E5
IGFDT1	0x00038E	47E0839C	9502A03F
IGFDT1	0x0003AC	A03E9204	91082003
IGFDT1	0x0003BC	865E9200	58E0A01C
IGFDT1	0x0003DC	920090E5	58E0A01C
IGFDT1	0x0003FC	477083F2	91802023
IGFDT1	0x00040C	9204A03E	58E0A01C
IGFDT1	0x000424	91016011	58E0A01C
IGFDT1	0x000452	A0189180	920090E5
IGFDT1	0x00045A	847058E0	58E0A028
IGFDT1	0x00046E	D2009051	91062010
IGFDT1	0x00047E	47808468	91202011
IGFDT1	0x000486	47F0865E	58E0A028
IGFDT1	0x0004A2	4770849C	58E0A028
IGFDT1	0x0004BE	58C0A028	920090E5
IGFDT1	0x0004C6	477084B8	9204A03E
IGFDT1	0x0004CE	471084D4	48E0A010
IGFDT1	0x0004F2	47E08570	58204008
IGFDT1	0x0004FA	5860A018	1FEEBFE7
IGFDT1	0x000512	47F084FC	1FEEBFE7
IGFDT1	0x00051A	47E08568	1FEE193E
IGFDT1	0x000528	C0104710	12334770
IGFDT1	0x000532	47108568	1FEE193E
IGFDT1	0x000540	85685860	1FEE193E
IGFDT1	0x00057C	865E47F0	5940A030
IGFDT1	0x0005B4	60041F33	47F08594
IGFDT1	0x0005B8	1F2247F0	41B09080
IGFDT1	0x0005E2	20051826	58E00010
IGFDT1	0x0005EE	192B4770	18AC5860
IGFDT1	0x0005FE	1F661936	58D002FC
IGFDT1	0x00060C	1FBB193B	07FE1871
IGFDT1	0x00060E	193B4780	18715890
IGFDT1	0x000624	5030A024	000C0028
IGFDT1	0x000626	A0245050	0028FFFF
IGFDT1	0x000628	5050A034	FFFFFFF8
IGFDT1	0x00062C	920090E5	80000000
IGFDT1	0x000630	58C0A028	F5000100
IGFDT1	0x000634	D200A05C	00000018
IGFDT1	0x000638	C02058E0	00000000
IGFDT1	0x00063C	A024D203	00000000
IGFDT1	0x000640	A060E00C	D5E2D3D9
IGFDT1	0x000648	5940A030	E2D9C240
IGFDT1	0x00064C	4770865E	00E4C9C7
IGFDT1	0x00064E	865E5920	C9C7C6C4
IGFDT1	0x000656	865E5930	C9C7C6C4
IGFDT1	0x00065E	865E5950	F7F6F2F5
IGFDT1	0x000668	920090E5	00000000
IGFDV0	0x000000	47F0F01C	47F0F016
IGFDV0	0x000016	F5F6F9F5	90ECD00C
IGFDV0	0x00001C	90ECD00C	58008550
IGFDV0	0x0000B2	000142E0	59F0854C
IGFDV0	0x0000D8	858E47D0	47F081F8
IGFDV0	0x0000DC	809647F0	9101A020
IGFDV0	0x000106	A018BEE7	9200A03C
IGFDV0	0x00010E	A03C47F0	9202A03F
IGFDV0	0x000142	000142E0	59F0854C
IGFDV0	0x000168	858E47D0	9200A03C
IGFDV0	0x000172	1FEE50E0	45E08234
IGFDV0	0x0001A8	58F085AE	9200A03C
IGFDV0	0x0001AC	05EF9200	9120A00B
IGFDV0	0x0001BC	A04C47F0	9203A04C
IGFDV0	0x0001C0	81A49203	9200A04D
IGFDV0	0x0001DC	05EF12FF	947FA04D
IGFDV0	0x0001F4	47E081E4	9120A00B
IGFDV0	0x00020A	05EF42F0	58F08574
IGFDV0	0x000214	41E090CC	920290CC
IGFDV0	0x000250	968090C8	90EC9048
IGFDV0	0x00025C	950090E1	45E082F6
IGFDV0	0x000270	45E08528	9203A03F
IGFDV0	0x00028C	45E08528	9202A03F
IGFDV0	0x0002A4	A0189504	1FEE50E0
IGFDV0	0x0002BA	9202A050	920AA04F
IGFDV0	0x0002D6	477082D6	59F0854C
IGFDV0	0x0002FC	918090C8	9200A03C
IGFDV0	0x000300	47108236	918090C8
IGFDV0	0x000308	07FE47F0	98EC9048
IGFDV0	0x00030E	90EC9084	47F08532
IGFDV0	0x000312	9140A00B	90EC9084
IGFDV0	0x000338	12EE4770	58E0A018
IGFDV0	0x00035E	4770835E	59F0854C
IGFDV0	0x000384	9201A04F	47F083B2
IGFDV0	0x000388	9203A050	9201A04F
IGFDV0	0x0003A8	477083A8	59F0854C
IGFDV0	0x0003CE	83B642F0	12FF4780
IGFDV0	0x0003DC	47E0841C	9140A00B
IGFDV0	0x000408	9200A050	920CA04F
IGFDV0	0x00041C	4770841C	59F0854C
IGFDV0	0x000442	47E0846A	58E0A018
IGFDV0	0x000464	85924770	59F0854C
IGFDV0	0x00048A	A02058E0	47F084B4
IGFDV0	0x00048E	A01812EE	9202A04F
IGFDV0	0x0004AA	42E0A059	59F0854C
IGFDV0	0x0004D0	47D0848C	12FF4780
IGFDV0	0x0004DE	A050920A	9503A04E
IGFDV0	0x0004F2	A05959F0	920090E1
IGFDV0	0x0004F6	85924770	98EC9084
IGFDV0	0x000500	05EF41E0	90EC9084
IGFDV0	0x000504	00011FCC	9140A00B
IGFDV0	0x000516	47D084D2	9120A00B
IGFDV0	0x000528	9503A04E	9110A00B
IGFDV0	0x00053A	851E9200	9207A03C
IGFDV0	0x000542	908407FE	42F090E1
IGFDV0	0x00054E	9140A00B	58D0D004
IGFDV0	0x000552	47E0853E	58008550
IGFDV0	0x00055E	856A9120	98ECD00C
IGFDV0	0x000564	47E08550	00000002
IGFDV0	0x000568	58F085B2	0000000C
IGFDV0	0x00056C	05EF47F0	F50000FC
IGFDV0	0x000570	856A9110	00000000
IGFDV0	0x000574	A00B47E0	00000000
IGFDV0	0x000578	856258F0	00000000
IGFDV0	0x00057C	85B605EF	00000000
IGFDV0	0x000580	47F0856A	00000000
IGFDV0	0x000584	9207A03C	00000000
IGFDV0	0x000588	41F0000C	00000000
IGFDV0	0x00058C	42F090E1	00000000
IGFDV0	0x000590	47F0851E	00000000
IGFDV0	0x000598	58D0D004	00E4C9C7
IGFDV0	0x00059A	D0045800	C9C7C6C4
IGFDV0	0x0005A2	41101000	C9C7C6C4
IGFDV0	0x0005AA	D00C07FE	F7F6F2F4
IGFDV0	0x0005B4	0000000C	00000000
IGFDV1	0x000000	47F0F01C	47F0F016
IGFDV1	0x000016	F3F9F2F6	90ECD00C
IGFDV1	0x00001C	90ECD00C	580084C4
IGFDV1	0x0000A8	A03C47F0	5050A01C
IGFDV1	0x0000C4	A03C47F0	D201A00A
IGFDV1	0x0000DE	A03C47F0	91045003
IGFDV1	0x0000F2	A03C47F0	91205012
IGFDV1	0x00010E	A03C47F0	91885003
IGFDV1	0x000122	A03C47F0	920090AD
IGFDV1	0x00012A	500647E0	9502A03F
IGFDV1	0x00014C	9502A03F	5050A018
IGFDV1	0x00016A	47F08286	91045003
IGFDV1	0x00017E	920090AD	45E0833A
IGFDV1	0x000192	C0124780	91045001
IGFDV1	0x0001A2	500347E0	91205012
IGFDV1	0x0001BE	A03E9208	91805003
IGFDV1	0x000204	47F08286	91805003
IGFDV1	0x00021A	9094857E	45E083DC
IGFDV1	0x00022E	90CD9200	920090AD
IGFDV1	0x000236	909050E0	9503A03F
IGFDV1	0x00024E	91805003	920090AD
IGFDV1	0x000252	47708242	47F08242
IGFDV1	0x000256	12FF4780	9207A03C
IGFDV1	0x00025E	A03E47F0	92029098
IGFDV1	0x00029A	90AD47F0	90E2D00C
IGFDV1	0x0002B0	50E09080	41E29087
IGFDV1	0x0002C8	5800856A	41E29087
IGFDV1	0x0002E0	58D0D004	5E2084A0
IGFDV1	0x0002EC	10000A0A	592084A8
IGFDV1	0x000300	D02C4130	5E2084A4
IGFDV1	0x000304	00041F55	48E02000
IGFDV1	0x00032C	47408326	48E02000
IGFDV1	0x000340	5920854A	98E2D00C
IGFDV1	0x000352	00105820	47F083D8
IGFDV1	0x000356	E02847F0	90E6D00C
IGFDV1	0x00037A	47808366	91805012
IGFDV1	0x00038E	856259E0	91085012
IGFDV1	0x00039E	D00C5840	12334780
IGFDV1	0x0003AC	837A90E6	18E24CE0
IGFDV1	0x0003C6	9200908B	192647D0
IGFDV1	0x0003CC	908C9120	19264720
IGFDV1	0x0003E6	9620908C	98E6D00C
IGFDV1	0x0003F4	83DC9610	47F08484
IGFDV1	0x0003F8	908C47F0	90E19048
IGFDV1	0x000466	000147F0	12FF4770
IGFDV1	0x00047A	5013E000	41100C0D
IGFDV1	0x000492	18E24CE0	41200004
IGFDV1	0x000496	854C1EE3	98E19048
IGFDV1	0x0004A0	908BE000	58D0D004
IGFDV1	0x0004A4	1F7798E6	580084C4
IGFDV1	0x0004B0	47F08484	98ECD00C
IGFDV1	0x0004B6	9048903C	001D0000
IGFDV1	0x0004B8	903C9058	00000000
IGFDV1	0x0004BC	1F229102	00000001
IGFDV1	0x0004C0	A0204770	00000002
IGFDV1	0x0004C4	853058E0	00000003
IGFDV1	0x0004C6	58E0A064	00030000
IGFDV1	0x0004C8	A064D201	00000004
IGFDV1	0x0004CC	E006853A	00000008
IGFDV1	0x0004D0	58C0E010	FFFFFFFD
IGFDV1	0x0004D4	58B0A01C	80000000
IGFDV1	0x0004D8	50B0C004	0000FFFF
IGFDV1	0x0004DC	58B0A018	0000FFFF
IGFDV1	0x0004E0	50B0C008	F50000D8
IGFDV1	0x0004E4	50E09080	00000000
IGFDV1	0x0004E8	92809080	C9C5C5E5
IGFDV1	0x0004F0	58C0C128	00000000
IGFDV1	0x0004F4	58F0C014	00E4C9C7
IGFDV1	0x0004F6	C0144110	C9C7C6C4
IGFDV1	0x0004FE	59F0854E	C9C7C6C4
IGFDV1	0x000506	59F08552	F7F6F3F3
IGFDV1	0x000510	19FE4770	00000000
IGFDV1	0x000544	00181610	01001002
IGFDV1	0x000545	1816100A	00100200
IGFDV1	0x00055F	00000000	08004009
IGFDV1	0x000560	00000000	00400901
IGFDV1	0x00056B	02000000	01002003
IGFDV1	0x00056C	00000003	00200300
IGFDW0	0x00001C	580082FC	580082E8
IGFDW0	0x0001C0	001058E0	58D002FC
IGFDW0	0x0001CE	40C0E06A	58D002FC
IGFDW0	0x000244	3018D705	18CE54C0
IGFDW0	0x00026A	94FE3003	9203A04C
IGFDW0	0x000288	A04D58F0	920290A0
IGFDW0	0x0002C0	18194110	90ECD00C
IGFDW0	0x0002E4	830058F0	98ECD00C
IGFDW0	0x0002EA	5EF082E4	001E0000
IGFDW0	0x0002EC	82E45610	00000001
IGFDW0	0x0002F0	82F40A71	00000004
IGFDW0	0x0002F4	947F9054	00000008
IGFDW0	0x0002F8	98ECD00C	50000000
IGFDW0	0x0002FC	07FE001E	20000000
IGFDW0	0x000300	00000001	FFFFFFEF
IGFDW0	0x000304	00000004	F50000D0
IGFDW0	0x000308	00000008	00000000
IGFDW0	0x00030C	50000000	00000000
IGFDW0	0x000310	20000000	00000000
IGFDW0	0x000314	FFFFFFEF	00000000
IGFDW0	0x000318	F5000118	00E4C9C7
IGFDW0	0x00031A	01180000	C9C7C6C4
IGFDW0	0x000322	09F00000	C9C7C6C4
IGFDW0	0x00032A	29000000	F7F6F2F7
IGFDW0	0x000334	C6C4C9F0	00000000
IGFPWMSG	0x00001C	5800C3DC	5800C3AC
IGFPWMSG	0x000046	93004000	93005000
IGFPWMSG	0x0000D4	45E0C29C	45E0C28C
IGFPWMSG	0x0000DC	95C35000	95C34000
IGFPWMSG	0x0000EC	95E35000	95E34000
IGFPWMSG	0x0000FC	5E30C3C0	5E30C390
IGFPWMSG	0x000132	92004001	92005001
IGFPWMSG	0x000136	92004000	92005000
IGFPWMSG	0x00013A	5E40C3D4	5E50C3A4
IGFPWMSG	0x000158	5800C3DC	5800C3AC
IGFPWMSG	0x0001B2	5E30C3C0	5E30C390
IGFPWMSG	0x0001B6	5930C3E4	5930C3B4
IGFPWMSG	0x00020C	47F0C1FA	D200B0B0
IGFPWMSG	0x000212	B0B04003	45E0C14E
IGFPWMSG	0x000226	47F0C224	41A3B0D4
IGFPWMSG	0x000238	47F0C224	5E30C390
IGFPWMSG	0x00023C	5E30C3C0	98E1B048
IGFPWMSG	0x000252	B06407FE	90E1D00C
IGFPWMSG	0x000292	41504004	5E30C390
IGFPWMSG	0x000296	41700008	98E1D00C
IGFPWMSG	0x0002A8	D0245860	90E2D00C
IGFPWMSG	0x0002E8	C3EA5EA0	18A51EA8
IGFPWMSG	0x000302	A0004E10	41200001
IGFPWMSG	0x00030A	B0B8B0C8	41A2B0B7
IGFPWMSG	0x00031A	47F0C312	192647D0
IGFPWMSG	0x000320	B0B795F0	062041A3
IGFPWMSG	0x000346	B0B844F0	98E2D00C
IGFPWMSG	0x000358	067098E2	90ECB070
IGFPWMSG	0x000380	C78E9558	41A3B0D3
IGFPWMSG	0x00038A	95314001	41A3B0D5
IGFPWMSG	0x00039C	40014770	98ECB070
IGFPWMSG	0x0003A2	41A3B0D3	0039D200
IGFPWMSG	0x0003A4	B0D3D201	D200A000
IGFPWMSG	0x0003AC	47F0C39E	00000001
IGFPWMSG	0x0003B0	41A3B0D3	00000002
IGFPWMSG	0x0003B4	D201A000	00000004
IGFPWMSG	0x0003B8	C79141A3	00000005
IGFPWMSG	0x0003BC	B0D5D201	00000008
IGFPWMSG	0x0003C0	A000C793	0000000C
IGFPWMSG	0x0003C4	4110B0D0	FFFFFF10
IGFPWMSG	0x0003C8	18110A23	00000170
IGFPWMSG	0x0003D0	07FE0039	00000010
IGFPWMSG	0x0003D4	D200A000	4000F0F1
IGFPWMSG	0x0003D6	A0001000	F0F1F2F3
IGFPWMSG	0x0003E6	00040000	0B21E2D9
IGFPWMSG	0x0003E7	04000000	21E2D940
IGFPWMSG	0x0003E8	00000005	E2D940C5
IGFPWMSG	0x000778	C3D940C3	00058000
IGFPWMSG	0x00077A	40C3D6D4	80004010
IGFPWMSG	0x00077D	D4D7D3C5	10004040
IGG01916	0x00007C	41C03217	41C031FB
IGG01916	0x000098	45D031C4	45D031A8
IGG01916	0x0000BA	41C031FF	41C031E3
IGG01916	0x0000EA	9180D004	41CC0002
IGG01916	0x0000F2	471030FC	41CC0006
IGG01916	0x0000FA	47F03162	41CC0008
IGG01916	0x000102	4710311C	9108202A
IGG01916	0x000122	D20141C8	41C031FD
IGG01916	0x000130	41A847F0	41C031EF
IGG01916	0x000148	9101202B	45D031A8
IGG01916	0x000152	202B4780	41808008
IGG01916	0x000172	41707004	95008000
IGG01916	0x000186	316C1875	58F06010
IGG01916	0x0001C6	D2016006	D201A000
IGG01916	0x0001E0	0018D201	F9F20000
IGG01916	0x0001E5	00C00041	C1C4C6C4
IGG01916	0x0001E7	0041AA00	C6C4C1C2
IGG01916	0x0001E9	AA00021B	C1C2C6C2
IGG01916	0x0001EB	021BEE43	C6C2C6C6
IGG01916	0x0001ED	EE43E0B0	C6C6C2D6
IGG01916	0x0001EF	E0B00041	C2D6C1D3
IGG01916	0x0001F1	0041EE00	C1D3C6D3
IGG01916	0x0001F3	EE000142	C6D3C1D1
IGG01916	0x0001F5	0142E0B0	C1D1C6D1
IGG01916	0x0001F7	E0B00007	C6D1C6C7
IGG01916	0x0001F9	0007FDF9	C6C7C2D7
IGG01916	0x0001FB	FDF9F200	C2D7C1D8
IGG01916	0x0001FD	F2002B08	C1D8C1D9
IGG01916	0x0001FF	2B08C1C4	C1D9C2C1
IGG01916	0x000201	C1C4C6C4	C2C1C2C2
IGG01916	0x000203	C6C4C1C2	C2C2F6D4
IGG01916	0x000205	C1C2C6C2	F6D40000
IGG01916	0x00020A	C6C2D6C1	F0E2F1F6
IGG01916	0x00020C	D6C1D3C6	F1F60000
IGG01916	0x00020E	D3C6D3C1	00000000
IGG0191A	0x000050	9102201A	9180202A
IGG0191A	0x000070	91077000	9160202B
IGG0191A	0x000080	41000039	91017000
IGG0191A	0x0000A0	910E7000	91209003
IGG0191A	0x0000B8	91209003	9142201A
IGG0191A	0x0000E4	47E03156	91082024
IGG0191A	0x000100	47103116	91202024
IGG0191A	0x000108	47103156	91202034
IGG0191A	0x000128	9140202A	910140BA
IGG0191A	0x000138	91202020	960840B2
IGG0191A	0x000140	910140BA	94F740B2
IGG0191A	0x000154	47F0316A	9140201A
IGG0191A	0x000190	910F7000	D5012018
IGG0191A	0x0001A8	D5012018	91082034
IGG0191A	0x0001E4	20244780	9516A013
IGG0191A	0x00021A	338E4780	91209003
IGG0191A	0x000242	32929140	9101203D
IGG0191A	0x00024A	329248D0	41000038
IGG0191A	0x00024E	203E4800	D20141C8
IGG0191A	0x000262	32929101	9516A013
IGG0191A	0x00026A	32924100	91402024
IGG0191A	0x0002A8	471032FC	48D0203E
IGG0191A	0x0002BC	330441C0	40C0203E
IGG0191A	0x0002C4	20524740	41000073
IGG0191A	0x0002CC	205289C0	41000075
IGG0191A	0x0002D4	201812DD	41000072
IGG0191A	0x0002DC	19CD4720	9120202A
IGG0191A	0x0002F8	203E47F0	D2048000
IGG0191A	0x0002FE	41000073	41808008
IGG0191A	0x00031E	9120202A	95008000
IGG0191A	0x000332	D2048000	58F06010
IGG0191A	0x000356	60209500	0000F0E2
IGG0191A	0x000358	95008000	F0E2F1C1
IGG0191A	0x00035A	80004770	F1C1F6C9
IGG0191A	0x00035C	4770336A	F6C90000
IGG0191A	0x000361	80800841	F6D40000
IGG0191A	0x000366	700447F0	00000000
IGG0191I	0x000138	9101202A	91012020
IGG0191I	0x00014C	D20141C8	949F2020
IGG0191I	0x000150	6006D204	1B1143E0
IGG0191I	0x00019C	20149680	50110000
IGG0191I	0x0001DE	100440D0	91602020
IGG0191I	0x0001EA	425C43E0	96401004
IGG0191I	0x0001EE	420EB20A	50A01000
IGG0191I	0x0001F4	18A141A0	46C031FA
IGG0191I	0x0001FC	20204780	1EAD50A1
IGG0191I	0x000208	32149160	50C01000
IGG0191I	0x000220	46C03226	48F02052
IGG0191I	0x00022C	00001E9D	B20A0050
IGG0191I	0x000230	47F0321E	D2048000
IGG0191I	0x000236	10064780	41808008
IGG0191I	0x000256	205254F0	95008000
IGG0191I	0x00026E	D2048000	96902030
IGG0191I	0x000286	800032E6	58F06010
IGG0191I	0x0002AA	00509690	F0E2F1C9
IGG0191I	0x0002AC	96902030	F1C9F3C9
IGG0191I	0x0002AE	20304100	F3C90000
IGG0191I	0x0002B3	3DD20141	F6D40000
IGG0191I	0x0002B8	6006D204	00000000
IGG0191J	0x000226	F6D30023	F6D30000
IGG0191J	0x00027A	910840B2	95012010
IGG0191J	0x00028A	3292928E	9286C000
IGG0191J	0x00028E	C00047F0	91C02024
IGG0191J	0x00029E	32A69140	9220C004
IGG0191J	0x0002A2	202447E0	41C0C008
IGG0191J	0x0002A8	9220C004	50D0C000
IGG0191J	0x0002C6	50C0C008	58D041C0
IGG0191J	0x0002DE	C0079223	00010000
IGG0191J	0x0002E0	9223C000	00000000
IGG0191L	0x00006E	308641E0	91402024
IGG0191L	0x00008E	313C41C0	91202024
IGG0191L	0x0000AE	10009240	41100002
IGG0191L	0x0000C8	12FF4780	48C02012
IGG0191L	0x0000D4	401041BA	1B0C47C0
IGG0191L	0x0000EE	478030F4	41101001
IGG0191L	0x0000F6	49C0337E	42102049
IGG0191L	0x0000FA	47203100	91802034
IGG0191L	0x000104	204958B0	1BCC43C0
IGG0191L	0x00014C	204812CC	43002010
IGG0191L	0x000172	47803188	41D0D050
IGG0191L	0x000182	47103188	43C0420E
IGG0191L	0x0001A0	471031A6	160D4510
IGG0191L	0x0001C8	43D0420E	4BC03376
IGG0191L	0x0001DC	41101100	D7001000
IGG0191L	0x0001E2	31CED700	1ACE44C0
IGG0191L	0x0001F2	50001018	1AF950F0
IGG0191L	0x0001FA	1AF950F0	96201009
IGG0191L	0x00021C	322C1A19	D2048000
IGG0191L	0x000226	80003368	91202024
IGG0191L	0x000234	3222D204	43A0B010
IGG0191L	0x000264	4780326A	459032BC
IGG0191L	0x00028E	42F02034	91202020
IGG0191L	0x0002B6	41C03377	41C0335A
IGG0191L	0x0002BE	41C03362	D2016006
IGG0191L	0x0002EE	F00142F0	D20141C8
IGG0191L	0x000302	909E41A8	41808008
IGG0191L	0x000322	33081875	95008000
IGG0191L	0x000336	41707004	58F06010
IGG0191L	0x00035A	58505110	C4C1C4C2
IGG0191L	0x00035C	511047F0	C4C2C4C3
IGG0191L	0x00035E	47F05014	C4C3C4C4
IGG0191L	0x000360	5014C4C1	C4C4F1D4
IGG0191L	0x000362	C4C1C4C2	F1D40000
IGG0191L	0x000367	C3C4C4F1	F6D40000
IGG0191L	0x00036C	0003D0F6	F9D30000
IGG0191L	0x000371	000000F9	C2D9C2E2
IGG0191L	0x000373	00F9D300	C2E2C2E3
IGG0191L	0x000375	D3000820	C2E30001
IGG0191L	0x000378	20C2D9C2	0100FFF0
IGG0191L	0x00037A	D9C2E2C2	FFF0E2C9
IGG0191L	0x00037B	C2E2C2E3	F0E2C9C7
IGG0191L	0x00037D	C2E30000	C9C7C7F0
