module	dlib	verdict	sections	diff_bytes	length_differs	diff_in_holes	diff_in_text
IFCEMER1	AOSCD	identical	1	0	N	0	0
IFCEMER2	AOSCD	identical	1	0	N	0	0
IFCEMER3	AOSCD	identical	1	0	N	0	0
IFCEMER5	AOSCD	identical	1	0	N	0	0
IFCENAGO	AOSCD	identical	1	0	N	0	0
IFCERFMT	AOSC5	differs	1	0	Y	0	0
IFCESOFT	AOSCD	differs	1	0	Y	0	0
IFCET002	AOSCD	differs	1	0	Y	0	0
IFCET004	AOSCD	differs	1	0	Y	0	0
IFCET005	AOSCD	differs	1	0	Y	0	0
IFCET006	AOSCD	differs	1	0	Y	0	0
IFCET00B	AOSCD	differs	1	0	Y	0	0
IFCETRN1	AOSCD	identical	1	0	N	0	0
IFCETRN2	AOSCD	identical	1	0	N	0	0
IFCETRN4	AOSCD	differs	1	0	Y	0	0
IFCETRN8	AOSCD	identical	1	0	N	0	0
IFCETUL1	AOSCD	identical	1	0	N	0	0
IFCEUKNO	AOSCD	differs	1	0	Y	0	0
IFCEWHT1	AOSCD	identical	1	0	N	0	0
IFCEWIN1	AOSCD	differs	1	0	Y	0	0
IFCEXXX0	AOSCD	differs	1	0	Y	0	0
IFCEXXX1	AOSCD	differs	1	0	Y	0	0
IFCEXXX2	AOSCD	differs	1	0	Y	0	0
IFCEXXX3	AOSCD	differs	1	0	Y	0	0
IFCEXXX4	AOSCD	differs	1	0	Y	0	0
IFCEXXX5	AOSCD	differs	1	0	Y	0	0
IFCEXXX6	AOSCD	differs	1	0	Y	0	0
IFCEXXX7	AOSCD	differs	1	0	Y	0	0
IFCEXXX8	AOSCD	differs	1	0	Y	0	0
IFCEXXX9	AOSCD	differs	1	0	Y	0	0
IFCEXXXA	AOSCD	differs	1	0	Y	0	0
IFCEXXXB	AOSCD	differs	1	0	Y	0	0
IFCEXXXD	AOSCD	differs	1	0	Y	0	0
IFCEXXXE	AOSCD	differs	1	0	Y	0	0
IFCEXXXX	AOSCD	differs	1	0	Y	0	0
IFCFMTIO	AOSC5	differs	1	0	Y	0	0
IFCFRAMS	AOSCD	identical	1	0	N	0	0
IFCRFLO1	AOSCD	identical	1	0	N	0	0
IFCS0135	AOSCD	identical	1	0	N	0	0
IFCS0145	AOSCD	identical	1	0	N	0	0
IFCS0155	AOSCD	identical	1	0	N	0	0
IFCS0165	AOSCD	differs	1	0	Y	0	0
IFCS2860	AOSCD	identical	1	0	N	0	0
IFCS2870	AOSCD	identical	1	0	N	0	0
IFCS2880	AOSCD	identical	1	0	N	0	0
IFCS3031	AOSCD	identical	1	0	N	0	0
IFCS3032	AOSCD	identical	1	0	N	0	0
IFCS3033	AOSCD	identical	1	0	N	0	0
IFCSAEXX	AOSCD	identical	1	0	N	0	0
IFCSAXXX	AOSCD	differs	1	0	Y	0	0
IFCSCHAR	AOSCD	identical	1	0	N	0	0
IFCSCRND	AOSCD	identical	1	0	N	0	0
IFCSCRXX	AOSCD	identical	1	0	N	0	0
IFCSDICH	AOSCD	identical	1	0	N	0	0
IFCSI145	AOSCD	differs	1	0	Y	0	0
IFCSI155	AOSCD	identical	1	0	N	0	0
IFCSIPL0	AOSCD	identical	1	0	N	0	0
IFCSNAGO	AOSCD	identical	1	0	N	0	0
IFCST003	AOSCD	identical	1	0	N	0	0
IFCST005	AOSCD	differs	1	0	Y	0	0
IFCST006	AOSCD	identical	1	0	N	0	0
IFCST008	AOSCD	differs	1	0	Y	0	0
IFCST00B	AOSCD	identical	1	0	N	0	0
IFCSUKNO	AOSCD	identical	1	0	N	0	0
IFCSXXX0	AOSCD	identical	1	0	N	0	0
IFCSXXX1	AOSCD	identical	1	0	N	0	0
IFCSXXX2	AOSCD	identical	1	0	N	0	0
IFCSXXX3	AOSCD	identical	1	0	N	0	0
IFCSXXX4	AOSCD	identical	1	0	N	0	0
IFCSXXX5	AOSCD	identical	1	0	N	0	0
IFCSXXX6	AOSCD	identical	1	0	N	0	0
IFCSXXX7	AOSCD	differs	1	0	Y	0	0
IFCSXXX8	AOSCD	identical	1	0	N	0	0
IFCSXXX9	AOSCD	differs	1	0	Y	0	0
IFCSXXXA	AOSCD	differs	1	0	Y	0	0
IFCSXXXE	AOSCD	differs	1	0	Y	0	0
IFCSXXXG	AOSCD	identical	1	0	N	0	0
IFCSXXXX	AOSCD	differs	1	0	Y	0	0
IFCSYMCD	AOSCD	differs	1	0	Y	0	0
IFCT1107	AOSCD	identical	1	0	N	0	0
IFCT1204	AOSCD	identical	1	0	N	0	0
IFCT1307	AOSCD	identical	1	0	N	0	0
IFCT2104	AOSCD	identical	1	0	N	0	0
IFCT2204	AOSCD	identical	1	0	N	0	0
IFCT2305	AOSCD	identical	1	0	N	0	0
IFCT3102	AOSCD	identical	1	0	N	0	0
IFCT3204	AOSCD	identical	1	0	N	0	0
IFCTA105	AOSCD	identical	1	0	N	0	0
IFCTA201	AOSCD	identical	1	0	N	0	0
IFCTA301	AOSCD	identical	1	0	N	0	0
IFCTABLE	AOSCD	identical	1	0	N	0	0
IFCTB105	AOSCD	identical	1	0	N	0	0
IFCTB205	AOSCD	identical	1	0	N	0	0
IFCTB305	AOSCD	identical	1	0	N	0	0
IFCTB405	AOSCD	identical	1	0	N	0	0
IFCTC104	AOSCD	identical	1	0	N	0	0
IFCTC201	AOSCD	identical	1	0	N	0	0
IFCTC205	AOSCD	identical	1	0	N	0	0
IFCTC301	AOSCD	identical	1	0	N	0	0
IFCTC305	AOSCD	identical	1	0	N	0	0
IFCTC401	AOSCD	identical	1	0	N	0	0
IFDMSG00	AOS06	identical	1	0	N	0	0
IFDMSG03	AOS06	holes	1	41	N	41	0
IFDMSG04	AOS06	holes	1	4	N	4	0
IFDMSG05	AOS06	holes	1	2	N	2	0
IFDMSG06	AOS06	holes	1	9	N	9	0
IFDMSG07	AOS06	holes	1	25	N	25	0
IFDMSG08	AOS06	holes	1	5	N	5	0
IFDMSG13	AOS06	holes	1	3	N	3	0
IFDMSG22	AOS06	holes	1	2	N	2	0
IFDMSG31	AOS06	holes	1	16	N	16	0
IFDMSG32	AOS06	holes	1	7	N	7	0
IFDMSG33	AOS06	holes	1	10	N	10	0
IFDMSG37	AOS06	holes	1	2	N	2	0
IFDMSG38	AOS06	holes	1	2	N	2	0
IFDMSG50	AOS06	holes	1	6	N	6	0
IFDMSG53	AOS06	holes	1	22	N	22	0
IFDMSG54	AOS06	holes	1	14	N	14	0
IFDMSG56	AOS06	holes	1	17	N	17	0
IFDMSG61	AOS06	holes	1	8	N	8	0
IFDMSG73	AOS06	holes	1	17	N	17	0
IFDMSG74	AOS06	holes	1	1	N	1	0
IFDMSGAJ	AOS06	holes	1	7	N	7	0
IFDOLT0A	AOS06	identical	1	0	N	0	0
IFDOLT10	AOS06	holes	1	10	N	10	0
IFDOLT11	AOS06	holes	1	10	N	10	0
IFDOLT23	AOS06	holes	1	2	N	2	0
IFDOLT41	AOS06	holes	1	10	N	10	0
IFDOLT46	AOS06	differs	1	143	N	138	5
IFDOLT59	AOS06	holes	1	6	N	6	0
IFDOLTAA	AOS06	differs	1	10	N	4	6
IFDOLTAB	AOS06	differs	1	10	N	4	6
IFFABA	AOSG0	identical	1	0	N	0	0
IFFAHA11	AOS07	differs	2	0	Y	0	0
IFFAHA12	AOS07	differs	1	11	N	0	11
IFFAHA16	AOS07	identical	1	0	N	0	0
IFFAJA01	AOS07	identical	1	0	N	0	0
IFFANA	AOSG0	holes	2	4	N	4	0
IFFCAN01	AOSG0	differs	1	0	Y	0	0
IFFCAN02	AOSG0	differs	1	0	Y	0	0
IFFCAN03	AOSG0	identical	1	0	N	0	0
IFFPAAST	AOSG0	holes	1	1	N	1	0
IFFPBAPR	AOSG0	identical	1	0	N	0	0
IFFPCAAR	AOSG0	holes	1	2	N	2	0
IFFPDAPL	AOSG0	identical	1	0	N	0	0
IFFPEAGR	AOSG0	identical	1	0	N	0	0
IFFPFAVA	AOSG0	holes	1	4	N	4	0
IFFPGAVP	AOSG0	identical	1	0	N	0	0
IFFPHALA	AOSG0	identical	1	0	N	0	0
IFFPIAPG	AOSG0	holes	1	4	N	4	0
IFFPJAPV	AOSG0	differs	1	1507	N	0	1507
IFFPLARE	AOSG0	identical	1	0	N	0	0
IFFPPASG	AOSG0	identical	1	0	N	0	0
IFG0559C	AOSD0	identical	1	0	N	0	0
IFG0EX0A	AOSD0	identical	1	0	N	0	0
IFHSTATR	AOSU0	holes	1	140	N	140	0
IFNX5F	AOS03	differs	1	7	N	0	7
IFNX5V	AOS03	differs	1	7	N	0	7
IFNX6C	AOS03	differs	1	2051	N	0	2051
IFOX0B	AOS03	differs	1	8	N	0	8
IFOX0C	AOS03	differs	1	6	N	0	6
IFOX0E	AOS03	differs	1	7	N	0	7
IFOX0F	AOS03	differs	1	0	Y	0	0
IFOX0G	AOS03	differs	1	11	N	0	11
IFOX0H	AOS03	differs	1	10	N	2	8
IFOX0J	AOS03	identical	1	0	N	0	0
IGC0001G	ALPALIB	differs	1	13	N	0	13
IGC0002D	AOSD0	differs	1	0	Y	0	0
IGC0002E	AOSD0	differs	1	0	Y	0	0
IGC0002F	AOSD0	differs	1	0	Y	0	0
IGC0003I	AOSU0	identical	1	0	N	0	0
IGC0005D	AOSD8	identical	1	0	N	0	0
IGC0006H	AOSD0	differs	1	0	Y	0	0
IGC0006I	AOSD0	differs	1	0	Y	0	0
IGC0007A	AOSG0	differs	1	0	Y	0	0
IGC0007C	AOSG0	differs	1	0	Y	0	0
IGC0007D	AOSG0	differs	1	0	Y	0	0
IGC0007E	AOSG0	differs	1	0	Y	0	0
IGC0008A	AOSD0	differs	1	0	Y	0	0
IGC0008E	AOSCE	holes	1	3	N	3	0
IGC0008F	AOSU0	differs	1	0	Y	0	0
IGC0008H	AOSC5	differs	1	0	Y	0	0
IGC0009C	AOST3	differs	1	0	Y	0	0
IGC0009H	AOSD0	differs	1	0	Y	0	0
IGC0010D	AOS21	differs	1	0	Y	0	0
IGC0012F	AOSD0	differs	1	0	Y	0	0
IGC0106F	AOS20	holes	1	3	N	3	0
IGC0106H	AOSD0	differs	1	0	Y	0	0
IGC0107C	AOSG0	differs	1	9	N	7	2
IGC0107D	AOSG0	differs	1	13	N	11	2
IGC0109H	AOSD0	differs	1	0	Y	0	0
IGC0110D	AOS21	differs	1	0	Y	0	0
IGC0112F	AOSD0	differs	1	0	Y	0	0
IGC0203E	AOSB3	differs	1	0	Y	0	0
IGC0206F	AOS20	identical	1	0	N	0	0
IGC0206H	AOSD0	differs	1	0	Y	0	0
IGC0207A	AOSG0	holes	1	12	N	12	0
IGC0209H	AOSD0	differs	1	0	Y	0	0
IGC0210D	AOS21	differs	1	0	Y	0	0
IGC0306F	AOS20	holes	1	3	N	3	0
IGC0306H	AOSD0	differs	1	0	Y	0	0
IGC0308B	AOSU0	differs	1	0	Y	0	0
IGC0310D	AOS21	differs	1	0	Y	0	0
IGC0406F	AOS20	holes	1	6	N	6	0
IGC0406H	AOSD0	differs	1	0	Y	0	0
IGC0408B	AOSU0	holes	1	272	N	272	0
IGC0410D	AOS21	differs	1	0	Y	0	0
IGC0506C	AOSC6	differs	1	0	Y	0	0
IGC0506F	AOS20	differs	1	0	Y	0	0
IGC0506H	AOSD0	differs	1	0	Y	0	0
IGC0508B	AOSU0	identical	1	0	N	0	0
IGC0510D	AOS21	differs	1	0	Y	0	0
IGC0606F	AOS20	holes	1	1	N	1	0
IGC0606H	AOSD0	differs	1	0	Y	0	0
IGC0610D	AOS21	differs	1	0	Y	0	0
IGC0706F	AOS20	differs	1	0	Y	0	0
IGC0706H	AOSD0	differs	1	0	Y	0	0
IGC0710D	AOS21	differs	1	0	Y	0	0
IGC0806F	AOS20	differs	1	442	N	2	440
IGC0806H	AOSD0	differs	1	0	Y	0	0
IGC0810D	AOS21	differs	1	0	Y	0	0
IGC084	AOSG0	differs	1	2	N	0	2
IGC0906F	AOS20	holes	1	3	N	3	0
IGC0906H	AOSD0	differs	1	0	Y	0	0
IGC0910D	AOS21	differs	1	0	Y	0	0
IGC0A06F	AOS20	holes	1	5	N	5	0
IGC0A10D	AOS21	differs	1	0	Y	0	0
IGC0B06F	AOS20	holes	1	2	N	2	0
IGC0B10D	AOS21	differs	1	0	Y	0	0
IGC0C06F	AOS20	holes	1	7	N	7	0
IGC0C10D	AOS21	differs	1	0	Y	0	0
IGC0D06F	AOS20	differs	1	0	Y	0	0
IGC0D10D	AOS21	differs	1	0	Y	0	0
IGC0E06F	AOS20	differs	1	0	Y	0	0
IGC0E10D	AOS21	differs	1	0	Y	0	0
IGC0F05A	AOS11	differs	1	0	Y	0	0
IGC0F06F	AOS20	differs	1	0	Y	0	0
IGC0G05B	AOSC6	differs	1	5	N	0	5
IGC0G10D	AOS21	differs	1	0	Y	0	0
IGC0G95B	AOSC6	differs	1	5	N	0	5
IGC0H05B	AOSC6	differs	1	5	N	0	5
IGC0H10D	AOS21	differs	1	0	Y	0	0
IGC0I05B	AOSC6	differs	1	5	N	0	5
IGC0J05B	AOS21	differs	1	94	N	0	94
IGC0K10D	AOS21	differs	1	0	Y	0	0
IGC0L05B	AOSC6	differs	1	0	Y	0	0
IGC0L10D	AOS21	differs	1	0	Y	0	0
IGC0N06C	AOSC6	differs	1	0	Y	0	0
IGC0N10D	AOS21	differs	1	0	Y	0	0
IGC0P05B	AOSC6	differs	1	0	Y	0	0
IGC0Q05B	AOSC6	differs	1	5	N	0	5
IGC0R05B	AOSC6	differs	1	0	Y	0	0
IGC0T05B	AOSC6	differs	1	0	Y	0	0
IGC0W05B	AOSC6	differs	1	0	Y	0	0
IGC1006F	AOS20	differs	1	254	N	3	251
IGC1106F	AOS20	differs	1	254	N	1	253
IGC1206F	AOS20	differs	1	0	Y	0	0
IGC1306F	AOS20	differs	1	0	Y	0	0
IGC1406F	AOS20	differs	1	0	Y	0	0
IGCA010D	AOS21	differs	1	0	Y	0	0
IGCA110D	AOS21	differs	1	0	Y	0	0
IGCA210D	AOS21	differs	1	0	Y	0	0
IGCA310D	AOS21	differs	1	0	Y	0	0
IGCA410D	AOS21	differs	1	0	Y	0	0
IGCA510D	AOS21	differs	1	0	Y	0	0
IGCA610D	AOS21	differs	1	0	Y	0	0
IGCA710D	AOS21	differs	1	0	Y	0	0
IGCA810D	AOS21	differs	1	0	Y	0	0
IGCA910D	AOS21	differs	1	0	Y	0	0
IGCAA10D	AOS21	differs	1	0	Y	0	0
IGCAB10D	AOS21	differs	1	0	Y	0	0
IGCAC10D	AOS21	differs	1	0	Y	0	0
IGCAD10D	AOS21	differs	1	0	Y	0	0
IGCAE10D	AOS21	differs	1	0	Y	0	0
IGCAF10D	AOS21	differs	1	266	N	3	263
IGCAG10D	AOS21	differs	1	0	Y	0	0
IGCAL10D	AOS21	differs	1	0	Y	0	0
IGCAT10D	AOS21	differs	1	0	Y	0	0
IGCC010D	AOS21	differs	1	407	N	5	402
IGCC110D	AOS21	differs	1	0	Y	0	0
IGCD010D	AOS21	differs	1	0	Y	0	0
IGCD110D	AOS21	differs	1	0	Y	0	0
IGCD210D	AOS21	differs	1	0	Y	0	0
IGCD310D	AOS21	differs	1	0	Y	0	0
IGCD410D	AOS21	differs	1	0	Y	0	0
IGCD510D	AOS21	differs	1	0	Y	0	0
IGCD610D	AOS21	differs	1	0	Y	0	0
IGCD710D	AOS21	differs	1	0	Y	0	0
IGCD810D	AOS21	differs	1	0	Y	0	0
IGCD910D	AOS21	differs	1	0	Y	0	0
IGCDB10D	AOS21	differs	1	0	Y	0	0
IGCDC10D	AOS21	differs	1	0	Y	0	0
IGCDD10D	AOS21	differs	1	0	Y	0	0
IGCDL10D	AOS21	differs	1	0	Y	0	0
IGCDM10D	AOS21	identical	1	0	N	0	0
IGCFA10D	AOS21	differs	1	0	Y	0	0
IGCFB10D	AOS21	differs	1	0	Y	0	0
IGCFC10D	AOS21	differs	1	0	Y	0	0
IGCFD10D	AOS21	differs	1	319	N	1	318
IGCFE10D	AOS21	differs	1	0	Y	0	0
IGCFF10D	AOS21	differs	1	0	Y	0	0
IGCFG10D	AOS21	differs	1	0	Y	0	0
IGCFH10D	AOS21	differs	1	0	Y	0	0
IGCFI10D	AOS21	differs	1	0	Y	0	0
IGCFJ10D	AOS21	differs	1	0	Y	0	0
IGCFK10D	AOS21	differs	1	0	Y	0	0
IGCFL10D	AOS21	differs	1	0	Y	0	0
IGCFP10D	AOS21	differs	1	0	Y	0	0
IGCFQ10D	AOS21	differs	1	0	Y	0	0
IGCFR10D	AOS21	identical	1	0	N	0	0
IGCH010D	AOS21	differs	1	0	Y	0	0
IGCI010D	AOS21	differs	1	0	Y	0	0
IGCI110D	AOS21	differs	1	0	Y	0	0
IGCI210D	AOS21	differs	1	0	Y	0	0
IGCI310D	AOS21	differs	1	0	Y	0	0
IGCM010D	AOS21	differs	1	525	N	8	517
IGCM110D	AOS21	differs	1	0	Y	0	0
IGCM210D	AOS21	differs	1	0	Y	0	0
IGCM310D	AOS21	differs	1	0	Y	0	0
IGCM410D	AOS21	differs	1	1509	N	436	1073
IGCM510D	AOS21	differs	1	0	Y	0	0
IGCM610D	AOS21	differs	1	0	Y	0	0
IGCM710D	AOS21	differs	1	916	N	164	752
IGCM810D	AOS21	differs	1	0	Y	0	0
IGCM910D	AOS21	differs	1	0	Y	0	0
IGCMA10D	AOS21	differs	1	0	Y	0	0
IGCMB10D	AOS21	differs	1	0	Y	0	0
IGCMD10D	AOS21	differs	1	918	N	160	758
IGCME10D	AOS21	differs	1	0	Y	0	0
IGCMF10D	AOS21	differs	1	0	Y	0	0
IGCMG10D	AOS21	differs	1	0	Y	0	0
IGCMH10D	AOS21	differs	1	0	Y	0	0
IGCMI10D	AOS21	differs	1	0	Y	0	0
IGCMK10D	AOS21	differs	1	0	Y	0	0
IGCML10D	AOS21	differs	1	0	Y	0	0
IGCMM10D	AOS21	differs	1	0	Y	0	0
IGCMN10D	AOS21	differs	1	0	Y	0	0
IGCMP10D	AOS21	differs	1	0	Y	0	0
IGCMR10D	AOS21	differs	1	0	Y	0	0
IGCMS10D	AOS21	differs	1	0	Y	0	0
IGCMSG6C	ALPALIB	identical	1	0	N	0	0
IGCMT10D	AOS21	differs	1	1645	N	7	1638
IGCMU10D	AOS21	differs	1	0	Y	0	0
IGCMV10D	AOS21	differs	1	0	Y	0	0
IGCMY10D	AOS21	differs	1	0	Y	0	0
IGCMZ10D	AOS21	differs	1	0	Y	0	0
IGCN010D	AOS21	differs	1	0	Y	0	0
IGCN410D	AOS21	differs	1	1783	N	4	1779
IGCN510D	AOS21	differs	1	1058	N	10	1048
IGCR010D	AOS21	differs	1	0	Y	0	0
IGCSW10D	AOS21	differs	1	769	N	3	766
IGCT0018	AOSD0	identical	1	0	N	0	0
IGCT0021	AOSD0	identical	1	0	N	0	0
IGCT002D	AOSD0	identical	1	0	N	0	0
IGCT002E	AOSD0	identical	1	0	N	0	0
IGCT005C	AOSD7	differs	1	0	Y	0	0
IGCT005G	AOSD7	differs	1	0	Y	0	0
IGCT0069	AOSD0	identical	1	0	N	0	0
IGCT006H	AOSD0	identical	1	0	N	0	0
IGCT010D	AOS21	differs	1	0	Y	0	0
IGCT010E	AOSD0	identical	1	0	N	0	0
IGCT105C	AOSD7	differs	1	0	Y	0	0
IGCT1081	AOSD0	identical	1	0	N	0	0
IGCT110D	AOS21	differs	1	0	Y	0	0
IGCT210D	AOS21	differs	1	0	Y	0	0
IGCV010D	AOS21	differs	1	0	Y	0	0
IGCV110D	AOS21	differs	1	0	Y	0	0
IGCV210D	AOS21	differs	1	0	Y	0	0
IGCV310D	AOS21	differs	1	0	Y	0	0
IGCV410D	AOS21	differs	1	0	Y	0	0
IGCV510D	AOS21	differs	1	921	N	284	637
IGCV610D	AOS21	differs	1	876	N	254	622
IGCV710D	AOS21	differs	1	0	Y	0	0
IGCV810D	AOS21	differs	1	0	Y	0	0
IGCV910D	AOS21	differs	1	0	Y	0	0
IGCVA10D	AOS21	differs	1	0	Y	0	0
IGCVE10D	AOS21	differs	1	0	Y	0	0
IGCVF10D	AOS21	differs	1	0	Y	0	0
IGCVG10D	AOS21	differs	1	0	Y	0	0
IGCVI10D	AOS21	differs	1	0	Y	0	0
IGCVK10D	AOS21	identical	1	0	N	0	0
IGCZ010D	AOS21	differs	1	0	Y	0	0
IGCZ110D	AOS21	differs	1	0	Y	0	0
IGE0000D	AOSCA	differs	1	0	Y	0	0
IGE0000G	AOSCA	differs	1	0	Y	0	0
IGE0001A	AOSCA	differs	1	0	Y	0	0
IGE0001C	AOSCA	differs	1	0	Y	0	0
IGE0001F	AOSCA	differs	1	0	Y	0	0
IGE0001G	AOSD0	identical	1	0	N	0	0
IGE0002B	AOSD0	identical	1	0	N	0	0
IGE0002C	AOSD0	differs	1	0	Y	0	0
IGE0002E	AOSC5	differs	1	0	Y	0	0
IGE0003C	AOSCA	differs	1	0	Y	0	0
IGE0004A	AOS20	differs	1	0	Y	0	0
IGE0004B	AOS20	differs	1	0	Y	0	0
IGE0004C	AOS20	differs	1	0	Y	0	0
IGE0004D	AOS20	differs	1	0	Y	0	0
IGE0004G	AOS21	differs	1	0	Y	0	0
IGE0004H	AOS21	differs	1	0	Y	0	0
IGE0004I	AOS21	differs	1	0	Y	0	0
IGE0010A	AOSG0	differs	1	0	Y	0	0
IGE0010B	AOSG0	differs	1	0	Y	0	0
IGE0010D	AOSG0	differs	1	0	Y	0	0
IGE0010E	AOSG0	differs	1	0	Y	0	0
IGE0011C	AOSD0	differs	1	0	Y	0	0
IGE0011D	AOSD0	differs	1	0	Y	0	0
IGE0011E	AOSD0	differs	1	4	N	0	4
IGE0025C	ALPALIB	differs	1	0	Y	0	0
IGE0025D	ALPALIB	differs	2	0	N	0	0
IGE0101F	AOSCA	differs	1	0	Y	0	0
IGE0104A	AOS20	differs	1	0	Y	0	0
IGE0104B	AOS20	differs	1	0	Y	0	0
IGE0104C	AOS20	differs	1	0	Y	0	0
IGE0104G	AOS21	differs	1	0	Y	0	0
IGE0104H	AOS21	identical	1	0	N	0	0
IGE0204A	AOS20	differs	1	0	Y	0	0
IGE0204B	AOS20	differs	1	0	Y	0	0
IGE0204C	AOS20	differs	1	0	Y	0	0
IGE0204G	AOS21	differs	1	0	Y	0	0
IGE0204H	AOS21	differs	1	0	Y	0	0
IGE0301H	AOSCA	differs	1	0	Y	0	0
IGE0304A	AOS20	differs	1	0	Y	0	0
IGE0304B	AOS20	differs	1	0	Y	0	0
IGE0304C	AOS20	differs	1	0	Y	0	0
IGE0304G	AOS21	differs	1	0	Y	0	0
IGE0404A	AOS20	differs	1	0	Y	0	0
IGE0404B	AOS20	differs	1	0	Y	0	0
IGE0404C	AOS20	differs	1	0	Y	0	0
IGE0404G	AOS21	differs	1	0	Y	0	0
IGE0404H	AOS21	differs	1	0	Y	0	0
IGE0504A	AOS20	differs	1	0	Y	0	0
IGE0504B	AOS20	differs	1	0	Y	0	0
IGE0504C	AOS20	differs	1	0	Y	0	0
IGE0504G	AOS21	differs	1	0	Y	0	0
IGE0504H	AOS21	differs	1	0	Y	0	0
IGE0604A	AOS20	differs	1	0	Y	0	0
IGE0604B	AOS20	differs	1	0	Y	0	0
IGE0604C	AOS20	differs	1	0	Y	0	0
IGE0604G	AOS21	differs	1	0	Y	0	0
IGE0660A	AOSCE	identical	1	0	N	0	0
IGE0704A	AOS20	differs	1	0	Y	0	0
IGE0704B	AOS20	differs	1	0	Y	0	0
IGE0704C	AOS20	differs	1	0	Y	0	0
IGE0804A	AOS20	differs	1	0	Y	0	0
IGE0804B	AOS20	differs	1	0	Y	0	0
IGE0804C	AOS20	differs	1	0	Y	0	0
IGE0804G	AOS21	differs	1	0	Y	0	0
IGE0804H	AOS21	identical	1	0	N	0	0
IGE0904A	AOS20	differs	1	0	Y	0	0
IGE0904B	AOS20	differs	1	0	Y	0	0
IGE0904C	AOS20	differs	1	0	Y	0	0
IGE0904G	AOS21	differs	1	0	Y	0	0
IGE0904H	AOS21	differs	1	0	Y	0	0
IGE0904I	AOS21	differs	1	0	Y	0	0
IGF2503D	AOSCE	differs	1	9	N	3	6
IGF2603D	AOSCE	identical	1	0	N	0	0
IGFC60	AOSCE	differs	1	0	Y	0	0
IGFC70	AOSCE	differs	1	13	N	0	13
IGFC80	AOSCE	differs	1	13	N	0	13
IGFCHDA	AOSCE	identical	1	0	N	0	0
IGFCIC	AOSCE	differs	1	0	Y	0	0
IGFDD0	AOSCE	holes	1	4	N	4	0
IGFDD1	AOSCE	holes	1	7	N	7	0
IGFDE0	AOSCE	differs	1	0	Y	0	0
IGFDE1	AOSCE	differs	1	0	Y	0	0
IGFDI0	AOSCE	identical	1	0	N	0	0
IGFDI1	AOSCE	differs	1	0	Y	0	0
IGFDL1	AOSCE	holes	1	8	N	8	0
IGFDM0	AOSCE	holes	1	4	N	4	0
IGFDM1	AOSCE	differs	1	0	Y	0	0
IGFDMTXT	AOSCE	differs	1	0	Y	0	0
IGFDS0	AOSCE	differs	1	24	N	9	15
IGFDS1	AOSCE	holes	1	2	N	2	0
IGFDT0	AOSCE	holes	1	4	N	4	0
IGFDT1	AOSCE	differs	1	0	Y	0	0
IGFDT2	AOSCE	differs	1	10	N	0	10
IGFDU0	AOSCE	holes	1	4	N	4	0
IGFDU1	AOSCE	holes	1	6	N	6	0
IGFDV0	AOSCE	differs	1	0	Y	0	0
IGFDW0	AOSCE	differs	1	0	Y	0	0
IGFINTVL	AOSCE	differs	1	10	N	0	10
IGFPKREF	AOSCE	differs	1	2	N	0	2
IGFPMFRS	AOSCE	identical	1	0	N	0	0
IGFPMHCA	AOSCE	differs	1	2	N	0	2
IGFPMKTA	AOSCE	differs	1	2	N	0	2
IGFPMMSG	AOSCE	identical	1	0	N	0	0
IGFPMPFX	AOSCE	differs	1	17	N	0	17
IGFPMRTM	AOSCE	differs	1	5	N	0	5
IGFPMSCA	AOSCE	identical	1	0	N	0	0
IGFPMTHA	AOSCE	identical	1	0	N	0	0
IGFPNSAV	AOSC5	identical	1	0	N	0	0
IGFPSAD0	AOSCE	identical	1	0	N	0	0
IGFPTAIM	AOSCE	differs	1	6	N	0	6
IGFPTCON	AOSCE	identical	1	0	N	0	0
IGFPTERM	AOSCE	identical	1	0	N	0	0
IGFPTSIG	AOSCE	identical	1	0	N	0	0
IGFPWMSG	AOSCE	differs	1	0	Y	0	0
IGFPXMFA	AOSCE	identical	1	0	N	0	0
IGFRWAC	AOSCE	identical	1	0	N	0	0
IGFTMC00	AOSCE	identical	1	0	N	0	0
IGG01920	AOSD8	differs	1	478	N	0	478
IGG01921	AOSD8	differs	1	0	Y	0	0
IGG01922	AOSD8	differs	1	0	Y	0	0
IGG01924	AOSD8	differs	1	0	Y	0	0
IGG01928	AOSD8	differs	1	0	Y	0	0
IGG01929	AOSD8	differs	1	0	Y	0	0
IGG0192A	AOSD8	differs	1	0	Y	0	0
IGG0192B	AOSD8	differs	1	0	Y	0	0
IGG0192D	AOSD8	differs	1	0	Y	0	0
IGG0192E	AOSD8	differs	1	0	Y	0	0
IGG0192F	AOSD8	differs	1	0	Y	0	0
IGG0192G	AOSD8	differs	1	0	Y	0	0
IGG0192H	AOSD8	differs	1	0	Y	0	0
IGG0192I	AOSD8	differs	1	0	Y	0	0
IGG0192J	AOSD8	differs	1	0	Y	0	0
IGG0192K	AOSD8	differs	1	0	Y	0	0
IGG0192L	AOSD8	differs	1	0	Y	0	0
IGG0192M	AOSD8	differs	1	0	Y	0	0
IGG0192N	AOSD8	differs	1	0	Y	0	0
IGG0192O	AOSD8	differs	1	21	N	2	19
IGG0192P	AOSD8	differs	1	681	N	0	681
IGG0192Q	AOSD8	differs	1	0	Y	0	0
IGG0192R	AOSD8	differs	1	0	Y	0	0
