module	ifox_rc	start	deck_bytes	job
ICGDSA09	0000	03:24:09	4320	IFX0103/JOB00218
IGCAB10D	0008	03:24:10	1200	IFX0103/JOB00218
IGCR010D	0008	03:24:10	2320	IFX0103/JOB00218
IKJEGPSW	0000	03:24:10	3040	IFX0103/JOB00218
BLSEDELC	0000	03:24:11	1280	IFX0103/JOB00218
IDCCK01	0000	03:24:02	8880	IFX0104/JOB00219
IDCCH02	0000	03:24:12	31600	IFX0104/JOB00219
IEFVGM12	0000	03:24:12	720	IFX0104/JOB00219
IDCGR01	0000	03:24:12	3040	IFX0104/JOB00219
HMASMVLU	0000	03:24:13	2320	IFX0104/JOB00219
IKJEFF50	0000	03:24:13	2400	IFX0104/JOB00219
IGCT005G	0000	03:24:14	4480	IFX0104/JOB00219
HMASMASI	0000	03:24:14	4000	IFX0104/JOB00219
IGC058	0000	03:24:14	640	IFX0104/JOB00219
IERRCM	0000	03:24:15	2080	IFX0104/JOB00219
ISDAPWR1	0000	03:24:15	320	IFX0104/JOB00219
IGG0325B	0008	03:24:15	1840	IFX0104/JOB00219
IFFAAA03	0012	03:24:16	2320	IFX0104/JOB00219
IDCTR01	0000	03:24:16	10320	IFX0104/JOB00219
IGG019RK	0008	03:24:17	960	IFX0104/JOB00219
IEFEB4M1	0000	03:24:17	880	IFX0104/JOB00219
IEREX1	0000	03:24:17	720	IFX0104/JOB00219
IEE3103D	0000	03:24:18	2480	IFX0104/JOB00219
ICB2SIOB	0000	03:24:18	1360	IFX0104/JOB00219
IGG019AX	0000	03:24:19	400	IFX0104/JOB00219
IGG019FL	0000	03:24:19	1040	IFX0104/JOB00219
IEHMVESL	0000	03:24:19	3520	IFX0104/JOB00219
IGG01933	0008	03:24:20	1680	IFX0104/JOB00219
IGG0199F	0000	03:24:20	1840	IFX0104/JOB00219
IERRBH	0000	03:24:20	640	IFX0104/JOB00219
BLSRSALI	0000	03:24:11	5840	IFX0105/JOB00220
ISTSDCVG	0000	03:24:21	2000	IFX0105/JOB00220
ISTOCCCB	0000	03:24:22	1360	IFX0105/JOB00220
IERROA	0000	03:24:22	2480	IFX0105/JOB00220
IGG0192W	0000	03:24:22	1760	IFX0105/JOB00220
ISDADAT0	0008	03:24:23	1440	IFX0105/JOB00220
ILRPAGCM	0008	03:24:23	4480	IFX0105/JOB00220
HMASMIDU	0000	03:24:23	13600	IFX0105/JOB00220
ICBVDR01	0000	03:24:24	9680	IFX0105/JOB00220
IGE0001C	0000	03:24:25	1520	IFX0105/JOB00220
ISTSEC30	0000	03:24:25	2400	IFX0105/JOB00220
AHLTUSR	0000	03:24:25	2480	IFX0105/JOB00220
IEE3703D	0000	03:24:25	1680	IFX0105/JOB00220
IKJCT463	0000	03:24:26	6560	IFX0105/JOB00220
IKJEGATN	0000	03:24:26	2400	IFX0105/JOB00220
IKJEGSCD	0000	03:24:27	880	IFX0105/JOB00220
ISTINMN8	0000	03:24:27	1120	IFX0105/JOB00220
IHCGSP04	0000	03:24:27	1440	IFX0105/JOB00220
IEFNB903	0000	03:24:28	2240	IFX0105/JOB00220
ICKRA01	0000	03:24:28	4000	IFX0105/JOB00220
IRBMFLCV	0000	03:24:28	2160	IFX0105/JOB00220
IGC0G05B	0000	03:24:29	1520	IFX0105/JOB00220
IGFPMKTA	0000	03:24:29	1200	IFX0105/JOB00220
BLSSCOMM	0000	03:24:30	960	IFX0105/JOB00220
ISTSC031	0000	03:24:30	4080	IFX0105/JOB00220
IGC0002A	0000	03:24:21	1840	IFX0106/JOB00221
USRDDT00	0000	03:24:31	800	IFX0106/JOB00221
BLSFGP00	0000	03:24:31	1440	IFX0106/JOB00221
IECVDERP	0008	03:24:31	8160	IFX0106/JOB00221
IFCSXXX7	0000	03:24:32	12160	IFX0106/JOB00221
IEDAYC	0008	03:24:33	2960	IFX0106/JOB00221
IGCD810D	0008	03:24:33	1440	IFX0106/JOB00221
ICGDSB15	0000	03:24:34	2160	IFX0106/JOB00221
IEEMB815	0000	03:24:34	7280	IFX0106/JOB00221
IFNX1S	0000	03:24:34	1760	IFX0106/JOB00221
ISTINCD9	0000	03:24:35	4640	IFX0106/JOB00221
IRARMSTM	0008	03:24:35	4720	IFX0106/JOB00221
IEFAB442	0000	03:24:36	1920	IFX0106/JOB00221
ISTZFMTA	0000	03:24:36	1120	IFX0106/JOB00221
IEAVTSLP	0000	03:24:36	6720	IFX0106/JOB00221
IEAVTRTC	0000	03:24:36	6240	IFX0106/JOB00221
IEE0503D	0000	03:24:37	4320	IFX0106/JOB00221
IEAVVCRX	0008	03:24:38	480	IFX0106/JOB00221
BLST04CV	0000	03:24:39	1120	IFX0106/JOB00221
IGG0196B	0000	03:24:39	1360	IFX0106/JOB00221
IEE3303D	0000	03:24:40	1680	IFX0106/JOB00221
BLSRFMOD	0000	03:24:40	5680	IFX0106/JOB00221
IEEVCPU	0000	03:24:40	15840	IFX0106/JOB00221
IGFCINIT	0000	03:24:41	960	IFX0106/JOB00221
IERRBK	0000	03:24:42	800	IFX0106/JOB00221
BLSRSAGQ	0000	03:24:30	640	IFX0107/JOB00222
HMASMDR1	0000	03:24:42	10640	IFX0107/JOB00222
IDCRILT	0000	03:24:42	880	IFX0107/JOB00222
IKJEFLGN	0000	03:24:43	7520	IFX0107/JOB00222
IGG019KU	0000	03:24:43	1600	IFX0107/JOB00222
HMBLKLPA	0000	03:24:43	1840	IFX0107/JOB00222
IEESN03D	0000	03:24:44	4800	IFX0107/JOB00222
IEFAB498	0000	03:24:44	1360	IFX0107/JOB00222
IEDQNK	0008	03:24:44	2480	IFX0107/JOB00222
IEAVTRTH	0008	03:24:45	2880	IFX0107/JOB00222
IFCS3033	0000	03:24:45	20480	IFX0107/JOB00222
ISDASUM0	0008	03:24:46	8800	IFX0107/JOB00222
IECTEDIT	0000	03:24:46	4240	IFX0107/JOB00222
IGG019FJ	0000	03:24:46	800	IFX0107/JOB00222
HMASMEFR	0000	03:24:46	2320	IFX0107/JOB00222
IERRCA	0000	03:24:47	1760	IFX0107/JOB00222
IGCFF10D	0008	03:24:47	2560	IFX0107/JOB00222
IFCEB165	0000	03:24:47	48080	IFX0107/JOB00222
IECVURSV	0000	03:24:49	1440	IFX0107/JOB00222
IEFAB4E9	0000	03:24:49	1440	IFX0107/JOB00222
IERRBO	0000	03:24:50	640	IFX0107/JOB00222
BLSRADD2	0000	03:24:50	480	IFX0107/JOB00222
IGG019CV	0000	03:24:50	1360	IFX0107/JOB00222
IGFDT2	0000	03:24:50	2800	IFX0107/JOB00222
IGG0202B	0000	03:24:51	1600	IFX0107/JOB00222
IKJEFE06	0000	03:27:34	4080	IFX0108/JOB00224
IDCIO05	0000	03:27:34	29600	IFX0108/JOB00224
IGCI310D	0008	03:27:35	1920	IFX0108/JOB00224
ICB2AIR	0000	03:27:35	960	IFX0108/JOB00224
IKJEBEIS	0000	03:27:36	2640	IFX0108/JOB00224
BLSRVPAS	0000	03:27:36	960	IFX0108/JOB00224
IERRCC	0000	03:27:36	3040	IFX0108/JOB00224
ISTNMCCO	0000	03:27:36	960	IFX0108/JOB00224
IEDAYM	0008	03:27:37	6800	IFX0108/JOB00224
IER8CM	0000	03:27:37	2560	IFX0108/JOB00224
IECVXTAT	0008	03:27:38	320	IFX0108/JOB00224
IEAVNPM3	0012	03:27:38	8800	IFX0108/JOB00224
IEDQNU	0008	03:27:39	2640	IFX0108/JOB00224
IGG019JR	0000	03:27:39	1440	IFX0108/JOB00224
IFOX0F	0000	03:27:39	1360	IFX0108/JOB00224
ISTNMC4P	0000	03:27:40	1600	IFX0108/JOB00224
IEFIIC	0000	03:27:40	1440	IFX0108/JOB00224
ICBVSL00	0000	03:27:40	14960	IFX0108/JOB00224
IRBMFRGM	0000	03:27:41	5760	IFX0108/JOB00224
ISTZCF0B	0000	03:27:42	2240	IFX0108/JOB00224
IKJEFF58	0000	03:27:42	560	IFX0108/JOB00224
IGC0008B	0008	03:27:42	3520	IFX0108/JOB00224
ISTDCC12	0000	03:27:43	3360	IFX0108/JOB00224
ISTZBFX0	0000	03:27:43	480	IFX0108/JOB00224
IKJEBEFI	0008	03:27:43	2560	IFX0108/JOB00224
BNGIRMOT	0000	03:27:34	17040	IFX0109/JOB00225
IFCSXXXE	0000	03:27:44	15520	IFX0109/JOB00225
IDCCDMP	0000	03:27:46	5280	IFX0109/JOB00225
IEAVEDR	0008	03:27:46	1280	IFX0109/JOB00225
ILRSWPDR	0000	03:27:46	1040	IFX0109/JOB00225
ICBVPR00	0000	03:27:47	3840	IFX0109/JOB00225
IEHDDUMP	0008	03:27:47	5520	IFX0109/JOB00225
ISTESC02	0000	03:27:48	400	IFX0109/JOB00225
IFCEXXX6	0000	03:27:48	12080	IFX0109/JOB00225
AMDSASIN	0000	03:27:49	3440	IFX0109/JOB00225
IKJEFA31	0000	03:27:49	3600	IFX0109/JOB00225
IDA019S4	0000	03:27:49	560	IFX0109/JOB00225
IEDQAC	0008	03:27:50	560	IFX0109/JOB00225
IGFTMCHK	0008	03:27:50	5280	IFX0109/JOB00225
IERAPB	0000	03:27:50	1440	IFX0109/JOB00225
AHLTSCN	0000	03:27:51	2480	IFX0109/JOB00225
IFDOLT61	0000	03:27:51	3120	IFX0109/JOB00225
IGG01920	0000	03:27:51	1840	IFX0109/JOB00225
IEAVDSEG	0000	03:27:51	640	IFX0109/JOB00225
IERAOE	0000	03:27:52	960	IFX0109/JOB00225
IEDQA2	0008	03:27:52	640	IFX0109/JOB00225
IFFAHA13	0012	03:27:52	2160	IFX0109/JOB00225
IGC0008E	0000	03:27:52	720	IFX0109/JOB00225
IEDLUS	0008	03:27:53	8480	IFX0109/JOB00225
AHLGTFI	0000	03:27:43	9440	IFX0110/JOB00226
IGE0001A	0000	03:27:54	1280	IFX0110/JOB00226
IFCSI155	0000	03:27:54	9040	IFX0110/JOB00226
IER8BO	0000	03:27:54	720	IFX0110/JOB00226
IEE4703D	0000	03:27:55	1440	IFX0110/JOB00226
IGG01934	0008	03:27:55	1200	IFX0110/JOB00226
IEDQAE	0008	03:27:55	640	IFX0110/JOB00226
IECVOTBL	0000	03:27:56	7040	IFX0110/JOB00226
BLSVASVT	0000	03:27:56	3040	IFX0110/JOB00226
BLSEMDPR	0000	03:27:56	9440	IFX0110/JOB00226
IEDQWAA	0008	03:27:57	800	IFX0110/JOB00226
IDA0192A	0000	03:27:57	14080	IFX0110/JOB00226
IEDQGP	0008	03:27:58	1280	IFX0110/JOB00226
ICKTSEX0	0000	03:27:58	1520	IFX0110/JOB00226
IFG0191Y	0008	03:27:59	2720	IFX0110/JOB00226
IGE0000E	0000	03:27:59	1040	IFX0110/JOB00226
IEFVINE	0000	03:27:59	1200	IFX0110/JOB00226
IFFACA03	0012	03:27:59	1120	IFX0110/JOB00226
IERRBT	0000	03:28:00	720	IFX0110/JOB00226
ISTSEC40	0000	03:28:00	880	IFX0110/JOB00226
BLSTU	0000	03:28:00	480	IFX0110/JOB00226
IEAVSQA	0008	03:28:00	2800	IFX0110/JOB00226
IEECVGCI	0000	03:28:01	1920	IFX0110/JOB00226
IEAVTSDL	0000	03:28:01	3760	IFX0110/JOB00226
ISTZRM01	0000	03:28:02	1200	IFX0110/JOB00226
IEDAYJ	0008	03:28:02	7120	IFX0111/JOB00227
IKJEBEAR	0000	03:28:03	240	IFX0111/JOB00227
IKJEFLB	0000	03:28:03	2800	IFX0111/JOB00227
ISDAPAD0	0008	03:28:03	3440	IFX0111/JOB00227
IGG1TN	0000	03:28:03	960	IFX0111/JOB00227
IGG0199G	0000	03:28:04	2080	IFX0111/JOB00227
ISTSDCCR	0000	03:28:04	640	IFX0111/JOB00227
ISTAPC35	0000	03:28:04	640	IFX0111/JOB00227
IEAVNP09	0012	03:28:05	1600	IFX0111/JOB00227
IRBMFRTR	0000	03:28:05	240	IFX0111/JOB00227
ISTZBMJA	0000	03:28:05	1200	IFX0111/JOB00227
IDCTSDL0	0000	03:28:05	1600	IFX0111/JOB00227
IGG0192S	0000	03:28:05	1600	IFX0111/JOB00227
IEDQWF1	0008	03:28:06	6480	IFX0111/JOB00227
ISTZLPV0	0000	03:28:07	320	IFX0111/JOB00227
IEAVNP1A	0012	03:28:07	15520	IFX0111/JOB00227
IECVXT2S	0012	03:28:07	640	IFX0111/JOB00227
IFDOLT54	0000	03:28:08	2960	IFX0111/JOB00227
BLSFLONE	0000	03:28:08	800	IFX0111/JOB00227
HMASMDRV	0000	03:28:08	26160	IFX0111/JOB00227
IHCGSP03	0012	03:28:09	2320	IFX0111/JOB00227
IEFDB450	0000	03:28:09	3760	IFX0111/JOB00227
BLSFERAS	0000	03:28:10	800	IFX0111/JOB00227
IKJEFA10	0000	03:28:10	6800	IFX0111/JOB00227
ISTINCVA	0000	03:28:02	13440	IFX0112/JOB00228
IEFATECB	0000	03:28:11	320	IFX0112/JOB00228
IDCCDSG	0000	03:28:11	320	IFX0112/JOB00228
ISTZBFOB	0000	03:28:11	960	IFX0112/JOB00228
IEFAB4F3	0000	03:28:12	1040	IFX0112/JOB00228
IGC1406F	0000	03:28:12	1200	IFX0112/JOB00228
IGG019VG	0000	03:28:12	1280	IFX0112/JOB00228
IEAVMSGS	0000	03:28:12	1040	IFX0112/JOB00228
IGG019FB	0000	03:28:13	560	IFX0112/JOB00228
ISTDCC30	0000	03:28:13	1920	IFX0112/JOB00228
IEDQ17	0000	03:28:13	1040	IFX0112/JOB00228
IEAVPREF	0008	03:28:13	2160	IFX0112/JOB00228
IKJEBELT	0000	03:28:14	2720	IFX0112/JOB00228
IGC0S05B	0000	03:28:14	3280	IFX0112/JOB00228
IEDQBE	0008	03:28:15	640	IFX0112/JOB00228
AHLTFOR	0000	03:28:16	5440	IFX0112/JOB00228
IEAVSWPC	0008	03:28:16	1040	IFX0112/JOB00228
IGC0Q05B	0000	03:28:16	1040	IFX0112/JOB00228
ISTZIFWB	0000	03:28:17	1360	IFX0112/JOB00228
IEDTEDIT	0000	03:28:17	4240	IFX0112/JOB00228
IDA0A05B	0000	03:28:17	12720	IFX0112/JOB00228
ISTZBFFA	0000	03:28:18	2160	IFX0112/JOB00228
ISTINCE0	0000	03:28:18	1680	IFX0112/JOB00228
IEHMVESI	0000	03:28:18	2080	IFX0112/JOB00228
IGG019C2	0000	03:28:19	1760	IFX0112/JOB00228
IEDQWI8	0008	03:28:10	1520	IFX0113/JOB00229
IERRGA	0000	03:28:19	320	IFX0113/JOB00229
AHLSBLOK	0000	03:28:20	1680	IFX0113/JOB00229
IEFNB9CT	0000	03:28:20	560	IFX0113/JOB00229
IEFJREAD	0000	03:28:20	640	IFX0113/JOB00229
ICGDSS99	0000	03:28:20	2000	IFX0113/JOB00229
IKJEFF07	0000	03:28:21	2800	IFX0113/JOB00229
AMDSAGTM	0000	03:28:21	720	IFX0113/JOB00229
IEAVEMIN	0000	03:28:21	1600	IFX0113/JOB00229
IKJEFT08	0000	03:28:21	6720	IFX0113/JOB00229
IEDQE8	0008	03:28:22	400	IFX0113/JOB00229
IKJEHDEF	0000	03:28:22	6000	IFX0113/JOB00229
IEFBB412	0000	03:28:23	1120	IFX0113/JOB00229
IEBISCAN	0000	03:28:23	11760	IFX0113/JOB00229
IGCD910D	0008	03:28:23	1760	IFX0113/JOB00229
ISTINCW0	0000	03:28:24	1840	IFX0113/JOB00229
IGG032I2	0008	03:28:24	1840	IFX0113/JOB00229
IGG019CH	0000	03:28:25	400	IFX0113/JOB00229
IKJEGSYM	0000	03:28:25	9200	IFX0113/JOB00229
IFDOLT05	0000	03:28:26	1200	IFX0113/JOB00229
ISTSQC0A	0000	03:28:27	960	IFX0113/JOB00229
IEFVHE	0000	03:28:27	1520	IFX0113/JOB00229
IEE0803D	0000	03:28:27	2080	IFX0113/JOB00229
ISTZIF0B	0000	03:28:28	5040	IFX0113/JOB00229
IGCC010D	0008	03:28:28	1680	IFX0113/JOB00229
IEEMB810	0000	03:31:07	2000	IFX0114/JOB00231
IFG0555B	0000	03:31:07	1840	IFX0114/JOB00231
BLSUTRMN	0000	03:31:09	880	IFX0114/JOB00231
IFDOLT12	0000	03:31:09	3520	IFX0114/JOB00231
IGC0005D	0000	03:31:09	960	IFX0114/JOB00231
IEDSCLU	0008	03:31:10	4880	IFX0114/JOB00231
IHJQRS23	0000	03:31:10	1200	IFX0114/JOB00231
IFG0232M	0000	03:31:10	2480	IFX0114/JOB00231
IEAVNP05	0012	03:31:11	22080	IFX0114/JOB00231
IGG019R4	0008	03:31:12	3040	IFX0114/JOB00231
IGFRWAC	0000	03:31:13	400	IFX0114/JOB00231
IERAGB	0000	03:31:13	1040	IFX0114/JOB00231
IGG0191V	0000	03:31:13	1520	IFX0114/JOB00231
IKJEBEPS	0000	03:31:14	400	IFX0114/JOB00231
IERAOT	0000	03:31:14	640	IFX0114/JOB00231
IKJEFD36	0000	03:31:14	2080	IFX0114/JOB00231
IGE0504A	0000	03:31:15	1440	IFX0114/JOB00231
IKTCAS22	0000	03:31:15	880	IFX0114/JOB00231
IEEMB828	0000	03:31:15	720	IFX0114/JOB00231
IFDOLT35	0000	03:31:15	2720	IFX0114/JOB00231
IFG0196K	0000	03:31:16	1280	IFX0114/JOB00231
ISTINCD2	0000	03:31:17	960	IFX0114/JOB00231
HMASMCMP	0000	03:31:17	1920	IFX0114/JOB00231
IDCMV01	0000	03:31:17	19680	IFX0114/JOB00231
BLSUSTAI	0000	03:31:18	880	IFX0114/JOB00231
AMDPRNUC	0000	03:31:07	3600	IFX0115/JOB00232
IGC1206F	0000	03:31:18	480	IFX0115/JOB00232
IGC0001I	0000	03:31:18	2880	IFX0115/JOB00232
IKJEFF02	0000	03:31:20	7520	IFX0115/JOB00232
IGCAT10D	0008	03:31:20	2800	IFX0115/JOB00232
IEDQAQ	0008	03:31:20	480	IFX0115/JOB00232
IEDQNA2	0008	03:31:20	1360	IFX0115/JOB00232
IGG0CLBF	0000	03:31:21	1200	IFX0115/JOB00232
IGC0905I	0000	03:31:21	2800	IFX0115/JOB00232
BLSRESSA	0000	03:31:21	480	IFX0115/JOB00232
AMDPRUIM	0000	03:31:22	5200	IFX0115/JOB00232
IEHDASDS	0008	03:31:22	6800	IFX0115/JOB00232
IDCTSLR0	0000	03:31:23	1760	IFX0115/JOB00232
IEDAYAB	0008	03:31:23	320	IFX0115/JOB00232
IGE0000I	0000	03:31:23	6080	IFX0115/JOB00232
IEAVBLDP	0008	03:31:24	1200	IFX0115/JOB00232
IFFAHA07	0012	03:31:24	2480	IFX0115/JOB00232
BLSRESGC	0000	03:31:24	960	IFX0115/JOB00232
ISDADCS1	0008	03:31:24	7200	IFX0115/JOB00232
HEWLDIOC	0000	03:31:25	8160	IFX0115/JOB00232
IDCMP01	0000	03:31:25	32000	IFX0115/JOB00232
IERROQ	0000	03:31:26	2560	IFX0115/JOB00232
IDCRD04	0000	03:31:26	9760	IFX0115/JOB00232
HMASMMPE	0008	03:31:27	24560	IFX0115/JOB00232
IDCRR01	0000	03:31:28	6480	IFX0115/JOB00232
ISTSC028	0000	03:31:18	560	IFX0116/JOB00233
IDDWIJRN	0000	03:31:28	2880	IFX0116/JOB00233
ICGDSA05	0000	03:31:28	3520	IFX0116/JOB00233
IEFIRECM	0000	03:31:29	1760	IFX0116/JOB00233
ISTZDFXR	0000	03:31:29	560	IFX0116/JOB00233
IGG09301	0000	03:31:29	1920	IFX0116/JOB00233
IKTVTPUT	0000	03:31:30	2160	IFX0116/JOB00233
IFCRFLO1	0000	03:31:30	20480	IFX0116/JOB00233
IFOX0E	0000	03:31:31	880	IFX0116/JOB00233
IEHDAOUT	0000	03:31:31	1440	IFX0116/JOB00233
IGFDI1	0000	03:31:32	2800	IFX0116/JOB00233
IERAOX	0000	03:31:32	320	IFX0116/JOB00233
IGG019M0	0000	03:31:32	560	IFX0116/JOB00233
ICBVQM00	0000	03:31:32	5760	IFX0116/JOB00233
IEDQWI9	0008	03:31:33	3440	IFX0116/JOB00233
IERRDI	0000	03:31:33	400	IFX0116/JOB00233
ISTZBFBB	0000	03:31:33	1920	IFX0116/JOB00233
IECTLOPN	0000	03:31:34	1280	IFX0116/JOB00233
HMASMCIL	0000	03:31:34	4720	IFX0116/JOB00233
IEAVXDOM	0000	03:31:34	2000	IFX0116/JOB00233
IFG0200Y	0000	03:31:35	2800	IFX0116/JOB00233
IGG019EM	0000	03:31:35	240	IFX0116/JOB00233
BNGIPCBX	0000	03:31:36	240	IFX0116/JOB00233
IEFAB481	0000	03:31:36	960	IFX0116/JOB00233
IGC00030	0000	03:31:36	2560	IFX0116/JOB00233
IFFACA07	0012	03:31:28	1440	IFX0117/JOB00234
IEDQKD	0008	03:31:37	3120	IFX0117/JOB00234
ISTINCL4	0000	03:31:38	2640	IFX0117/JOB00234
IKJEFF01	0000	03:31:38	1200	IFX0117/JOB00234
IEDQBV	0008	03:31:38	1200	IFX0117/JOB00234
IKJEBERU	0000	03:31:39	7520	IFX0117/JOB00234
IEAVNIPX	0012	03:31:39	6560	IFX0117/JOB00234
ISTZIFLB	0000	03:31:40	1760	IFX0117/JOB00234
HMBLKXRF	0000	03:31:40	15200	IFX0117/JOB00234
IEDQWK	0008	03:31:41	1760	IFX0117/JOB00234
IEAVADUS	0000	03:31:41	320	IFX0117/JOB00234
IKJEFA13	0000	03:31:41	5520	IFX0117/JOB00234
ISTSDCD3	0000	03:31:42	1680	IFX0117/JOB00234
IEAVTSIG	0000	03:31:42	480	IFX0117/JOB00234
IERRDR	0000	03:31:42	1200	IFX0117/JOB00234
ISTIC003	0000	03:31:42	3520	IFX0117/JOB00234
ISTINCRS	0000	03:31:43	1120	IFX0117/JOB00234
ISTZLFV0	0000	03:31:43	640	IFX0117/JOB00234
IEAVGTCL	0000	03:31:43	720	IFX0117/JOB00234
IEAVVRP2	0000	03:31:43	3120	IFX0117/JOB00234
IGG019DB	0000	03:31:44	1440	IFX0117/JOB00234
IEAVTJBN	0000	03:31:44	1600	IFX0117/JOB00234
IGE0604A	0000	03:31:44	640	IFX0117/JOB00234
AMDSYS06	0000	03:31:45	1440	IFX0117/JOB00234
IEAVTSDX	0008	03:31:45	10800	IFX0117/JOB00234
IEDRQIN	0008	03:31:37	5680	IFX0118/JOB00235
IEFAB430	0000	03:31:46	2400	IFX0118/JOB00235
IKJEFA11	0000	03:31:46	2640	IFX0118/JOB00235
IFNX4M	0000	03:31:46	5200	IFX0118/JOB00235
IEFBB414	0004	03:31:47	2160	IFX0118/JOB00235
ISTAICIR	0000	03:31:47	3760	IFX0118/JOB00235
ISTSC02B	0000	03:31:48	800	IFX0118/JOB00235
IEAVCSEG	0008	03:31:48	1760	IFX0118/JOB00235
ISTSEC21	0000	03:31:49	2320	IFX0118/JOB00235
IEDSCPSS	0008	03:31:49	640	IFX0118/JOB00235
ISTINCMR	0000	03:31:49	1120	IFX0118/JOB00235
IDCCDEC	0000	03:31:49	560	IFX0118/JOB00235
IGG0325E	0008	03:31:49	1760	IFX0118/JOB00235
IEAXPSIM	0000	03:31:50	320	IFX0118/JOB00235
IGC0010E	0000	03:31:50	1440	IFX0118/JOB00235
IGG019AB	0000	03:31:51	400	IFX0118/JOB00235
IGG0193Q	0000	03:31:51	2080	IFX0118/JOB00235
IGC0002B	0000	03:31:52	5120	IFX0118/JOB00235
HMASMTL2	0000	03:31:53	7440	IFX0118/JOB00235
HMASMTM4	0000	03:31:54	6000	IFX0118/JOB00235
IGG019MI	0000	03:31:54	480	IFX0118/JOB00235
HMASMMDR	0000	03:31:54	9120	IFX0118/JOB00235
IGG02035	0008	03:31:55	960	IFX0118/JOB00235
IFOX0G	0000	03:31:55	1200	IFX0118/JOB00235
IGG019AR	0000	03:31:56	560	IFX0118/JOB00235
HMASMTR1	0000	03:31:46	2640	IFX0119/JOB00236
ISTOCCSL	0000	03:31:57	560	IFX0119/JOB00236
IEFBB4M1	0000	03:31:57	560	IFX0119/JOB00236
IDA0192F	0000	03:31:57	11520	IFX0119/JOB00236
IEAVEEE2	0008	03:31:57	640	IFX0119/JOB00236
IFDMSG33	0000	03:31:58	1120	IFX0119/JOB00236
IEFAB493	0000	03:31:58	1840	IFX0119/JOB00236
IASXWR00	0000	03:31:58	800	IFX0119/JOB00236
AMDSAPGI	0000	03:31:59	1840	IFX0119/JOB00236
IEAVAX00	0000	03:32:00	3360	IFX0119/JOB00236
IGC0606H	0000	03:32:00	1600	IFX0119/JOB00236
IEAQWAIT	0000	03:32:00	400	IFX0119/JOB00236
IGC0006F	0000	03:32:01	1520	IFX0119/JOB00236
BLSEADPR	0000	03:32:01	10720	IFX0119/JOB00236
IGG0197M	0000	03:32:02	720	IFX0119/JOB00236
ISTSDCP1	0000	03:32:02	640	IFX0119/JOB00236
HMASMTPA	0000	03:32:02	15600	IFX0119/JOB00236
BLSFPARS	0000	03:32:03	2400	IFX0119/JOB00236
IFG0553H	0000	03:32:03	960	IFX0119/JOB00236
BLSRADDR	0000	03:32:04	1520	IFX0119/JOB00236
ISTINCQB	0000	03:32:04	1920	IFX0119/JOB00236
IFG0554L	0000	03:32:05	2480	IFX0119/JOB00236
IGG019KJ	0000	03:32:05	5840	IFX0119/JOB00236
IFCSXXX1	0000	03:32:06	11200	IFX0119/JOB00236
IGG0CLBG	0000	03:32:07	6800	IFX0119/JOB00236
IHJACP01	0000	03:34:41	1840	IFX0120/JOB00238
IEDAYZZ	0012	03:34:42	320	IFX0120/JOB00238
IGE0504H	0008	03:34:43	1920	IFX0120/JOB00238
ISTORMRL	0000	03:34:43	800	IFX0120/JOB00238
ICFBDF00	0000	03:34:44	7760	IFX0120/JOB00238
AMDSAMDM	0000	03:34:44	2800	IFX0120/JOB00238
IDCTP01	0000	03:34:44	14080	IFX0120/JOB00238
IFG0196M	0000	03:34:45	2080	IFX0120/JOB00238
IEAVESVC	0008	03:34:46	2960	IFX0120/JOB00238
IEDSCPDS	0008	03:34:46	640	IFX0120/JOB00238
IEAVAD01	0000	03:34:46	11760	IFX0120/JOB00238
IGE0010A	0000	03:34:47	1360	IFX0120/JOB00238
BLSUPRCL	0000	03:34:48	560	IFX0120/JOB00238
IKJCT469	0000	03:34:48	6480	IFX0120/JOB00238
IGE0104G	0008	03:34:48	1600	IFX0120/JOB00238
BLSRDUOP	0000	03:34:49	2320	IFX0120/JOB00238
IEDQAY	0008	03:34:49	1440	IFX0120/JOB00238
IFG0202E	0000	03:34:49	2080	IFX0120/JOB00238
IDCDU01	0000	03:34:50	21840	IFX0120/JOB00238
IEE5103D	0000	03:34:51	2240	IFX0120/JOB00238
IFFANA	0000	03:34:51	1200	IFX0120/JOB00238
ISTINCV3	0000	03:34:52	1520	IFX0120/JOB00238
IKJEBEDC	0000	03:34:52	1600	IFX0120/JOB00238
IEFBB4M2	0000	03:34:52	3120	IFX0120/JOB00238
IEFAB4F0	0000	03:34:52	1600	IFX0120/JOB00238
BLSRACCL	0000	03:34:42	1040	IFX0121/JOB00239
IDCTSCV0	0000	03:34:53	1520	IFX0121/JOB00239
IEE10110	0000	03:34:53	1920	IFX0121/JOB00239
IGG019FS	0000	03:34:53	1600	IFX0121/JOB00239
ISTZBFNE	0000	03:34:54	1040	IFX0121/JOB00239
IEFTB722	0000	03:34:54	5040	IFX0121/JOB00239
IEDQNT	0008	03:34:55	1760	IFX0121/JOB00239
HMBLKOBJ	0000	03:34:55	6160	IFX0121/JOB00239
ICGDSB16	0000	03:34:55	1360	IFX0121/JOB00239
BLSVASCB	0000	03:34:56	5040	IFX0121/JOB00239
IEHDVTOC	0008	03:34:56	5120	IFX0121/JOB00239
IGG019LE	0000	03:34:56	1360	IFX0121/JOB00239
IKT0009C	0000	03:34:57	1280	IFX0121/JOB00239
IEFAB438	0000	03:34:57	480	IFX0121/JOB00239
IGG0940D	0000	03:34:57	320	IFX0121/JOB00239
