module	ifox_rc	start	deck_bytes	job
ISTZDMMB	0000	02:31:12	960	IFX0017/JOB00105
IFG0195G	0000	02:31:12	640	IFX0017/JOB00105
ISTZAF1B	0000	02:31:13	2800	IFX0017/JOB00105
IGG019JG	0000	02:31:13	880	IFX0017/JOB00105
IEFAB478	0000	02:31:14	5040	IFX0017/JOB00105
IGFCIC	0000	02:31:14	720	IFX0017/JOB00105
HMASMCPI	0000	02:31:14	8480	IFX0017/JOB00105
IFG0199I	0000	02:31:15	880	IFX0017/JOB00105
IDAIIPM2	0000	02:31:15	2800	IFX0017/JOB00105
IGG09409	0000	02:31:15	480	IFX0017/JOB00105
IFFAGA05	0012	02:31:15	1040	IFX0017/JOB00105
IECVRRSV	0000	02:31:16	4640	IFX0017/JOB00105
IGG01994	0000	02:31:16	1040	IFX0017/JOB00105
ISTINCRD	0000	02:31:17	4800	IFX0017/JOB00105
ICKDV01	0000	02:31:17	6000	IFX0017/JOB00105
IFFCAN01	0000	02:31:18	4160	IFX0017/JOB00105
IDCTSLD0	0000	02:31:18	6560	IFX0017/JOB00105
IEDQGA	0008	02:31:18	4400	IFX0017/JOB00105
ICKIT01	0000	02:31:19	21600	IFX0017/JOB00105
ISTZGFAB	0000	02:31:19	960	IFX0017/JOB00105
IEAVTADR	0000	02:31:19	1040	IFX0017/JOB00105
ISTINCF3	0000	02:33:53	3680	IFX0018/JOB00107
ILRFMTCV	0000	02:33:53	13920	IFX0018/JOB00107
ISTNMC7S	0000	02:33:54	2480	IFX0018/JOB00107
IDCRD06	0000	02:33:54	21200	IFX0018/JOB00107
IGG0325H	0008	02:33:55	1840	IFX0018/JOB00107
IEDQNM	0008	02:33:55	880	IFX0018/JOB00107
IKJEGMNL	0008	02:33:56	8880	IFX0018/JOB00107
IGG01937	0008	02:33:57	1360	IFX0018/JOB00107
BLSRVSLD	0000	02:33:57	3280	IFX0018/JOB00107
IGCML10D	0008	02:33:57	1120	IFX0018/JOB00107
IKJEFT06	0000	02:33:58	4400	IFX0018/JOB00107
IEBTCR04	0000	02:33:58	4480	IFX0018/JOB00107
IEFNB9IR	0000	02:33:58	1280	IFX0018/JOB00107
ICBTMSS0	0000	02:33:59	1520	IFX0018/JOB00107
BLSFSD00	0000	02:33:59	960	IFX0018/JOB00107
IFG0199B	0000	02:33:59	2080	IFX0018/JOB00107
AMDSAAUD	0000	02:34:00	2080	IFX0018/JOB00107
IDCRI02	0000	02:34:00	2880	IFX0018/JOB00107
AMDUSRFE	0000	02:34:00	2640	IFX0018/JOB00107
IEDQAI	0008	02:34:00	1280	IFX0018/JOB00107
ISTSDCP2	0000	02:34:00	640	IFX0018/JOB00107
ISDAPRT0	0008	02:34:00	2000	IFX0018/JOB00107
IEFJSREQ	0000	02:34:01	960	IFX0018/JOB00107
IGG019G7	0000	02:34:01	5840	IFX0018/JOB00107
IEDPCOUT	0008	02:34:01	960	IFX0018/JOB00107
BLSRMSGA	0000	02:33:53	1040	IFX0019/JOB00108
ISTINCW3	0000	02:34:02	1760	IFX0019/JOB00108
IGFPEXIT	0000	02:34:02	1120	IFX0019/JOB00108
IFCEMER5	0000	02:34:02	8800	IFX0019/JOB00108
IGC0207A	0000	02:34:03	2160	IFX0019/JOB00108
IGC0012F	0000	02:34:04	11840	IFX0019/JOB00108
IRBMFDSP	0000	02:34:04	240	IFX0019/JOB00108
IFNX3K	0000	02:34:04	3360	IFX0019/JOB00108
IGCN010D	0000	02:34:06	1840	IFX0019/JOB00108
IGCDB10D	0008	02:34:06	1120	IFX0019/JOB00108
IEE1603D	0000	02:34:06	2080	IFX0019/JOB00108
IGG019V6	0000	02:34:07	3600	IFX0019/JOB00108
IGX00014	0000	02:34:07	2800	IFX0019/JOB00108
IFOX0H	0000	02:34:08	1760	IFX0019/JOB00108
IGC0F06F	0000	02:34:08	1600	IFX0019/JOB00108
ISTINCX1	0000	02:34:08	1920	IFX0019/JOB00108
ISTZDFKB	0000	02:34:09	1600	IFX0019/JOB00108
IGG019C0	0000	02:34:09	560	IFX0019/JOB00108
IEAVTRML	0000	02:34:09	240	IFX0019/JOB00108
IEDQKC	0008	02:34:09	5760	IFX0019/JOB00108
IFG0232Z	0000	02:34:10	2400	IFX0019/JOB00108
IGG0201D	0000	02:34:11	1040	IFX0019/JOB00108
IGE0204G	0008	02:34:12	1440	IFX0019/JOB00108
IEFAB441	0000	02:34:12	3840	IFX0019/JOB00108
IEHMVMSY	0000	02:34:12	2480	IFX0019/JOB00108
IEECVFTP	0000	02:34:02	1600	IFX0020/JOB00109
IGG0196K	0000	02:34:13	1600	IFX0020/JOB00109
ISTINCQE	0000	02:34:14	2000	IFX0020/JOB00109
IEDQWJ2	0008	02:34:14	6160	IFX0020/JOB00109
IKJEFTNS	0000	02:34:15	400	IFX0020/JOB00109
IEDNCU2	0008	02:34:15	4240	IFX0020/JOB00109
ISTTC037	0000	02:34:15	5760	IFX0020/JOB00109
BLSFSCRT	0000	02:34:15	3920	IFX0020/JOB00109
IGG0197N	0000	02:34:15	2160	IFX0020/JOB00109
AMDSAAMR	0000	02:34:16	2000	IFX0020/JOB00109
IGG0553C	0008	02:34:16	2080	IFX0020/JOB00109
IRBMFECH	0000	02:34:17	1440	IFX0020/JOB00109
AMDPRFMT	0000	02:34:17	1360	IFX0020/JOB00109
IFCT2305	0000	02:34:18	4640	IFX0020/JOB00109
IEDQAS	0008	02:34:18	3040	IFX0020/JOB00109
IFDMSG05	0000	02:34:18	400	IFX0020/JOB00109
IFCEAXXX	0000	02:34:18	22800	IFX0020/JOB00109
BLSRSETD	0000	02:34:19	5840	IFX0020/JOB00109
IGG0192Z	0000	02:34:20	1200	IFX0020/JOB00109
IGG019RZ	0000	02:34:21	320	IFX0020/JOB00109
IFG0551R	0000	02:34:21	2640	IFX0020/JOB00109
BLSUPUTV	0000	02:34:22	800	IFX0020/JOB00109
IKJEFF57	0000	02:34:22	1760	IFX0020/JOB00109
IGG019T8	0000	02:34:22	480	IFX0020/JOB00109
IFHSTATR	0000	02:34:13	4160	IFX0021/JOB00110
IER9ON	0000	02:34:23	1040	IFX0021/JOB00110
ISTOCCCM	0000	02:34:23	1520	IFX0021/JOB00110
IEDQA8	0008	02:34:23	720	IFX0021/JOB00110
IERABE	0000	02:34:24	320	IFX0021/JOB00110
BLSFUD00	0000	02:34:24	2720	IFX0021/JOB00110
IGG019CY	0000	02:34:24	800	IFX0021/JOB00110
IEAVVWTO	0000	02:34:25	8240	IFX0021/JOB00110
IEHPROG4	0000	02:34:25	1600	IFX0021/JOB00110
IERRDC	0000	02:34:26	640	IFX0021/JOB00110
BLSELPCT	0000	02:34:26	2240	IFX0021/JOB00110
AMDPRLOD	0000	02:34:26	5680	IFX0021/JOB00110
IEAVEED0	0008	02:34:26	2320	IFX0021/JOB00110
IHJQRS20	0000	02:34:27	1600	IFX0021/JOB00110
IGG1QN	0000	02:34:28	960	IFX0021/JOB00110
LOADGO	0000	02:34:28	320	IFX0021/JOB00110
IRBMFRDR	0000	02:34:28	4720	IFX0021/JOB00110
IEE0703D	0000	02:34:28	1840	IFX0021/JOB00110
IERROH	0000	02:34:29	1440	IFX0021/JOB00110
IDDWICPI	0000	02:34:29	6080	IFX0021/JOB00110
IKJEFH03	0000	02:34:29	960	IFX0021/JOB00110
ICKTSAN0	0000	02:34:29	6720	IFX0021/JOB00110
IGG019KW	0000	02:34:30	800	IFX0021/JOB00110
IKJEGWHR	0000	02:34:30	5440	IFX0021/JOB00110
BNGILOCL	0000	02:34:31	9760	IFX0021/JOB00110
IHJARS01	0000	02:34:22	1280	IFX0022/JOB00111
ISTZIFJB	0000	02:34:31	480	IFX0022/JOB00111
ICKWL01	0000	02:34:31	2240	IFX0022/JOB00111
IGG01991	0000	02:34:32	1280	IFX0022/JOB00111
IGE0804H	0000	02:34:32	240	IFX0022/JOB00111
IDCDB01	0000	02:34:32	2160	IFX0022/JOB00111
IAPBLDIO	0000	02:34:33	8960	IFX0022/JOB00111
IEAVPRSB	0008	02:34:33	1680	IFX0022/JOB00111
IFCEREP1	0000	02:34:33	4720	IFX0022/JOB00111
IEDFSSTB	0000	02:34:33	1360	IFX0022/JOB00111
ILRTMRLG	0000	02:34:33	2880	IFX0022/JOB00111
IKT0940F	0000	02:34:34	2400	IFX0022/JOB00111
IDCCDLC	0000	02:34:34	3280	IFX0022/JOB00111
ISTINCF9	0000	02:34:35	1040	IFX0022/JOB00111
IGG0202K	0000	02:34:35	1520	IFX0022/JOB00111
ISTZKFBN	0000	02:34:35	640	IFX0022/JOB00111
IGG08112	0000	02:34:36	3840	IFX0022/JOB00111
IEDQWR	0008	02:34:36	1920	IFX0022/JOB00111
BNGIREAD	0000	02:34:36	800	IFX0022/JOB00111
IEDNLT	0008	02:34:36	1440	IFX0022/JOB00111
IKTCAS53	0000	02:34:37	1520	IFX0022/JOB00111
IGC0606F	0000	02:34:37	960	IFX0022/JOB00111
BLSFCONF	0000	02:34:37	880	IFX0022/JOB00111
IFCEXXXE	0000	02:34:37	13280	IFX0022/JOB00111
ISTZGF0A	0000	02:34:38	7520	IFX0022/JOB00111
ICKCDTR	0000	02:34:31	1120	IFX0023/JOB00112
IGCZ010D	0008	02:34:38	2720	IFX0023/JOB00112
IDA0192B	0000	02:34:39	9840	IFX0023/JOB00112
IEFSD263	0008	02:34:39	3760	IFX0023/JOB00112
IGG019BV	0000	02:34:40	800	IFX0023/JOB00112
IGG01945	0008	02:34:40	1040	IFX0023/JOB00112
IGG0199O	0000	02:34:41	1440	IFX0023/JOB00112
IGG019RQ	0008	02:34:41	400	IFX0023/JOB00112
IFFAGA03	0012	02:34:42	880	IFX0023/JOB00112
IGE0104A	0000	02:34:42	1120	IFX0023/JOB00112
IKJEFLF	0000	02:34:42	640	IFX0023/JOB00112
LETRRIP	0000	02:34:42	96640	IFX0023/JOB00112
IGG0192A	0000	02:34:43	1920	IFX0023/JOB00112
IFCS2870	0000	02:34:44	17520	IFX0023/JOB00112
IDAOCEA2	0000	02:34:45	3600	IFX0023/JOB00112
ISTZIFSG	0000	02:34:45	1680	IFX0023/JOB00112
IERAOB	0000	02:34:45	960	IFX0023/JOB00112
IGG0195G	0000	02:34:45	1280	IFX0023/JOB00112
IGG0325U	0008	02:34:46	1440	IFX0023/JOB00112
IGG0196L	0000	02:34:46	1280	IFX0023/JOB00112
HMASMULI	0000	02:34:47	1600	IFX0023/JOB00112
IFG0232J	0000	02:34:47	1920	IFX0023/JOB00112
IGG019MW	0000	02:34:48	480	IFX0023/JOB00112
IEAVTSDH	0000	02:34:48	4800	IFX0023/JOB00112
IGG019MV	0000	02:34:49	560	IFX0023/JOB00112
IEE0603D	0008	02:37:10	2080	IFX0024/JOB00114
IRARMERR	0008	02:37:10	3440	IFX0024/JOB00114
IFDOLT18	0000	02:37:11	6000	IFX0024/JOB00114
IKJEFP40	0000	02:37:12	3280	IFX0024/JOB00114
IKJCT470	0000	02:37:12	1440	IFX0024/JOB00114
IERABF	0000	02:37:12	1760	IFX0024/JOB00114
IGG0192N	0000	02:37:12	1280	IFX0024/JOB00114
IFDOLT53	0000	02:37:13	1600	IFX0024/JOB00114
IERRC2	0000	02:37:13	880	IFX0024/JOB00114
IGE0304G	0008	02:37:13	800	IFX0024/JOB00114
IGG019G1	0000	02:37:13	3920	IFX0024/JOB00114
ISDASUM1	0008	02:37:14	5040	IFX0024/JOB00114
IGG019PA	0000	02:37:14	1040	IFX0024/JOB00114
IGG019BT	0000	02:37:14	480	IFX0024/JOB00114
IERAPO	0000	02:37:14	1040	IFX0024/JOB00114
IKJEBEUP	0008	02:37:15	1600	IFX0024/JOB00114
IGE0660A	0000	02:37:15	1600	IFX0024/JOB00114
IKJEFF51	0000	02:37:15	2160	IFX0024/JOB00114
ICKRL01	0000	02:37:16	1600	IFX0024/JOB00114
IKJEBEIA	0008	02:37:16	4400	IFX0024/JOB00114
IEDAY3	0000	02:37:16	480	IFX0024/JOB00114
IEFVGS	0000	02:37:16	1840	IFX0024/JOB00114
IECIOFT1	0000	02:37:16	5360	IFX0024/JOB00114
HEWLFENT	0000	02:37:17	1200	IFX0024/JOB00114
IDCCDBI	0000	02:37:17	2160	IFX0024/JOB00114
ISTOCMDC	0000	02:37:10	480	IFX0025/JOB00115
IEAVEVT0	0008	02:37:17	2480	IFX0025/JOB00115
IEDQBG	0008	02:37:18	720	IFX0025/JOB00115
BLSSPVT	0000	02:37:18	960	IFX0025/JOB00115
IFG0551L	0000	02:37:19	3600	IFX0025/JOB00115
IERRBP	0000	02:37:20	320	IFX0025/JOB00115
BLSSLPDE	0000	02:37:20	1760	IFX0025/JOB00115
IERABW	0000	02:37:20	480	IFX0025/JOB00115
BLSDTIME	0000	02:37:20	1760	IFX0025/JOB00115
ISTRCC54	0000	02:37:20	880	IFX0025/JOB00115
IKJCT460	0000	02:37:21	1920	IFX0025/JOB00115
ISTSDCDS	0000	02:37:21	560	IFX0025/JOB00115
IEFAB471	0000	02:37:21	5520	IFX0025/JOB00115
BLSUVSEN	0000	02:37:21	560	IFX0025/JOB00115
BLSTU4	0000	02:37:22	2160	IFX0025/JOB00115
IERROU	0000	02:37:22	1680	IFX0025/JOB00115
ISTNMC4S	0000	02:37:22	1200	IFX0025/JOB00115
IDCRS05	0000	02:37:22	25600	IFX0025/JOB00115
IEAVTMRM	0000	02:37:23	880	IFX0025/JOB00115
IERAOO	0000	02:37:23	400	IFX0025/JOB00115
IERRCV	0000	02:37:23	2480	IFX0025/JOB00115
IFG0202I	0000	02:37:24	2240	IFX0025/JOB00115
ICBVMG00	0000	02:37:24	13200	IFX0025/JOB00115
IEEMB826	0000	02:37:25	400	IFX0025/JOB00115
IGG01916	0000	02:37:17	1120	IFX0026/JOB00116
ISTINCSM	0000	02:37:26	2560	IFX0026/JOB00116
IEAVTSLS	0000	02:37:26	5200	IFX0026/JOB00116
IDCRC01	0000	02:37:26	20160	IFX0026/JOB00116
IKJEGSRH	0000	02:37:26	1840	IFX0026/JOB00116
IFCSXXX0	0000	02:37:27	10800	IFX0026/JOB00116
IGE0004C	0000	02:37:28	2080	IFX0026/JOB00116
IFFAFA15	0012	02:37:29	1920	IFX0026/JOB00116
IDCCDNC	0000	02:37:29	800	IFX0026/JOB00116
IGG019RU	0000	02:37:29	320	IFX0026/JOB00116
IFFAHA16	0000	02:37:29	6080	IFX0026/JOB00116
IEFSD87M	0000	02:37:29	320	IFX0026/JOB00116
IFG0194A	0000	02:37:29	7280	IFX0026/JOB00116
IEDAYD	0008	02:37:30	400	IFX0026/JOB00116
AMDPRGCD	0000	02:37:31	29280	IFX0026/JOB00116
IGG019UP	0000	02:37:32	880	IFX0026/JOB00116
IEDQWAJ	0008	02:37:33	2480	IFX0026/JOB00116
IFCEE165	0000	02:37:33	35520	IFX0026/JOB00116
ISTNMC8P	0000	02:37:35	560	IFX0026/JOB00116
IGG0CLBA	0000	02:37:35	4960	IFX0026/JOB00116
IEHMVSSZ	0000	02:37:35	3440	IFX0026/JOB00116
IFG0194F	0000	02:37:36	7200	IFX0026/JOB00116
ISTINCOS	0000	02:37:37	3920	IFX0026/JOB00116
ILRSLOTC	0000	02:37:38	320	IFX0026/JOB00116
IEDQ14	0000	02:37:38	1040	IFX0026/JOB00116
IGG0325G	0008	02:37:25	1920	IFX0027/JOB00117
IEFAB4F7	0000	02:37:39	1760	IFX0027/JOB00117
IERRMC	0000	02:37:39	640	IFX0027/JOB00117
IFG0552V	0000	02:37:39	1760	IFX0027/JOB00117
IECVXDRT	0012	02:37:40	400	IFX0027/JOB00117
IGG019JL	0000	02:37:40	800	IFX0027/JOB00117
BNGTDISP	0000	02:37:40	17280	IFX0027/JOB00117
BLSUVSMR	0000	02:37:41	720	IFX0027/JOB00117
IEFVHF	0000	02:37:41	1440	IFX0027/JOB00117
BLSDADSD	0000	02:37:42	960	IFX0027/JOB00117
IFG0202B	0000	02:37:42	2640	IFX0027/JOB00117
HMASMTMD	0000	02:37:43	21920	IFX0027/JOB00117
IKTMSGS	0000	02:37:43	2240	IFX0027/JOB00117
ISTINCV9	0000	02:37:44	2800	IFX0027/JOB00117
IEDNTR	0008	02:37:44	1600	IFX0027/JOB00117
IEFDB412	0000	02:37:44	8640	IFX0027/JOB00117
ISTOCCOA	0000	02:37:45	1840	IFX0027/JOB00117
ISTINCL7	0000	02:37:45	640	IFX0027/JOB00117
BLSUGWDM	0000	02:37:45	240	IFX0027/JOB00117
IEAVPIOP	0008	02:37:45	4080	IFX0027/JOB00117
IGC0109H	0000	02:37:46	1920	IFX0027/JOB00117
IEDQWN	0008	02:37:46	4400	IFX0027/JOB00117
IEFAB49A	0000	02:37:47	2240	IFX0027/JOB00117
IGC0306F	0000	02:37:47	1600	IFX0027/JOB00117
IEAVETCL	0008	02:37:38	1840	IFX0028/JOB00118
BLSRDUIN	0000	02:37:48	2240	IFX0028/JOB00118
ISTDCC24	0000	02:37:48	1360	IFX0028/JOB00118
HMASMTL1	0000	02:37:48	2160	IFX0028/JOB00118
IEFTB723	0000	02:37:49	640	IFX0028/JOB00118
ISTRACCR	0000	02:37:49	480	IFX0028/JOB00118
IEDQWA1	0008	02:37:49	7040	IFX0028/JOB00118
IFDMSG31	0000	02:37:49	1440	IFX0028/JOB00118
AMDPRAPP	0000	02:37:50	6320	IFX0028/JOB00118
IGG019AG	0000	02:37:50	400	IFX0028/JOB00118
IKJEBECI	0008	02:37:50	4480	IFX0028/JOB00118
ICBPRGIO	0000	02:37:50	1200	IFX0028/JOB00118
IFFAAA04	0012	02:37:51	880	IFX0028/JOB00118
IFCETRN5	0000	02:37:51	10320	IFX0028/JOB00118
IKJEFT56	0000	02:37:51	1200	IFX0028/JOB00118
IEDQBQ	0008	02:37:52	2640	IFX0028/JOB00118
IEAVAD31	0000	02:37:52	640	IFX0028/JOB00118
ISTSDCOD	0000	02:37:52	960	IFX0028/JOB00118
IFDMSG07	0000	02:37:52	1120	IFX0028/JOB00118
IER8CI	0000	02:37:52	2480	IFX0028/JOB00118
IFG0552D	0000	02:37:53	960	IFX0028/JOB00118
IKJEFT01	0000	02:37:53	8960	IFX0028/JOB00118
BLSRESGE	0000	02:37:54	1360	IFX0028/JOB00118
IGG019EK	0000	02:37:54	880	IFX0028/JOB00118
IEBISSI	0000	02:37:55	1680	IFX0028/JOB00118
IGG08115	0000	02:37:47	1600	IFX0029/JOB00119
IGG019G2	0000	02:37:55	3520	IFX0029/JOB00119
AHLWRMSG	0000	02:37:56	1440	IFX0029/JOB00119
IEDIAA	0008	02:37:56	1840	IFX0029/JOB00119
IGCSW10D	0008	02:37:56	1840	IFX0029/JOB00119
HEWLDRGO	0000	02:37:57	1360	IFX0029/JOB00119
IGG0192M	0000	02:37:57	1200	IFX0029/JOB00119
IFNX4V	0000	02:37:57	2480	IFX0029/JOB00119
IFFPAAST	0000	02:37:58	720	IFX0029/JOB00119
IEAVERI	0008	02:37:58	1520	IFX0029/JOB00119
BLSRADDU	0000	02:37:59	720	IFX0029/JOB00119
IDA019SG	0000	02:37:59	1840	IFX0029/JOB00119
BLSUNOTE	0000	02:37:59	2160	IFX0029/JOB00119
IEFVIND	0000	02:37:59	1120	IFX0029/JOB00119
ISTCSCMR	0000	02:38:00	5520	IFX0029/JOB00119
IDCEX01	0000	02:38:00	1760	IFX0029/JOB00119
IGC0B10D	0008	02:38:00	3040	IFX0029/JOB00119
BLSSCDE	0000	02:38:00	1600	IFX0029/JOB00119
IGC0806H	0000	02:38:01	800	IFX0029/JOB00119
IGCA110D	0008	02:38:01	2320	IFX0029/JOB00119
ICKEX03	0000	02:38:01	1040	IFX0029/JOB00119
ISTZFSV0	0000	02:38:01	400	IFX0029/JOB00119
IECTTRNS	0000	02:38:01	560	IFX0029/JOB00119
AMDSACON	0000	02:38:02	1920	IFX0029/JOB00119
IFOX0J	0000	02:38:02	240	IFX0029/JOB00119
ISTSDCBU	0000	02:40:30	3600	IFX0030/JOB00124
IFNX5C	0000	02:40:31	2400	IFX0030/JOB00124
IEECB914	0004	02:40:32	1920	IFX0030/JOB00124
IEAVCARR	0000	02:40:32	1920	IFX0030/JOB00124
IEFAB425	0000	02:40:33	2880	IFX0030/JOB00124
IERRBI	0000	02:40:33	720	IFX0030/JOB00124
IEAVERP	0008	02:40:33	880	IFX0030/JOB00124
IGE0101F	0000	02:40:33	2000	IFX0030/JOB00124
IEDQ23	0000	02:40:33	1040	IFX0030/JOB00124
IGCDC10D	0008	02:40:34	1920	IFX0030/JOB00124
IERROS	0000	02:40:34	1200	IFX0030/JOB00124
IEFJDIRD	0000	02:40:34	560	IFX0030/JOB00124
GRAF	0000	02:40:34	46480	IFX0030/JOB00124
IEDNID	0008	02:40:35	720	IFX0030/JOB00124
IEDQAH	0008	02:40:35	480	IFX0030/JOB00124
IEEPALTR	0000	02:40:35	640	IFX0030/JOB00124
IEFAB495	0004	02:40:35	4400	IFX0030/JOB00124
IGG0325V	0008	02:40:36	1280	IFX0030/JOB00124
IGG019VI	0000	02:40:36	480	IFX0030/JOB00124
IERROX	0000	02:40:37	480	IFX0030/JOB00124
IEHDPRNT	0000	02:40:37	880	IFX0030/JOB00124
ISTZBFHB	0000	02:40:37	1120	IFX0030/JOB00124
IFOX0I	0000	02:40:37	2960	IFX0030/JOB00124
IGG019KN	0000	02:40:38	2480	IFX0030/JOB00124
HMASMTM2	0000	02:40:38	9120	IFX0030/JOB00124
IDCRIFF	0000	02:40:31	240	IFX0031/JOB00125
IERABI	0000	02:40:39	320	IFX0031/JOB00125
IERRDJ	0000	02:40:39	240	IFX0031/JOB00125
IFCSAEXX	0004	02:40:39	7680	IFX0031/JOB00125
IGC0U05B	0000	02:40:39	1520	IFX0031/JOB00125
IEAVESCR	0000	02:40:40	1040	IFX0031/JOB00125
IBCDASDI	0008	02:40:40	32320	IFX0031/JOB00125
IEDQA6	0008	02:40:40	1120	IFX0031/JOB00125
IGG0203B	0008	02:40:40	720	IFX0031/JOB00125
IEAVTSDC	0000	02:40:41	4320	IFX0031/JOB00125
IGG019PI	0000	02:40:41	1120	IFX0031/JOB00125
IERRPA	0000	02:40:42	2080	IFX0031/JOB00125
IEESC03D	0000	02:40:42	1360	IFX0031/JOB00125
IEFDB4FD	0000	02:40:42	1040	IFX0031/JOB00125
IEDQWIA	0008	02:40:43	3840	IFX0031/JOB00125
BLSRSADE	0000	02:40:43	3840	IFX0031/JOB00125
ISTSDCGP	0000	02:40:44	8480	IFX0031/JOB00125
IEBLDUL	0000	02:40:44	2880	IFX0031/JOB00125
IGG09302	0000	02:40:45	2400	IFX0031/JOB00125
IEDQEU	0008	02:40:45	5520	IFX0031/JOB00125
IEAV1443	0008	02:40:46	3920	IFX0031/JOB00125
IFCEI145	0000	02:40:47	50880	IFX0031/JOB00125
IEECVFTA	0000	02:40:50	1440	IFX0031/JOB00125
IGCV610D	0008	02:40:50	1360	IFX0031/JOB00125
IEDIAM	0008	02:40:50	3200	IFX0031/JOB00125
ISDAFSC0	0008	02:40:51	5440	IFX0032/JOB00126
IGG0CLAP	0000	02:40:51	3680	IFX0032/JOB00126
IFCEXXX5	0000	02:40:51	11600	IFX0032/JOB00126
ISTINCR3	0000	02:40:52	2000	IFX0032/JOB00126
IKTLOGR	0000	02:40:52	2720	IFX0032/JOB00126
IHJACP70	0000	02:40:53	1360	IFX0032/JOB00126
IDCTSIO0	0000	02:40:53	4480	IFX0032/JOB00126
IGG0197F	0000	02:40:54	2160	IFX0032/JOB00126
BLSSPFT	0000	02:40:54	1280	IFX0032/JOB00126
IFFPBAPR	0000	02:40:55	1760	IFX0032/JOB00126
IEFXB603	0000	02:40:55	1760	IFX0032/JOB00126
IEAVINV	0008	02:40:55	1200	IFX0032/JOB00126
AMDSAGTF	0000	02:40:55	1920	IFX0032/JOB00126
ISTZDFE0	0000	02:40:55	640	IFX0032/JOB00126
IGG01924	0000	02:40:56	1360	IFX0032/JOB00126
ISTINCU5	0000	02:40:56	1760	IFX0032/JOB00126
ICKVLBL	0000	02:40:56	960	IFX0032/JOB00126
IDCTSEX0	0000	02:40:56	1600	IFX0032/JOB00126
BLSRCOHD	0000	02:40:57	1200	IFX0032/JOB00126
IFCSXXX9	0000	02:40:57	17440	IFX0032/JOB00126
IFCTA301	0000	02:40:58	5360	IFX0032/JOB00126
IGG019VC	0000	02:40:59	640	IFX0032/JOB00126
ISTINCVX	0000	02:40:59	7440	IFX0032/JOB00126
IGFPMHCA	0000	02:40:59	1200	IFX0032/JOB00126
ICBVIO00	0000	02:40:51	1840	IFX0033/JOB00127
IFDOLT03	0000	02:41:00	2880	IFX0033/JOB00127
IEFDB470	0000	02:41:00	3120	IFX0033/JOB00127
IEFVHN	0000	02:41:00	1200	IFX0033/JOB00127
IFG019TR	0000	02:41:00	800	IFX0033/JOB00127
IDCTSVS0	0000	02:41:01	2720	IFX0033/JOB00127
AHLT103	0000	02:41:01	2240	IFX0033/JOB00127
IEDQOA	0008	02:41:02	7600	IFX0033/JOB00127
IEEPRTN2	0000	02:41:02	560	IFX0033/JOB00127
IEEVSND5	0000	02:41:03	1280	IFX0033/JOB00127
IGG0940E	0000	02:41:03	400	IFX0033/JOB00127
IFCSYSUM	0000	02:41:03	12480	IFX0033/JOB00127
IGG1PN	0000	02:41:04	960	IFX0033/JOB00127
IFG0196X	0000	02:41:04	1920	IFX0033/JOB00127
IERAOG	0000	02:41:05	720	IFX0033/JOB00127
IEFEB400	0000	02:41:05	2480	IFX0033/JOB00127
IEFAB464	0000	02:41:05	6560	IFX0033/JOB00127
ISTRCC23	0000	02:41:05	880	IFX0033/JOB00127
IGG08103	0008	02:41:06	1600	IFX0033/JOB00127
IGG0CLB6	0000	02:41:06	4640	IFX0033/JOB00127
IGG019KR	0000	02:41:06	1360	IFX0033/JOB00127
IGG0191R	0000	02:41:07	1200	IFX0033/JOB00127
IKJEFE03	0000	02:41:08	6400	IFX0033/JOB00127
IRBMFIHA	0000	02:41:08	3120	IFX0033/JOB00127
ILRPREAD	0000	02:41:08	2480	IFX0033/JOB00127
IDA0192D	0000	02:40:59	4560	IFX0034/JOB00128
IGG0191B	0000	02:41:09	1440	IFX0034/JOB00128
IEDQWC2	0008	02:41:10	5200	IFX0034/JOB00128
IEDQNO	0008	02:41:10	640	IFX0034/JOB00128
IEAVSY50	0008	02:41:10	6800	IFX0034/JOB00128
IEBCANAL	0000	02:41:11	2720	IFX0034/JOB00128
ISTINCOQ	0000	02:41:11	1040	IFX0034/JOB00128
BLSCENDD	0000	02:41:12	960	IFX0034/JOB00128
IGC0H05B	0000	02:41:12	2080	IFX0034/JOB00128
BLSFDD00	0000	02:41:13	2000	IFX0034/JOB00128
IKJEFT80	0000	02:41:13	11600	IFX0034/JOB00128
IEDIAS	0008	02:41:14	480	IFX0034/JOB00128
IEESG03D	0000	02:41:14	2480	IFX0034/JOB00128
IGG0191A	0000	02:41:14	1600	IFX0034/JOB00128
IGG019PP	0000	02:41:15	480	IFX0034/JOB00128
IEBGMESG	0000	02:41:15	5520	IFX0034/JOB00128
IEFAB486	0000	02:41:15	6560	IFX0034/JOB00128
IEEMB825	0000	02:41:15	1760	IFX0034/JOB00128
ISTZCF1A	0000	02:41:16	2240	IFX0034/JOB00128
