module	as370_rc	ifox_rc	tool	tool_restamped	dlib
IFCEE155	0	0000	cards		length
IFCEE165	0	0000	bytes	bytes	length
IFCEEDIT	8	0008	identical		length
IFCEF155	8	0000	cards		length
IFCEF165	0	0000	cards		length
IFCEFBA4	8	0012	cards		length
IFCEFBA5	8	0012	cards		length
IFCEG155	2	0000	no-as370-deck		no-pair
IFCEGUS1	8	0000	cards		length
IFCEI135	0	0000	cards		length
IFCEI145	8	0000	cards		length
IFCEI155	0	0000	cards		length
IFCEIPL0	0	0000	cards		length
IFCEJ145	0	0000	cards		length
IFCEL155	2	0000	no-as370-deck		no-pair
IFCELEX1	0	0000	cards		length
IFCEM155	2	0000	no-as370-deck		no-pair
IFCEMAD1	0	0000	cards		length
IFCEMER0	0	0000	cards		length
IFCEMER1	0	0000	cards		length
IFCEMER2	0	0000	cards		length
IFCEMER3	0	0000	cards		length
IFCEMER4	8	0000	cards		length
IFCEMER5	0	0000	cards		length
IFCENAGO	0	0000	identical		identical
IFCENF11	8	0012	cards		length
IFCENFH3	8	0012	cards		length
IFCENFM3	8	0012	cards		length
IFCENFP1	8	0012	cards		length
IFCENFP2	8	0012	cards		length
IFCEOAK1	8	0000	cards		length
IFCEOAK2	8	0000	cards		length
IFCEOAK3	8	0000	cards		length
IFCEOAK4	8	0000	cards		length
IFCEOAK5	8	0000	cards		length
IFCEREP1	0	0000	identical		length
IFCERFMT	0	0000	bytes	bytes	length
IFCESOFT	0	0000	cards		length
IFCESUMS	0	0000	identical		length
IFCET002	0	0000	cards		length
IFCET003	8	0000	cards		length
IFCET004	0	0000	cards		length
IFCET005	0	0000	cards		length
IFCET006	0	0000	cards		length
IFCET008	8	0000	cards		length
IFCET00B	0	0000	cards		length
IFCET00C	8	0000	cards		length
IFCET00D	8	0000	bytes	bytes	length
IFCET040	8	0012	cards		unpaired
IFCETRN0	8	0000	cards		length
IFCETRN1	0	0000	cards		length
IFCETRN2	0	0000	cards		length
IFCETRN3	8	0000	cards		length
IFCETRN4	0	0000	cards		length
IFCETRN5	8	0000	cards		length
IFCETRN6	8	0012	cards		unpaired
IFCETRN7	8	0012	bytes	bytes	unpaired
IFCETRN8	0	0000	identical		identical
IFCETUL1	0	0000	cards		length
IFCEUKNO	0	0000	cards		length
IFCEVENT	0	0000	identical		length
IFCEWHT1	0	0000	identical		identical
IFCEWIN1	0	0000	cards		length
IFCEWIN2	8	0012	cards		length
IFCEWOD1	8	0012	cards		length
IFCEXXX0	0	0000	cards		length
IFCEXXX1	0	0000	cards		length
IFCEXXX2	0	0000	cards		length
IFCEXXX3	0	0000	cards		length
IFCEXXX4	0	0000	cards		length
IFCEXXX5	0	0000	cards		length
IFCEXXX6	0	0000	cards		length
IFCEXXX7	0	0000	cards		length
IFCEXXX8	0	0000	cards		length
IFCEXXX9	0	0000	cards		length
IFCEXXXA	0	0000	cards		length
IFCEXXXB	0	0000	cards		length
IFCEXXXC	8	0000	cards		length
IFCEXXXD	0	0000	cards		length
IFCEXXXE	0	0000	cards		length
IFCEXXXF	8	0000	cards		length
IFCEXXXG	8	0000	cards		length
IFCEXXXH	2	0000	no-as370-deck		no-pair
IFCEXXXX	0	0000	cards		length
IFCFILT1	8	0008	identical		length
IFCFILT2	0	0000	identical		length
IFCFILT3	0	0000	identical		length
IFCFILT4	0	0000	identical		length
IFCFMTIO	0	0000	identical		length
IFCFRAMC	0	0000	identical		length
IFCFRAME	0	0000	identical		length
IFCFRAMM	0	0000	identical		length
IFCFRAMS	0	0000	identical		identical
IFCIOHND	8	0000	bytes	bytes	length
IFCMSG01	0	0000	identical		length
IFCNFPDR	0	0000	identical		length
IFCOFFLD	0	0000	identical		length
IFCPARM1	0	0000	identical		length
IFCPARM2	0	0000	identical		length
IFCRDESM	0	0000	identical		length
IFCRFLO1	0	0000	identical		identical
IFCS0115	8	0012	bytes	bytes	unpaired
IFCS0135	0	0000	bytes	bytes	length
IFCS0145	0	0000	cards		length
IFCS0155	0	0000	bytes	bytes	length
IFCS0165	0	0000	cards		length
IFCS1017	8	0012	bytes	bytes	unpaired
IFCS1018	8	0012	bytes	bytes	unpaired
IFCS2860	0	0000	cards		length
IFCS2870	0	0000	cards		length
IFCS2880	0	0000	cards		length
IFCS3031	0	0000	identical		identical
IFCS3032	0	0000	identical		identical
IFCS3033	0	0000	identical		identical
IFCS33XX	8	0012	bytes	bytes	length
IFCS5424	8	0012	cards		unpaired
IFCSAEXX	0	0004	identical		identical
IFCSAXXX	0	0000	cards		length
IFCSCHAR	0	0000	identical		text
IFCSCRND	0	0000	identical		identical
IFCSCRXX	0	0000	identical		identical
IFCSDASD	0	0000	identical		length
IFCSDICH	0	0000	identical		identical
IFCSGUS1	2	0000	no-as370-deck		no-pair
IFCSHARE	0	0000	identical		length
IFCSI115	8	0012	bytes	bytes	unpaired
IFCSI145	0	0000	cards		length
IFCSI155	0	0000	bytes	bytes	length
IFCSIPL0	0	0000	cards		length
IFCSNAGO	0	0000	identical		identical
IFCSSOFT	8	0000	bytes	bytes	length
IFCST003	0	0000	cards		length
IFCST005	0	0000	bytes	bytes	length
IFCST006	0	0000	cards		length
IFCST008	0	0000	cards		length
IFCST00B	0	0000	cards		length
IFCSUKNO	0	0000	cards		length
IFCSXXX0	0	0000	cards		length
IFCSXXX1	0	0000	cards		length
IFCSXXX2	0	0000	cards		length
IFCSXXX3	0	0000	cards		length
IFCSXXX4	0	0000	cards		length
IFCSXXX5	0	0000	cards		length
IFCSXXX6	0	0000	cards		length
IFCSXXX7	0	0000	cards		length
IFCSXXX8	0	0000	cards		length
IFCSXXX9	0	0000	cards		length
IFCSXXXA	0	0000	cards		length
IFCSXXXB	8	0000	cards		length
IFCSXXXD	8	0000	cards		length
IFCSXXXE	0	0000	cards		length
IFCSXXXF	2	0000	no-as370-deck		no-pair
IFCSXXXG	0	0000	cards		length
IFCSXXXH	2	0000	no-as370-deck		no-pair
IFCSXXXX	0	0000	cards		length
IFCSYMCD	0	0000	identical		text
IFCSYSUM	0	0000	identical		length
IFCT1107	0	0000	identical		identical
IFCT1204	0	0000	identical		identical
IFCT1307	0	0000	identical		identical
IFCT2104	0	0000	identical		identical
IFCT2204	0	0000	identical		identical
IFCT2305	0	0000	identical		identical
IFCT3102	0	0000	identical		identical
IFCT3204	0	0000	identical		identical
IFCTA105	0	0000	identical		identical
IFCTA201	0	0000	identical		identical
IFCTA301	0	0000	identical		identical
IFCTABLE	0	0000	identical		identical
IFCTB105	0	0000	identical		identical
IFCTB205	0	0000	identical		identical
IFCTB305	0	0000	identical		identical
IFCTB405	0	0000	identical		identical
IFCTC104	0	0000	identical		identical
IFCTC201	0	0000	identical		identical
IFCTC205	0	0000	identical		identical
IFCTC301	0	0000	identical		identical
IFCTC305	0	0000	identical		identical
IFCTC401	0	0000	identical		identical
IFCTHRSH	0	0000	identical		length
IFCTREND	0	0000	identical		length
IFDMSG00	0	0000	identical		identical
IFDMSG03	0	0000	identical		holes
IFDMSG04	0	0000	identical		holes
IFDMSG05	0	0000	identical		holes
IFDMSG06	0	0000	identical		holes
IFDMSG07	0	0000	identical		holes
IFDMSG08	0	0000	identical		holes
IFDMSG13	0	0000	identical		holes
IFDMSG22	0	0000	identical		holes
IFDMSG31	0	0000	identical		holes
IFDMSG32	0	0000	identical		holes
IFDMSG33	0	0000	identical		holes
IFDMSG37	0	0000	identical		holes
IFDMSG38	0	0000	identical		holes
IFDMSG50	0	0000	identical		holes
IFDMSG53	0	0000	identical		holes
IFDMSG54	0	0000	identical		holes
IFDMSG56	0	0000	identical		holes
IFDMSG61	0	0000	identical		holes
IFDMSG73	0	0000	identical		holes
IFDMSG74	0	0000	identical		holes
IFDMSGAJ	0	0000	identical		holes
IFDOLT00	8	0000	bytes	bytes	length
IFDOLT03	8	0000	bytes	bytes	length
IFDOLT04	8	0000	bytes	bytes	mixed
IFDOLT05	8	0000	bytes	bytes	mixed
IFDOLT06	8	0000	bytes	bytes	text
IFDOLT07	8	0000	cards		mixed
IFDOLT08	8	0000	bytes	bytes	mixed
IFDOLT09	0	0000	identical		holes
IFDOLT0A	0	0000	identical		identical
IFDOLT10	0	0000	identical		holes
IFDOLT11	0	0000	identical		holes
IFDOLT12	8	0000	cards		length
IFDOLT13	0	0000	bytes	bytes	mixed
IFDOLT14	8	0000	bytes	bytes	length
IFDOLT15	8	0000	bytes	bytes	text
IFDOLT16	8	0000	bytes	bytes	mixed
IFDOLT17	8	0000	bytes	bytes	mixed
IFDOLT18	8	0000	bytes	bytes	length
IFDOLT21	0	0000	bytes	bytes	mixed
IFDOLT22	0	0000	bytes	bytes	mixed
IFDOLT23	0	0000	identical		holes
IFDOLT24	8	0000	bytes	bytes	length
IFDOLT26	8	0000	bytes	bytes	mixed
IFDOLT28	0	0000	bytes	bytes	mixed
IFDOLT30	8	0000	bytes	bytes	length
IFDOLT31	8	0000	bytes	bytes	mixed
IFDOLT32	8	0000	bytes	bytes	text
IFDOLT33	8	0000	bytes	bytes	text
IFDOLT35	0	0000	bytes	bytes	mixed
IFDOLT36	0	0000	identical		length
IFDOLT37	0	0000	bytes	bytes	mixed
IFDOLT38	8	0000	bytes	bytes	mixed
IFDOLT39	0	0000	cards		mixed
IFDOLT41	0	0000	bytes	bytes	mixed
IFDOLT42	8	0000	bytes	bytes	text
IFDOLT43	0	0000	bytes	bytes	text
IFDOLT44	0	0000	identical		length
IFDOLT46	0	0000	bytes	bytes	mixed
IFDOLT48	8	0000	bytes	bytes	mixed
IFDOLT49	0	0000	bytes	bytes	mixed
IFDOLT50	8	0000	bytes	bytes	mixed
IFDOLT51	0	0000	identical		mixed
IFDOLT52	8	0000	bytes	bytes	length
IFDOLT53	8	0000	bytes	bytes	length
IFDOLT54	8	0000	bytes	bytes	mixed
IFDOLT55	0	0000	bytes	bytes	length
IFDOLT56	8	0000	bytes	bytes	mixed
IFDOLT57	8	0000	bytes	bytes	mixed
IFDOLT58	0	0000	identical		length
IFDOLT59	0	0000	identical		holes
IFDOLT61	8	0000	bytes	bytes	text
IFDOLT62	0	0000	identical		length
IFDOLT67	0	0000	bytes	bytes	length
IFDOLT73	8	0000	bytes	bytes	mixed
IFDOLT74	8	0000	bytes	bytes	mixed
IFDOLT98	0	0000	cards		length
IFDOLT99	0	0000	identical		length
IFDOLTAA	0	0000	identical		mixed
IFDOLTAB	0	0000	identical		mixed
IFDOLTAJ	8	0000	bytes	bytes	mixed
IFFAAA01	8	0012	identical		length
IFFAAA02	8	0012	identical		text
IFFAAA03	8	0012	identical		text
IFFAAA04	8	0012	identical		text
IFFAAA05	8	0012	identical		text
IFFAAA06	8	0012	identical		text
IFFABA	0	0000	identical		length
IFFACA00	8	0012	identical		text
IFFACA01	8	0012	identical		text
IFFACA02	8	0012	identical		text
IFFACA03	8	0012	identical		text
IFFACA04	8	0012	identical		text
IFFACA05	8	0012	identical		text
IFFACA06	8	0012	identical		text
IFFACA07	8	0012	identical		mixed
IFFACA08	8	0012	identical		length
IFFACA13	8	0012	identical		text
IFFACA50	8	0012	identical		text
IFFADA01	8	0012	identical		length
IFFADA02	8	0012	identical		text
IFFADA03	8	0012	identical		mixed
IFFAEA01	8	0012	identical		text
IFFAEA02	8	0012	identical		text
IFFAEA03	8	0012	identical		text
IFFAEA04	8	0012	identical		length
IFFAEA06	8	0012	identical		text
IFFAEA07	8	0012	identical		length
IFFAFA01	8	0012	identical		text
IFFAFA02	8	0012	identical		text
IFFAFA03	8	0012	identical		length
IFFAFA04	8	0012	identical		text
IFFAFA05	8	0012	identical		text
IFFAFA06	8	0012	identical		text
IFFAFA07	8	0012	identical		text
IFFAFA08	8	0012	identical		length
IFFAFA09	8	0012	identical		length
IFFAFA11	8	0012	identical		length
IFFAFA12	8	0012	identical		mixed
IFFAFA13	8	0012	identical		text
IFFAFA14	8	0012	identical		mixed
IFFAFA15	8	0012	identical		length
IFFAFA19	8	0012	identical		text
IFFAGA01	8	0012	identical		length
IFFAGA02	8	0012	identical		text
IFFAGA03	8	0012	identical		text
IFFAGA04	8	0012	identical		text
IFFAGA05	8	0012	identical		text
IFFAGA06	8	0012	identical		mixed
IFFAGA07	8	0012	identical		length
IFFAGA08	8	0012	identical		text
IFFAHA01	8	0012	identical		text
IFFAHA02	8	0012	identical		mixed
IFFAHA03	8	0012	identical		length
IFFAHA04	8	0012	identical		text
IFFAHA05	8	0012	identical		length
IFFAHA06	8	0012	identical		text
IFFAHA07	8	0012	identical		text
IFFAHA11	0	0000	identical		length
IFFAHA12	0	0000	identical		text
IFFAHA13	8	0012	identical		length
IFFAHA16	0	0000	cards		identical
IFFAJA01	0	0000	identical		identical
IFFAJA02	8	0012	bytes	bytes	text
IFFAJA04	8	0012	identical		length
IFFANA	0	0000	identical		holes
IFFCAN01	0	0000	identical		length
IFFCAN02	0	0000	identical		length
IFFCAN03	0	0000	identical		identical
IFFPAAST	0	0000	identical		holes
IFFPBAPR	0	0000	bytes	bytes	text
IFFPCAAR	0	0000	cards		length
IFFPDAPL	0	0000	bytes	bytes	text
IFFPEAGR	0	0000	bytes	bytes	text
IFFPFAVA	0	0000	cards		length
IFFPGAVP	0	0000	bytes	bytes	text
IFFPHALA	0	0000	bytes	bytes	text
IFFPIAPG	0	0000	cards		length
IFFPJAPV	0	0000	cards		length
IFFPKADG	0	0000	bytes	bytes	length
IFFPLARE	0	0000	identical		identical
IFFPPASG	0	0000	identical		identical
IFG0190P	0	0000	identical		mixed
IFG0191X	0	0000	bytes	bytes	length
IFG0191Y	8	0008	cards		length
IFG0192A	0	0000	bytes	bytes	length
IFG0193A	8	0000	cards		length
IFG0193C	0	0000	identical		text
IFG0193D	8	0000	bytes	bytes	length
IFG0193E	8	0000	bytes	bytes	length
IFG0194A	8	0000	bytes	bytes	length
IFG0194C	8	0000	bytes	bytes	length
IFG0194F	8	0000	cards		length
IFG0194J	0	0000	identical		length
IFG0195A	0	0000	bytes	bytes	length
IFG0195B	8	0000	cards		length
IFG0195C	0	0000	bytes	bytes	mixed
IFG0195D	8	0000	bytes	bytes	length
IFG0195G	8	0000	bytes	bytes	text
IFG0195H	8	0000	bytes	bytes	length
IFG0195J	0	0000	identical		mixed
IFG0195K	8	0000	bytes	bytes	length
IFG0195N	0	0000	bytes	bytes	text
IFG0195T	0	0000	bytes	bytes	text
IFG0195U	8	0000	bytes	bytes	length
IFG0195V	8	0000	cards		length
IFG0196J	0	0000	bytes	bytes	text
IFG0196K	0	0000	identical		mixed
IFG0196L	8	0000	bytes	bytes	length
IFG0196M	8	0000	bytes	bytes	text
IFG0196N	8	0000	cards		length
IFG0196O	8	0000	bytes	bytes	mixed
IFG0196Q	8	0000	bytes	bytes	length
IFG0196T	8	0000	cards		length
IFG0196U	0	0000	bytes	bytes	length
IFG0196V	8	0000	cards		length
IFG0196W	8	0000	cards		length
IFG0196X	8	0000	bytes	bytes	length
IFG0198N	0	0000	identical		length
IFG0199B	0	0000	identical		length
IFG0199D	0	0000	bytes	bytes	length
IFG0199E	0	0000	cards		length
IFG0199I	0	0000	identical		no-pair
IFG019RA	8	0000	bytes	bytes	length
IFG019TR	0	0000	identical		length
IFG0200N	0	0000	bytes	bytes	length
IFG0200P	0	0000	identical		text
IFG0200V	8	0000	cards		length
IFG0200W	8	0000	cards		length
IFG0200Y	8	0000	cards		length
IFG0200Z	0	0000	bytes	bytes	length
IFG0201R	8	0000	bytes	bytes	mixed
IFG0202A	0	0000	bytes	bytes	length
IFG0202B	8	0000	cards		length
IFG0202C	0	0000	bytes	bytes	length
IFG0202D	0	0000	bytes	bytes	mixed
IFG0202E	8	0000	bytes	bytes	length
IFG0202F	8	0000	bytes	bytes	length
IFG0202H	0	0000	identical		length
IFG0202I	0	0000	identical		length
IFG0202J	0	0000	bytes	bytes	length
IFG0202K	0	0000	bytes	bytes	length
IFG0202L	0	0000	identical		length
IFG0230P	0	0000	identical		mixed
IFG0232D	0	0000	bytes	bytes	text
IFG0232G	8	0000	bytes	bytes	mixed
IFG0232J	0	0000	bytes	bytes	mixed
IFG0232M	0	0000	bytes	bytes	length
IFG0232S	8	0000	bytes	bytes	mixed
IFG0232Z	8	0000	bytes	bytes	length
IFG0550P	0	0000	identical		text
IFG0551B	0	0000	identical		length
IFG0551D	0	0000	identical		length
IFG0551F	8	0000	bytes	bytes	length
IFG0551H	8	0000	cards		length
IFG0551L	0	0000	identical		length
IFG0551P	0	0000	bytes	bytes	mixed
IFG0551R	0	0000	bytes	bytes	mixed
IFG0551T	8	0000	bytes	bytes	length
IFG0552B	8	0000	cards		length
IFG0552D	0	0000	bytes	bytes	length
IFG0552F	8	0000	bytes	bytes	text
IFG0552N	0	0000	bytes	bytes	length
IFG0552R	8	0000	bytes	bytes	length
IFG0552T	0	0000	bytes	bytes	length
IFG0552V	0	0000	identical		mixed
IFG0552X	8	0000	bytes	bytes	length
IFG0553C	0	0000	identical		text
IFG0553F	8	0000	cards		length
IFG0553H	0	0000	bytes	bytes	text
IFG0553P	8	0000	bytes	bytes	length
IFG0553X	0	0000	bytes	bytes	length
IFG0553Z	0	0000	bytes	bytes	length
IFG0554B	0	0000	bytes	bytes	mixed
IFG0554L	0	0000	identical		text
IFG0554N	0	0000	bytes	bytes	length
IFG0554P	8	0000	cards		length
IFG0554T	0	0000	identical		length
IFG0554Z	0	0000	bytes	bytes	text
IFG0555B	0	0000	bytes	bytes	text
IFG0555H	8	0000	bytes	bytes	length
IFG0555J	0	0000	identical		mixed
IFG0558X	0	0000	identical		mixed
IFG0559C	0	0000	identical		identical
IFG0EX0A	0	0000	identical		identical
IFG0RR0A	0	0000	bytes	bytes	length
IFG0RR0B	8	0000	cards		length
IFG0RR0E	0	0000	bytes	bytes	length
IFG0RR0F	0	0000	bytes	bytes	mixed
IFG0TC0A	8	0000	cards		length
IFHSTATR	0	0000	identical		holes
IFNX1A	142	0000	no-as370-deck		no-pair
IFNX1J	8	0000	bytes	bytes	mixed
IFNX1K	8	0000	cards		length
IFNX1S	8	0000	cards		text
IFNX2A	8	0000	bytes	bytes	mixed
IFNX3A	8	0008	cards		mixed
IFNX3B	8	0000	bytes	bytes	length
IFNX3K	8	0000	cards		length
IFNX3N	8	0000	cards		mixed
IFNX4D	8	0000	cards		mixed
IFNX4E	8	0000	bytes	bytes	text
IFNX4M	8	0000	cards		length
IFNX4N	8	0000	cards		text
IFNX4S	8	0000	cards		mixed
IFNX4T	8	0000	cards		mixed
IFNX4V	8	0000	bytes	bytes	text
IFNX5A	8	0000	cards		mixed
IFNX5C	8	0000	bytes	bytes	text
IFNX5D	8	0008	cards		mixed
IFNX5F	0	0000	bytes	bytes	text
IFNX5L	8	0008	bytes	bytes	length
IFNX5M	8	0008	bytes	bytes	mixed
IFNX5P	8	0000	bytes	bytes	mixed
IFNX5V	0	0000	bytes	bytes	text
IFNX6A	8	0000	bytes	bytes	length
IFNX6B	8	0000	bytes	bytes	length
IFNX6C	0	0000	bytes	bytes	mixed
IFOX0A	8	0008	bytes	bytes	length
IFOX0B	0	0000	bytes	identical	text
IFOX0C	0	0000	bytes	identical	text
IFOX0D	8	0008	bytes	bytes	length
IFOX0E	0	0000	bytes	identical	text
IFOX0F	0	0000	bytes	bytes	length
IFOX0G	0	0000	bytes	bytes	text
IFOX0H	0	0000	bytes	bytes	mixed
IFOX0I	8	0000	bytes	bytes	mixed
IFOX0J	0	0000	identical		identical
IGARPT01	12	0004	cards		length
IGC0001F	8	0000	bytes	bytes	no-pair
IGC0001G	0	0000	identical		no-pair
IGC0001I	8	0000	bytes	bytes	length
IGC00020	8	0000	bytes	bytes	length
IGC0002A	0	0000	bytes	bytes	length
IGC0002B	8	0000	bytes	bytes	length
IGC0002C	8	0000	cards		length
IGC0002D	0	0000	identical		length
IGC0002E	0	0000	identical		length
IGC0002F	0	0000	bytes	bytes	length
IGC0002G	8	0000	bytes	bytes	length
IGC0002I	8	0008	cards		length
IGC00030	0	0000	bytes	bytes	length
IGC0003A	8	0000	bytes	bytes	length
IGC0003B	8	0008	bytes	bytes	length
IGC0003C	0	0000	bytes	bytes	no-pair
IGC0003I	0	0000	identical		identical
IGC0005C	8	0000	bytes	bytes	length
IGC0005D	0	0000	identical		identical
IGC0005E	8	0000	bytes	bytes	length
IGC0005G	0	0000	bytes	bytes	length
IGC0005I	0	0000	cards		length
IGC0006A	0	0000	identical		no-pair
IGC0006D	0	0000	bytes	bytes	length
IGC0006F	0	0000	identical		length
IGC0006H	0	0000	identical		length
IGC0006I	0	0000	identical		length
IGC0007A	0	0000	cards		length
IGC0007C	0	0000	identical		length
IGC0007D	0	0000	identical		length
IGC0007E	0	0000	identical		length
IGC0007F	0	0000	bytes	bytes	no-pair
IGC0007H	0	0000	bytes	bytes	text
IGC0008A	0	0000	identical		length
IGC0008B	8	0008	bytes	bytes	length
IGC0008E	0	0000	identical		holes
IGC0008F	0	0000	identical		length
IGC0008H	0	0000	identical		length
IGC0009A	8	0008	identical		no-pair
IGC0009C	0	0000	bytes	bytes	length
IGC0009D	8	0000	bytes	bytes	length
IGC0009G	0	0000	identical		no-pair
IGC0009H	0	0000	identical		length
IGC0010C	0	0000	identical		mixed
IGC0010D	8	0008	identical		length
IGC0010E	8	0000	bytes	bytes	length
IGC0012F	0	0000	identical		length
IGC0102G	0	0000	identical		length
IGC0106F	0	0000	identical		identical
IGC0106H	0	0000	identical		length
IGC0107C	0	0000	identical		mixed
IGC0107D	0	0000	identical		mixed
IGC0107H	8	0008	identical		length
IGC0108B	8	0008	identical		text
IGC0109H	0	0000	identical		length
IGC0110D	8	0008	identical		length
IGC0112F	0	0000	identical		length
IGC017	0	0004	identical		no-pair
IGC018	8	0008	bytes	bytes	length
IGC0203E	0	0000	identical		length
IGC0206F	0	0000	identical		holes
IGC0206H	0	0000	identical		length
IGC0207A	0	0000	identical		holes
IGC0208B	8	0008	identical		text
IGC0209H	0	0000	identical		length
IGC0210D	8	0008	identical		length
IGC0306F	0	0000	identical		holes
IGC0306H	0	0000	identical		length
IGC0308B	0	0000	identical		identical
IGC0310D	8	0008	identical		length
IGC0406F	0	0000	identical		holes
IGC0406H	0	0000	identical		length
IGC0408B	0	0000	bytes	bytes	holes
IGC0410D	8	0008	identical		length
IGC0505I	0	0000	identical		length
IGC0506C	0	0000	bytes	bytes	length
IGC0506F	0	0000	identical		length
IGC0506H	0	0000	identical		length
IGC0508B	0	0000	identical		identical
IGC0510D	8	0008	identical		length
IGC058	0	0000	identical		text
IGC0606F	0	0000	identical		holes
IGC0606H	0	0000	identical		length
IGC0610D	8	0008	identical		length
IGC070	8	0000	identical		text
IGC0706F	0	0000	identical		identical
IGC0706H	0	0000	identical		length
IGC0710D	8	0008	identical		length
IGC0806F	0	0000	identical		holes
IGC0806H	0	0000	identical		length
IGC0810D	8	0008	identical		length
IGC084	0	0000	identical		text
IGC0905I	0	0000	identical		length
IGC0906F	0	0000	identical		holes
IGC0906H	0	0000	identical		length
IGC0910D	8	0008	identical		length
IGC0A06F	0	0000	identical		holes
IGC0A10D	8	0008	bytes	bytes	length
IGC0B06F	0	0000	identical		holes
IGC0B10D	8	0008	identical		length
IGC0C06F	0	0000	identical		holes
IGC0C10D	8	0008	identical		length
IGC0D06F	0	0000	identical		length
IGC0D10D	8	0008	identical		length
IGC0E05A	0	0000	bytes	bytes	length
IGC0E06F	0	0000	identical		length
IGC0E10D	8	0008	identical		length
IGC0F05A	0	0000	bytes	bytes	length
IGC0F06F	0	0000	identical		length
IGC0G05B	0	0000	bytes	bytes	text
IGC0G10D	0	0000	identical		length
IGC0G95B	0	0000	identical		text
IGC0H05B	0	0000	identical		text
IGC0H10D	8	0008	identical		length
IGC0I05B	0	0000	identical		text
IGC0I10D	8	0008	identical		length
IGC0J05B	8	0008	identical		text
IGC0J10D	8	0008	bytes	bytes	length
IGC0K05B	0	0000	cards		length
IGC0K10D	8	0008	identical		length
IGC0L05B	0	0000	identical		length
IGC0L10D	8	0008	identical		length
IGC0M05B	0	0000	cards		length
IGC0N05B	0	0000	bytes	bytes	length
IGC0N06C	0	0000	identical		length
IGC0N10D	8	0008	identical		length
IGC0P05B	0	0000	identical		length
IGC0Q05B	0	0000	identical		text
IGC0R05B	0	0000	bytes	bytes	length
IGC0S05B	0	0000	bytes	bytes	length
IGC0T05B	0	0000	identical		text
IGC0U05B	8	0000	bytes	bytes	length
IGC0W05B	0	0000	identical		length
IGC1006F	0	0000	identical		length
IGC1106F	0	0000	identical		length
IGC111	0	0000	identical		text
IGC1206F	0	0000	identical		length
IGC121	8	0000	bytes	bytes	length
IGC1306F	0	0000	identical		text
IGC1406F	0	0000	identical		mixed
IGCA010D	8	0008	identical		length
IGCA110D	8	0008	identical		length
IGCA210D	8	0008	identical		length
IGCA310D	8	0008	identical		length
IGCA410D	8	0008	identical		length
IGCA510D	8	0008	identical		length
IGCA610D	8	0008	identical		length
IGCA710D	8	0008	identical		length
IGCA810D	8	0008	identical		length
IGCA910D	8	0008	identical		length
IGCAA10D	8	0008	identical		length
IGCAB10D	8	0008	identical		length
IGCAC10D	8	0008	identical		length
IGCAD10D	8	0008	identical		length
IGCAE10D	8	0008	identical		length
IGCAF10D	8	0008	identical		mixed
IGCAG10D	8	0008	identical		length
IGCAL10D	8	0008	identical		length
IGCAT10D	8	0008	identical		length
IGCC010D	8	0008	identical		mixed
IGCC110D	8	0008	identical		length
IGCD010D	8	0008	identical		length
IGCD110D	8	0008	identical		length
IGCD210D	8	0008	identical		length
IGCD310D	8	0008	identical		length
IGCD410D	8	0008	identical		length
IGCD510D	8	0008	identical		length
IGCD610D	8	0008	identical		length
IGCD710D	8	0008	identical		length
IGCD810D	8	0008	identical		length
IGCD910D	8	0008	identical		length
IGCDB10D	8	0008	identical		length
IGCDC10D	8	0008	bytes	bytes	length
IGCDD10D	8	0008	identical		length
IGCDL10D	8	0008	identical		length
IGCDM10D	0	0000	identical		identical
IGCFA10D	8	0008	identical		length
IGCFB10D	8	0008	identical		length
IGCFC10D	8	0008	identical		length
IGCFD10D	8	0008	identical		mixed
IGCFE10D	8	0008	identical		length
IGCFF10D	8	0008	identical		length
IGCFG10D	8	0008	identical		length
IGCFH10D	8	0008	identical		length
IGCFI10D	8	0008	identical		length
IGCFJ10D	8	0008	identical		length
IGCFK10D	8	0008	identical		length
IGCFL10D	8	0008	bytes	bytes	length
IGCFP10D	8	0008	identical		length
IGCFQ10D	8	0008	bytes	bytes	length
IGCFR10D	0	0000	identical		identical
IGCH010D	8	0008	identical		length
IGCI010D	8	0008	identical		length
IGCI110D	8	0008	identical		length
IGCI210D	8	0008	identical		length
IGCI310D	8	0008	identical		length
IGCM010D	8	0008	identical		mixed
IGCM110D	8	0008	identical		length
IGCM210D	8	0008	identical		length
IGCM310D	8	0008	identical		length
IGCM410D	8	0008	identical		mixed
IGCM510D	8	0008	identical		length
IGCM610D	8	0008	identical		length
IGCM710D	8	0008	identical		mixed
IGCM810D	8	0008	bytes	bytes	length
IGCM910D	8	0008	identical		length
IGCMA10D	8	0008	identical		length
IGCMB10D	8	0008	identical		length
IGCMD10D	8	0008	identical		mixed
IGCME10D	8	0008	identical		length
IGCMF10D	8	0008	identical		length
IGCMG10D	8	0008	identical		length
IGCMH10D	8	0008	identical		length
IGCMI10D	8	0008	identical		length
IGCMK10D	8	0008	identical		length
IGCML10D	8	0008	identical		length
IGCMM10D	8	0008	identical		length
IGCMN10D	8	0008	identical		length
IGCMP10D	8	0008	identical		length
IGCMR10D	8	0008	identical		length
IGCMS10D	8	0008	identical		length
IGCMSG6C	0	0000	identical		no-pair
IGCMT10D	8	0008	identical		mixed
IGCMU10D	8	0008	identical		length
IGCMV10D	8	0008	identical		length
IGCMY10D	8	0008	identical		length
IGCMZ10D	8	0008	identical		length
IGCN010D	0	0000	identical		length
