module	as370_rc	as370_flagged	as370_severity	as370_messages	ifox_rc	ifox_flagged	ifox_severity	ifox_messages	tool	first_diff	len_ifox	len_as370	dlib	signal	owner	excluded
IGG019PG	0				0000				identical				length		source	
IGG019PH	0				0000				identical				length		source	
IGG019PI	0				0000				identical				length		source	
IGG019PK	0				0000				identical				length		source	
IGG019PL	0				0000				identical				identical		source	
IGG019PM	0				0000				identical				identical		source	
IGG019PN	0				0000				identical				identical		source	
IGG019PO	0				0000				identical				identical		source	
IGG019PP	0				0000				identical				identical		source	
IGG019PQ	0				0000				identical				identical		source	
IGG019R7	0				0000				identical				identical		source	
IGG019R8	0				0000				identical				identical		source	
IGG019R9	0				0000				identical				identical		source	
IGG019RA	0				0000				identical				identical		source	
IGG019RE	0				0000				identical				identical		source	
IGG019RR	0				0000				identical				identical		source	
IGG019RS	0				0000				identical				identical		source	
IGG019RT	0				0000				identical				identical		source	
IGG019RU	0				0000				identical				identical		source	
IGG019RV	0				0000				identical				identical		source	
IGG019RW	0				0000				identical				identical		source	
IGG019RX	0				0000				identical				identical		source	
IGG019RY	0				0000				identical				identical		source	
IGG019RZ	0				0000				identical				identical		source	
IGG019SI	0				0000				identical				holes		source	
IGG019T2	0				0000				identical				length		source	
IGG019T3	0				0000				identical				length		source	
IGG019T4	0				0000				identical				length		source	
IGG019T5	0				0000				identical				length		source	
IGG019T6	0				0000				identical				length		source	
IGG019T7	0				0000				identical				length		source	
IGG019T8	0				0000				identical				length		source	
IGG019TC	0				0000				identical				length		source	
IGG019TD	0				0000				identical				length		source	
IGG019TM	0				0000				identical				identical		source	
IGG019TV	0				0000				identical				length		source	
IGG019TW	0				0000				identical				length		source	
IGG019TX	0				0000				identical				holes		source	
IGG019TY	0				0000				identical				identical		source	
IGG019TZ	0				0000				identical				identical		source	
IGG019UM	0				0000				identical				holes		source	
IGG019UN	0				0000				identical				holes		source	
IGG019UO	0				0000				identical				identical		source	
IGG019UP	0				0000				identical				length		source	
IGG019V1	0				0000				identical				text		source	
IGG019V2	0				0000				identical				text		source	
IGG019V3	0				0000				identical				text		source	
IGG019V4	0				0000				identical				text		source	
IGG019V5	0				0000				identical				identical		source	
IGG019V6	0				0000				identical				length		source	
IGG019VA	0				0000				identical				identical		source	
IGG019VB	0				0000				identical				identical		source	
IGG019VC	0				0000				identical				identical		source	
IGG019VD	0				0000				identical				identical		source	
IGG019VE	0				0000				identical				identical		source	
IGG019VF	0				0000				identical				identical		source	
IGG019VG	0				0000				identical				identical		source	
IGG019VH	0				0000				identical				identical		source	
IGG019VI	0				0000				identical				identical		source	
IGG019VJ	0				0000				identical				identical		source	
IGG019VK	0				0000				identical				identical		source	
IGG019VV	0				0000				identical				holes		source	
IGG019VW	0				0000				identical				length		source	
IGG0201A	0				0000				identical				length		source	
IGG0201B	0				0000				identical				length		source	
IGG0201D	0				0000				identical				length		source	
IGG0201P	0				0000				identical				length		source	
IGG0201R	0				0000				identical				length		source	
IGG0201W	0				0000				identical				mixed		source	
IGG0201X	0				0000				identical				identical		source	
IGG0201Y	0				0000				identical				length		source	
IGG0201Z	0				0000				identical				length		source	
IGG02028	0				0000				identical				length		source	
IGG02029	0				0000				identical				length		source	
IGG0202A	0				0000				identical				length		source	
IGG0202B	0				0000				identical				text		source	
IGG0202D	0				0000				identical				length		source	
IGG0202I	0				0000				identical				length		source	
IGG0202J	0				0000				identical				length		source	
IGG0202K	0				0000				identical				length		source	
IGG0202L	0				0000				identical				length		source	
IGG0202M	0				0000				identical				length		source	
IGG0202N	0				0000				identical				length		source	
IGG0203A	0				0000				identical				length		source	
IGG0203K	0				0000				identical				length		source	
IGG0203M	0				0000				identical				length		source	
IGG0203Y	0				0000				identical				length		source	
IGG0203Z	0				0000				identical				length		source	
IGG020FC	0				0000				identical				mixed		source	
IGG020T1	0				0000				identical				identical		source	
IGG0210A	0				0000				identical				length		source	
IGG021AB	0				0000				identical				length		source	
IGG026DU	0				0000				identical				identical		source	
IGG029DM	0				0000				identical				identical		source	
IGG029DU	0				0000				identical				identical		source	
IGG03001	0				0000				identical				mixed		source	
IGG03002	0				0000				identical				length		source	
IGG030DU	0				0000				identical				identical		source	
IGG08108	0				0000				identical				length		source	
IGG08110	0				0000				identical				identical		source	
IGG08111	0				0000				identical				identical		source	
IGG08112	0				0000				identical				identical		source	
IGG08113	0				0000				identical				length		source	
IGG08114	0				0000				identical				identical		source	
IGG08115	0				0000				identical				identical		source	
IGG08116	0				0000				identical				text		source	
IGG08117	0				0000				identical				text		source	
IGG0860A	0				0000				identical				mixed		source	
IGG0860B	0				0000				identical				mixed		source	
IGG0860D	0				0000				identical				mixed		source	
IGG09300	4	5	4	IFO220 Alignment error - C needs a 4-byte boundary and the operand resolves to x'13A' | IFO220 Alignment error - C needs a 4-byte boundary and the operand resolves to x'13E' | IFO220 Alignment error - C needs a 4-byte boundary and the operand resolves to x'142' | IFO220 Alignment error - C needs a 4-byte boundary and the operand resolves to x'146' | IFO220 Alignment error - C needs a 4-byte boundary and the operand resolves to x'14A'	0004	5	4	IFO220 ALIGNMENT ERROR NEAR OPERAND COLUMN 11	identical				identical		source	
IGG09301	0				0000				identical				length		source	
IGG09302	0				0000				identical				length		source	
IGG09303	0				0000				identical				text		source	
IGG09400	0				0000				identical				length		source	
IGG09402	0				0000				identical				length		source	
IGG09403	0				0000				identical				mixed		source	
IGG09404	0				0000				identical				text		source	
IGG09405	0				0000				identical				holes		source	
IGG09406	0				0000				identical				holes		source	
IGG09407	0				0000				identical				identical		source	
IGG09408	0				0000				identical				length		source	
IGG09409	0				0000				identical				length		source	
IGG0940A	0				0000				identical				length		source	
IGG0940B	0				0000				identical				identical		source	
IGG0940C	0				0000				identical				identical		source	
IGG0940D	0				0000				identical				identical		source	
IGG0940E	0				0000				identical				identical		source	
IGG0940G	0				0000				identical				length		source	
IGG09414	0				0000				identical				identical		source	
IGG0CLA0	0				0000				identical				length		source	
IGG0CLA1	0				0000				identical				holes		source	
IGG0CLA2	0				0000				identical				length		source	
IGG0CLA3	0				0000				identical				length		source	
IGG0CLA4	0				0000				identical				length		source	
IGG0CLA5	0				0000				identical				length		source	
IGG0CLA6	0				0000				identical				length		source	
IGG0CLA7	0				0000				identical				length		source	
IGG0CLA8	0				0000				identical				length		source	
IGG0CLA9	0				0000				identical				length		source	
IGG0CLAA	0				0000				identical				holes		source	
IGG0CLAB	0				0000				identical				text		source	
IGG0CLAC	0				0000				identical				length		source	
IGG0CLAD	0				0000				identical				length		source	
IGG0CLAE	0				0000				identical				length		source	
IGG0CLAF	0				0000				identical				length		source	
IGG0CLAG	0				0000				identical				length		source	
IGG0CLAH	0				0000				identical				length		source	
IGG0CLAI	0				0000				identical				length		source	
IGG0CLAJ	0				0000				identical				holes		source	
IGG0CLAK	0				0000				identical				length		source	
IGG0CLAL	0				0000				identical				length		source	
IGG0CLAM	0				0000				identical				length		source	
IGG0CLAN	0				0000				identical				length		source	
IGG0CLAO	0				0000				identical				mixed		source	
IGG0CLAP	0				0000				identical				length		source	
IGG0CLAQ	0				0000				identical				length		source	
IGG0CLAR	0				0000				identical				length		source	
IGG0CLAS	0				0000				identical				length		source	
IGG0CLAT	0				0000				identical				length		source	
IGG0CLAU	0				0000				identical				holes		source	
IGG0CLAV	0				0000				identical				holes		source	
IGG0CLAW	0				0000				identical				length		source	
IGG0CLAX	0				0000				identical				length		source	
IGG0CLAY	0				0000				identical				length		source	
IGG0CLAZ	0				0000				identical				length		source	
IGG0CLB0	0				0000				identical				length		source	
IGG0CLB1	0				0000				identical				length		source	
IGG0CLB2	0				0000				identical				holes		source	
IGG0CLB3	0				0000				identical				holes		source	
IGG0CLB4	0				0000				identical				mixed		source	
IGG0CLB5	0				0000				identical				length		source	
IGG0CLB6	0				0000				identical				length		source	
IGG0CLB7	0				0000				identical				length		source	
IGG0CLB8	0				0000				identical				length		source	
IGG0CLB9	0				0000				identical				length		source	
IGG0CLBA	0				0000				identical				length		source	
IGG0CLBB	0				0000				identical				length		source	
IGG0CLBC	0				0000				identical				holes		source	
IGG0CLBD	0				0000				identical				length		source	
IGG0CLBE	0				0000				identical				length		source	
IGG0CLBF	0				0000				identical				holes		source	
IGG0CLBG	0				0000				identical				length		source	
IGG0CLBH	0				0000				identical				length		source	
IGG0CLBI	0				0000				identical				mixed		source	
IGG0CLBJ	0				0000				identical				holes		source	
IGG0CLBK	0				0000				identical				length		source	
IGG0CLBL	0				0000				identical				length		source	
IGG0CLBM	0				0000				identical				length		source	
IGG0CLBN	0				0000				identical				length		source	
IGG0CLBO	0				0000				identical				length		source	
IGG0CLBP	0				0000				identical				length		source	
IGG0CLBQ	0				0000				identical				holes		source	
IGG0CLBR	0				0000				identical				holes		source	
IGG0CLBS	0				0000				identical				length		source	
IGG0CLBT	0				0000				identical				length		source	
IGG0CLBU	0				0000				identical				length		source	
IGG0CLBV	0				0000				identical				length		source	
IGG0CLBW	0				0000				identical				length		source	
IGG0CLBX	0				0000				identical				text		source	
IGG0CLBY	0				0000				identical				length		source	
IGG0CLBZ	0				0000				identical				length		source	
IGG0CLC9	0				0000				identical				length		source	
IGG0CLCA	0				0000				identical				length		source	
IGG0CLCB	0				0000				identical				length		source	
IGG0CLCC	0				0000				identical				length		source	
IGG0CLCD	0				0000				identical				length		source	
IGG0CLCE	0				0000				identical				length		source	
IGG0CLCF	0				0000				identical				length		source	
IGG0CLDA	0				0000				identical				mixed		source	
IGG0CLDC	0				0000				identical				length		source	
IGG0CLDD	0				0000				identical				length		source	
IGG1AN	0				0000				identical				identical		source	
IGG1HN	0				0000				identical				identical		source	
IGG1PCAN	0				0000				identical				identical		source	
IGG1PCHN	0				0000				identical				identical		source	
IGG1PN	0				0000				identical				text		source	
IGG1QN	0				0000				identical				text		source	
IGG1QNC	0				0000				identical				text		source	
IGG1RN	0				0000				identical				identical		source	
IGG1SN	0				0000				identical				text		source	
IGG1TN	0				0000				identical				identical		source	
IGG1XN	0				0000				identical				identical		source	
IGG1YN	0				0000				identical				identical		source	
IGG2A11	0				0000				identical				identical		source	
IGG2G11	0				0000				identical				text		source	
IGG2H11	0				0000				identical				identical		source	
IGG2P11	0				0000				identical				text		source	
IGG2T11	0				0000				identical				identical		source	
IGG3AN	0				0000				identical				identical		source	
IGG3HN	0				0000				identical				identical		source	
IGG3PCAN	0				0000				identical				identical		source	
IGG3PCHN	0				0000				identical				identical		source	
IGG3PN	0				0000				identical				text		source	
IGG3QN	0				0000				identical				text		source	
IGG3QNC	0				0000				identical				text		source	
IGG3RN	0				0000				identical				identical		source	
IGG3SN	0				0000				identical				identical		source	
IGG3TN	0				0000				identical				text		source	
IGG3XN	0				0000				identical				identical		source	
IGG3YN	0				0000				identical				identical		source	
IGGMSG01	0				0000				identical				identical		source	
IGGMSG02	0				0000				identical				length		source	
IGX00013	0				0000				identical				length		source	
IGX00014	0				0000				identical				no-pair		source	
IGX00015	0				0000				identical				length		source	
IGX00026	0				0000				identical				length		source	
IGX00027	0				0000				identical				length		source	
IHCGSP04	0				0000				identical				holes		source	
IHJACP00	0				0000				identical				length		source	
IHJACP01	0				0000				identical				length		source	
IHJACP20	0				0000				identical				identical		source	
IHJACP25	0				0000				identical				length		source	
IHJACP50	0				0000				identical				text		source	
IHJACP70	0				0000				identical				holes		source	
IHJARS00	0				0000				identical				length		source	
IHJARS01	0				0000				identical				length		source	
IHJARS60	0				0000				identical				length		source	
IHJQCP30	0				0000				identical				holes		source	
IHJQCP31	0				0000				identical				identical		source	
IHJQCP32	0				0000				identical				text		source	
IHJQRS20	0				0000				identical				text		source	
IHJQRS21	0				0000				identical				length		source	
IHJQRS22	0				0000				identical				text		source	
IHJQRS23	0				0000				identical				text		source	
IHJQRS24	0				0000				identical				text		source	
IKJ5803D	0				0000				identical				length		source	
IKJCB831	0				0000				identical				holes		source	
IKJCT430	0				0000				identical				length		source	
IKJCT431	0				0000				identical				length		source	
IKJCT432	0				0000				identical				identical		source	
IKJCT433	0				0000				identical				length		source	
IKJCT434	0				0000				identical				length		source	
IKJCT436	0				0000				identical				length		source	
IKJCT460	0				0000				identical				length		source	
IKJCT462	0				0000				identical				length		source	
IKJCT463	0				0000				identical				length		source	
IKJCT464	0				0000				identical				length		source	
IKJCT466	0				0000				identical				length		source	
IKJCT469	0				0000				identical				length		source	
IKJCT470	0				0000				identical				holes		source	
IKJCT471	0				0000				identical				length		source	
IKJCT472	0				0000				identical				length		source	
IKJCT473	0				0000				identical				length		source	
IKJEBEAA	0				0000				identical				no-pair		source	
IKJEBEAE	0				0000				identical				no-pair		source	
IKJEBEAR	0				0000				identical				identical		source	
IKJEBEAT	0				0000				identical				no-pair		source	
IKJEBEBO	0				0000				identical				no-pair		source	
IKJEBECH	0				0000				identical				no-pair		source	
IKJEBECK	0				0000				identical				identical		source	
IKJEBEDC	0				0000				identical				no-pair		source	
IKJEBEEN	0				0000				identical				no-pair		source	
IKJEBEFO	0				0000				identical				no-pair		source	
IKJEBEIP	0				0000				identical				no-pair		source	
IKJEBEIS	0				0000				identical				no-pair		source	
IKJEBELE	0				0000				identical				no-pair		source	
IKJEBELI	0				0000				identical				no-pair		source	
IKJEBEM1	0				0000				identical				no-pair		source	
IKJEBEM2	0				0000				identical				no-pair		source	
IKJEBEM3	0				0000				identical				no-pair		source	
IKJEBEM4	0				0000				identical				no-pair		source	
IKJEBEM5	0				0000				identical				no-pair		source	
IKJEBEM6	0				0000				identical				no-pair		source	
IKJEBEM7	0				0000				identical				no-pair		source	
IKJEBEMA	0				0000				identical				no-pair		source	
IKJEBEMC	0				0000				identical				mixed		source	
IKJEBEME	0				0000				identical				no-pair		source	
IKJEBEPS	0				0000				identical				no-pair		source	
IKJEBERC	0				0000				identical				identical		source	
IKJEBERN	0				0000				identical				no-pair		source	
IKJEBERU	0				0000				identical				no-pair		source	
IKJEBESC	0				0000				identical				no-pair		source	
IKJEBESU	0				0000				identical				no-pair		source	
IKJEBEUN	0				0000				identical				length		source	
IKJEE100	0				0000				identical				no-pair		source	
IKJEE150	0				0000				identical				no-pair		source	
IKJEE1A0	0				0000				identical				no-pair		source	
IKJEES40	0				0000				identical				no-pair		source	
IKJEFA00	0				0000				identical				no-pair		source	
IKJEFA01	0				0000				identical				no-pair		source	
IKJEFA10	0				0000				identical				no-pair		source	
IKJEFA11	0				0000				identical				no-pair		source	
IKJEFA12	0				0000				identical				no-pair		source	
IKJEFA13	0				0000				identical				no-pair		source	
IKJEFA20	0				0000				identical				no-pair		source	
IKJEFA21	0				0000				identical				no-pair		source	
IKJEFA22	0				0000				identical				no-pair		source	
IKJEFA23	0				0000				identical				no-pair		source	
IKJEFA24	0	1	0	This card was consumed as a continuation and the statement on it discarded (IFOX00 does not even warn here; the card's columns 1-15 are blank)	0000				identical				no-pair		source	
IKJEFA30	0				0000				identical				no-pair		source	
IKJEFA31	0				0000				identical				no-pair		source	
IKJEFA32	0				0000				identical				no-pair		source	
IKJEFA40	0				0000				identical				no-pair		source	
IKJEFA41	0				0000				identical				no-pair		source	
IKJEFA42	0				0000				identical				no-pair		source	
IKJEFA51	0				0000				identical				no-pair		source	
IKJEFA52	0				0000				identical				no-pair		source	
IKJEFA53	0				0000				identical				no-pair		source	
IKJEFA54	0				0000				identical				no-pair		source	
IKJEFA55	0				0000				identical				no-pair		source	
IKJEFATT	0				0000				identical				no-pair		source	
IKJEFD00	0				0000				identical				identical		source	
IKJEFD20	0				0000				identical				no-pair		source	
IKJEFD30	0				0000				identical				mixed		source	
IKJEFD31	0				0000				identical				identical		source	
IKJEFD32	0				0000				identical				mixed		source	
IKJEFD33	0				0000				identical				identical		source	
IKJEFD34	0				0000				identical				identical		source	
IKJEFD35	0				0000				identical				holes		source	
IKJEFD36	0				0000				identical				holes		source	
IKJEFD37	0				0000				identical				identical		source	
IKJEFE01	0				0000				identical				no-pair		source	
IKJEFE02	0				0000				identical				no-pair		source	
IKJEFE03	0				0000				identical				no-pair		source	
IKJEFE04	0				0000				identical				no-pair		source	
IKJEFE05	0				0000				identical				no-pair		source	
IKJEFE06	0				0000				identical				no-pair		source	
IKJEFE11	0				0000				identical				no-pair		source	
IKJEFE15	0				0000				identical				no-pair		source	
IKJEFE16	0				0000				identical				no-pair		source	
IKJEFF00	0				0000				identical				length		source	
IKJEFF01	0				0000				identical				no-pair		source	
IKJEFF02	0				0000				identical				length		source	
IKJEFF03	0				0000				identical				no-pair		source	
IKJEFF04	0				0000				identical				no-pair		source	
IKJEFF05	0				0000				identical				no-pair		source	
IKJEFF06	0				0000				identical				no-pair		source	
IKJEFF07	0				0000				identical				no-pair		source	
IKJEFF08	0				0000				identical				no-pair		source	
IKJEFF09	0				0000				identical				no-pair		source	
IKJEFF10	0				0000				identical				no-pair		source	
IKJEFF12	0				0000				identical				no-pair		source	
IKJEFF13	0				0000				identical				no-pair		source	
IKJEFF15	0				0000				identical				length		source	
IKJEFF16	0				0000				identical				no-pair		source	
IKJEFF18	0				0000				identical				no-pair		source	
IKJEFF19	0				0000				identical				length		source	
IKJEFF20	0				0000				identical				length		source	
IKJEFF49	0				0000				identical				length		source	
IKJEFF50	0				0000				identical				no-pair		source	
IKJEFF51	0				0000				identical				holes		source	
IKJEFF52	0				0000				identical				length		source	
IKJEFF53	0				0000				identical				identical		source	
IKJEFF54	0				0000				identical				length		source	
IKJEFF55	0				0000				identical				no-pair		source	
IKJEFF56	0				0000				identical				text		source	
IKJEFF57	0				0000				identical				no-pair		source	
IKJEFF58	0				0000				identical				identical		source	
IKJEFF76	0				0000				identical				identical		source	
IKJEFF77	0				0000				identical				identical		source	
IKJEFG00	0				0000				identical				no-pair		source	
IKJEFH00	0				0000				identical				no-pair		source	
IKJEFH01	0				0000				identical				no-pair		source	
IKJEFH02	0				0000				identical				no-pair		source	
IKJEFH03	0				0000				identical				no-pair		source	
IKJEFL00	0				0000				identical				no-pair		source	
IKJEFLA	0				0000				identical				length		source	
IKJEFLB	0				0000				identical				length		source	
IKJEFLC	0				0000				identical				length		source	
IKJEFLCM	0				0000				identical				holes		source	
IKJEFLE	0				0000				identical				length		source	
IKJEFLEA	0				0000				identical				length		source	
IKJEFLF	0				0000				identical				length		source	
IKJEFLG	0				0000				identical				identical		source	
IKJEFLGB	4	3	4	MNOTE	0004	3	4	IFO197 *** MNOTE ***	identical				length		source	
IKJEFLGH	0				0000				identical				holes		source	
IKJEFLGM	0				0000				identical				length		source	
IKJEFLGN	0				0000				identical				length		source	
IKJEFLH	0				0000				identical				length		source	
IKJEFLI	0				0000				identical				length		source	
IKJEFLJ	0				0000				identical				length		source	
IKJEFLK	0				0000				identical				length		source	
IKJEFLL	0				0000				identical				length		source	
IKJEFLLM	0				0000				identical				mixed		source	
IKJEFLPA	0				0000				identical				mixed		source	
IKJEFLS	4	1	4	MNOTE	0004	1	4	IFO197 *** MNOTE ***	identical				length		source	
IKJEFP00	0				0000				identical				length		source	
IKJEFP03	0				0000				identical				length		source	
IKJEFP10	0				0000				identical				identical		source	
IKJEFP20	0				0000				identical				length		source	
IKJEFP30	0				0000				identical				mixed		source	
IKJEFP40	0				0000				identical				length		source	
IKJEFP60	0				0000				identical				length		source	
IKJEFR00	0				0000				identical				no-pair		source	
IKJEFT01	0				0000				identical				length		source	
IKJEFT02	0				0000				identical				length		source	
IKJEFT03	0				0000				identical				length		source	
IKJEFT04	0				0000				identical				length		source	
IKJEFT05	0				0000				identical				length		source	
IKJEFT06	0				0000				identical				length		source	
IKJEFT07	0				0000				identical				text		source	
IKJEFT08	0				0000				identical				length		source	
IKJEFT09	0				0000				identical				text		source	
IKJEFT25	0				0000				identical				length		source	
IKJEFT30	0				0000				identical				length		source	
IKJEFT35	0				0000				identical				length		source	
IKJEFT40	0				0000				identical				holes		source	
IKJEFT45	0				0000				identical				length		source	
IKJEFT52	0				0000				identical				holes		source	
IKJEFT53	0				0000				identical				holes		source	
IKJEFT54	0				0000				identical				holes		source	
IKJEFT55	0				0000				identical				length		source	
IKJEFT56	0				0000				identical				identical		source	
IKJEFT80	0				0000				identical				no-pair		source	
IKJEFT82	0				0000				identical				no-pair		source	
IKJEFTE2	0				0000				identical				identical		source	
IKJEFTE8	0				0000				identical				text		source	
IKJEFTNS	0				0000				identical				identical		source	
IKJEFTSC	0				0000				identical				length		source	
IKJEFXSR	0				0000				identical				length		source	
IKJEGASN	0				0000				identical				no-pair		source	
IKJEGATN	0				0000				identical				no-pair		source	
IKJEGCIV	0				0000				identical				no-pair		source	
IKJEGCPY	0				0000				identical				no-pair		source	
IKJEGCVT	0				0000				identical				no-pair		source	
IKJEGDCB	0				0000				identical				no-pair		source	
IKJEGDEB	0				0000				identical				no-pair		source	
IKJEGEND	0				0000				identical				no-pair		source	
IKJEGEQU	0				0000				identical				no-pair		source	
IKJEGGO	0				0000				identical				no-pair		source	
IKJEGINT	0				0000				identical				no-pair		source	
IKJEGIO	0				0000				identical				no-pair		source	
IKJEGLDR	0				0000				identical				no-pair		source	
IKJEGLSA	0				0000				identical				no-pair		source	
IKJEGMAP	0				0000				identical				no-pair		source	
IKJEGMSG	0				0000				identical				no-pair		source	
IKJEGOFF	0				0000				identical				no-pair		source	
IKJEGPCH	0				0000				identical				no-pair		source	
IKJEGPSW	0				0000				identical				no-pair		source	
IKJEGQFY	0				0000				identical				no-pair		source	
IKJEGSCD	0				0000				identical				no-pair		source	
IKJEGSRH	0				0000				identical				no-pair		source	
IKJEGSTA	0				0000				identical				no-pair		source	
IKJEGSYM	0				0000				identical				no-pair		source	
IKJEGTCB	0				0000				identical				no-pair		source	
IKJEGWHR	0				0000				identical				no-pair		source	
IKJEHAL1	0				0000				identical				no-pair		source	
IKJEHCIR	0				0000				identical				no-pair		source	
IKJEHDEF	0				0000				identical				no-pair		source	
IKJEHDS1	0				0000				identical				no-pair		source	
IKJEHMEM	0				0000				identical				no-pair		source	
IKJEHPRO	0				0000				identical				no-pair		source	
IKJEHREN	0				0000				identical				no-pair		source	
IKJEHSIR	0				0000				identical				no-pair		source	
IKJL4T00	0				0000				identical				mixed		source	
IKJNULL	0				0000				identical				length		source	
IKJRBBCM	0				0000				identical				text		source	
IKJRBBCR	0				0000				identical				length		source	
IKJRBBMC	0				0000				identical				length		source	
IKJRBBMG	0				0000				identical				holes		source	
IKJRBBMP	0				0000				identical				length		source	
IKJRBBU0	0				0000				identical				length		source	
IKJRBBU1	0				0000				identical				holes		source	
IKJTTRM0	0				0000				identical				length		source	
IKT0009C	0				0000				identical				identical		source	
IKT0009D	0				0000				identical				length		source	
IKT09401	0				0000				identical				length		source	
IKT09404	0				0000				identical				identical		source	
IKT09405	0				0000				identical				identical		source	
IKT09409	0				0000				identical				length		source	
IKT0940A	0				0000				identical				identical		source	
IKT0940C	0				0000				identical				text		source	
IKT0940D	0				0000				identical				identical		source	
IKT0940E	0				0000				identical				length		source	
IKT0940F	0				0000				identical				length		source	
IKT09412	0				0000				identical				length		source	
IKT09413	0				0000				identical				mixed		source	
IKT09414	0				0000				identical				identical		source	
IKT3270I	0				0000				identical				length		source	
IKT3270O	0				0000				identical				length		source	
IKT93EST	0				0000				identical				length		source	
IKTASCII	0				0000				identical				identical		source	
IKTASTPT	0				0000				identical				length		source	
IKTATTN	0				0000				identical				length		source	
IKTAY8	0				0000				identical				length		source	
IKTCAS00	0				0000				identical				length		source	
IKTCAS20	0				0000				identical				identical		source	
IKTCAS21	0				0000				identical				length		source	
IKTCAS22	0				0000				identical				length		source	
IKTCAS23	0				0000				identical				length		source	
IKTCAS24	0				0000				identical				length		source	
IKTCAS30	0				0000				identical				identical		source	
IKTCAS31	0				0000				identical				length		source	
IKTCAS32	0				0000				identical				length		source	
IKTCAS33	0				0000				identical				identical		source	
IKTCAS40	0				0000				identical				identical		source	
IKTCAS41	0				0000				identical				identical		source	
IKTCAS42	0				0000				identical				identical		source	
IKTCAS51	0				0000				identical				identical		source	
IKTCAS52	0				0000				identical				length		source	
IKTCAS53	0				0000				identical				length		source	
IKTCAS54	0				0000				identical				identical		source	
IKTCAS55	0				0000				identical				length		source	
IKTCAS56	0				0000				identical				length		source	
IKTCASCX	0				0000				identical				length		source	
IKTCASOX	0				0000				identical				length		source	
IKTEXIT	0				0000				identical				length		source	
IKTIIOM	0				0000				identical				length		source	
IKTIMIDS	0				0000				identical				length		source	
IKTIMLU2	0				0000				identical				length		source	
IKTIOFRR	0				0000				identical				length		source	
IKTIST00	0				0000				identical				identical		source	
IKTLOGFF	4	2	4	MNOTE	0004	2	4	IFO197 *** MNOTE ***	identical				length		source	
IKTLOGR	0				0000				identical				length		source	
IKTLTERM	0				0000				identical				length		source	
IKTMSGS	0				0000				identical				length		source	
IKTOMIDS	0				0000				identical				length		source	
IKTOMLU2	0				0000				identical				length		source	
IKTQMIN	0				0000				identical				length		source	
IKTRPLXT	0				0000				identical				identical		source	
IKTTIMRT	0				0000				identical				length		source	
IKTTOMJR	0				0000				identical				length		source	
IKTTOMRT	0				0000				identical				length		source	
IKTVTGET	0				0000				identical				length		source	
IKTVTPUT	0				0000				identical				length		source	
IKTXINIT	0				0000				identical				length		source	
IKTXLOG	0				0000				identical				identical		source	
IKTXMTPT	0				0000				identical				length		source	
ILRACT	0				0000				identical				mixed		source	
ILRFMT00	0				0000				identical				length		source	
ILRFMTCV	0				0000				identical				length		source	
ILRFMTPG	0				0000				identical				length		source	
ILRFMTSW	0				0000				identical				length		source	
ILRFRSLT	0				0000				identical				mixed		source	
ILRGOS01	0				0000				identical				identical		source	
ILRJTERM	0				0000				identical				text		source	
ILRPEX	0				0000				identical				text		source	
ILRPGEXP	0				0000				identical				length		source	
ILRPREAD	0				0000				identical				holes		source	
ILRRLG	0				0000				identical				length		source	
ILRSAV	0				0000				identical				length		source	
ILRSLOTC	0				0000				identical				identical		source	
ILRSWPDR	0				0000				identical				text		source	
ILRTMI00	0				0000				identical				length		source	
ILRTMI01	0				0000				identical				length		source	
ILRTMRLG	0				0000				identical				mixed		source	
ILRVSAMI	0				0000				identical				length		source	
IMDUSRFF	0				0000				identical				mixed		source	
IOEDKCLS	0				0000				identical				holes		source	
IOEDKGET	0				0000				identical				holes		source	
IOEDKMSG	0				0000				identical				holes		source	
IOEDKOPN	0				0000				identical				holes		source	
IOEDKPUT	0				0000				identical				identical		source	
IOEDKRDR	0				0000				identical				length		source	
IOEDKWTR	0				0000				identical				length		source	
IOEESTAE	0				0000				identical				identical		source	
IOESDKTI	0				0000				identical				holes		source	
IOESDKTO	0				0000				identical				identical		source	
IQADVM00	0				0000				identical				identical		source	
IQARIH00	0				0000				identical				identical		source	
IRARMCNS	0				0000				identical				length		source	
IRARMCPU	0				0000				identical				identical		source	
IRARMMSG	0				0000				identical				text		source	
IRARMSET	0				0000				identical				no-pair		source	
IRARMWAR	0				0000				identical				no-pair		source	
IRBMFALL	0				0000				identical				holes		source	
IRBMFANL	0				0000				identical				identical		source	
IRBMFCNV	0				0000				identical				holes		source	
IRBMFDCP	0				0000				identical				holes		source	
IRBMFDDP	0				0000				identical				holes		source	
IRBMFDEA	0				0000				identical				holes		source	
IRBMFDHP	0				0000				identical				holes		source	
IRBMFDPP	0				0000				identical				holes		source	
IRBMFDSP	0				0000				identical				text		source	
IRBMFDTA	0				0000				identical				length		source	
IRBMFDTP	0				0000				identical				identical		source	
IRBMFDWP	0				0000				identical				holes		source	
IRBMFECH	0				0000				identical				no-pair		source	
IRBMFEDV	0				0000				identical				no-pair		source	
IRBMFEVT	0				0000				identical				no-pair		source	
IRBMFFUR	0				0000				identical				holes		source	
IRBMFICP	0				0000				identical				holes		source	
IRBMFIDV	0				0000				identical				holes		source	
IRBMFIHA	0				0000				identical				holes		source	
IRBMFINP	0				0000				identical				length		source	
IRBMFIOI	0				0000				identical				length		source	
IRBMFIPG	0				0000				identical				holes		source	
