module	as370_rc	as370_flagged	as370_severity	as370_messages	ifox_rc	ifox_flagged	ifox_severity	ifox_messages	tool	first_diff	len_ifox	len_as370	dlib	signal	owner	excluded
IGE0004G	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x00026	1392	1384	length	both flag	cc370	
IKJEBEFI	8	2	8	Undefined symbol	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x00026	1382	1382	no-pair	both flag	cc370	
IEDQGQ	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x00209	1380	1380	length	both flag	cc370	
IKJEBETA	8	3	8	Undefined symbol	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	cards	0x00026	1364	1364	no-pair	both flag	cc370	
IEDPMD	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	4	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3 | IFO220 ALIGNMENT ERROR NEAR OPERAND COLUMN 19	bytes	0x00225	1356	1392	length	both flag	cc370	
IFCE0125	8	534	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Symbol longer than 8 characters in operand expression (instruction zeroed; MVS symbols are limited to 8)	0012	617	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 SUBCD0 IS AN UNDEFINED SYMBOL | IFO188 R3 IS AN UNDEFINED SYMBOL | IFO223 RELOCATABLE INDEX REGISTER SPECIFIED NEAR OPERAND COLUMN 9 | IFO188 R14 IS AN UNDEFINED SYMBOL	cards	0x002a5	1335	1656	unpaired	both flag	cc370	
IGE0004H	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x00026	1316	1308	length	both flag	cc370	
IGG0290E	8	2	8	Undefined symbol | Undefined operation code	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x00099	1304	1296	length	both flag	cc370	
ISDAFSC2	8	2	8	Undefined operation code	0008	2	8	IFO078 UNDEFINED OP CODE	bytes	0x00022	1250	1250	length	both flag	cc370	
IGG032I7	8	14	8	Undefined symbol | Undefined operation code	0008	15	8	IFO188 DS4DEVTR IS AN UNDEFINED SYMBOL | IFO188 DS4DEVCY IS AN UNDEFINED SYMBOL | IFO188 DVC3340 IS AN UNDEFINED SYMBOL | IFO188 ADSFLAG IS AN UNDEFINED SYMBOL | IFO188 ALLRACF IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	bytes	0x00331	1232	1232	length	both flag	cc370	
IGG019RO	8	7	8	Undefined symbol | IFO117 first expression in substring notation exceeds the length of the string	0012	116	12	IFO188 RENTRY IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 16 | IFO209 ADDRESSABILITY ERROR- BASE AND DISPLACEMENT CANNOT BE RESOLVED AND ARE SET TO 0 | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 7 | IFO188 RBASE IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 15	bytes	0x00000	1194	1194	length	both flag	cc370	
IEDQWP	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x003bd	1146	1146	mixed	both flag	cc370	
IGG01931	8	4	8	IFO117 first expression in substring notation exceeds the length of the string | Undefined symbol	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x00126	1127	1127	length	both flag	cc370	
IGG0325A	8	3	8	Undefined symbol | Undefined operation code	0008	2	8	IFO188 ADSFLAG IS AN UNDEFINED SYMBOL | IFO188 ALLRACF IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x0034e	1112	1112	length	both flag	cc370	
IGG0325H	8	1	8	Undefined symbol	0008	2	8	IFO188 ADSFLAG IS AN UNDEFINED SYMBOL | IFO188 ALLRACF IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x00041	1112	1112	length	both flag	cc370	
IGG032I3	8	3	8	Undefined symbol | Undefined operation code	0008	2	8	IFO188 ADSFLAG IS AN UNDEFINED SYMBOL | IFO188 ALLRACF IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x0028c	1112	1112	length	both flag	cc370	
IGG0553A	8	4	8	Undefined symbol | Undefined operation code	0008	2	8	IFO188 EDSFLAG IS AN UNDEFINED SYMBOL | IFO188 EXTRACF IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x00057	1112	1096	length	both flag	cc370	
IEDQWP1	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x003a9	1107	1107	length	both flag	cc370	
IGG0325G	8	2	8	Undefined symbol	0008	3	8	IFO188 DS4DEVTR IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	bytes	0x00253	1104	1104	length	both flag	cc370	
IGG0553D	8	2	8	Undefined symbol	0008	3	8	IFO188 DS4DEVTR IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	bytes	0x00213	1104	1104	length	both flag	cc370	
IGG032I6	8	2	8	Undefined symbol	0008	3	8	IFO188 DS4DEVTR IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	bytes	0x00013	1096	1096	length	both flag	cc370	
IGCM810D	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x0003d	1083	1083	length	both flag	cc370	
IEAVTPER	8	18	8	Undefined symbol | Undefined operation code	0012	21	12	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO188 SHDR IS AN UNDEFINED SYMBOL | IFO217 RELOCATABILITY ERROR NEAR OPERAND COLUMN 5 | IFO188 SHDRPFC IS AN UNDEFINED SYMBOL | IFO188 SLPLLSTW IS AN UNDEFINED SYMBOL	bytes	0x0002c	1048	1048	mixed	both flag	cc370	
IECVHDET	8	68	8	Undefined symbol | Undefined operation code	0012	122	12	IFO188 PSA IS AN UNDEFINED SYMBOL | IFO217 RELOCATABILITY ERROR NEAR OPERAND COLUMN 4 | IFO188 LCCA IS AN UNDEFINED SYMBOL | IFO217 RELOCATABILITY ERROR NEAR OPERAND COLUMN 5 | IFO188 PSACSID IS AN UNDEFINED SYMBOL | IFO188 IRTENVR IS AN UNDEFINED SYMBOL	bytes	0x00000	1040	0	length	both flag	cc370	
IGG01933	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	cards	0x0002c	1024	1255	length	both flag	cc370	
IGG0325B	8	9	8	Undefined symbol | Undefined operation code	0008	8	8	IFO188 DS4DEVTR IS AN UNDEFINED SYMBOL | IFO188 DEBUCBAD IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x00102	1024	1024	text	both flag	cc370	
IGG0325T	8	1	8	Undefined symbol	0008	2	8	IFO188 DS4DEVTR IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	bytes	0x0029b	1016	1016	length	both flag	cc370	
IGG0553E	8	1	8	Undefined symbol	0008	2	8	IFO188 EDSFLAG IS AN UNDEFINED SYMBOL | IFO188 EXTRACF IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x00051	1008	1008	length	both flag	cc370	
IEDQWP2	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x00319	986	986	length	both flag	cc370	
IGG0325Z	8	12	8	Undefined symbol | Undefined operation code	0008	13	8	IFO188 DS4DEVTR IS AN UNDEFINED SYMBOL | IFO188 DVC3340 IS AN UNDEFINED SYMBOL | IFO188 DS4DEVCY IS AN UNDEFINED SYMBOL | IFO188 DVC2305A IS AN UNDEFINED SYMBOL | IFO188 DVC23052 IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	bytes	0x00027	976	976	length	both flag	cc370	
IGG032I8	8	1	8	Undefined symbol	0008	2	8	IFO188 ADSFLAG IS AN UNDEFINED SYMBOL | IFO188 ALLRACF IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x00293	960	960	length	both flag	cc370	
ISDADCS0	8	1	8	Undefined operation code	0008	1	8	IFO078 UNDEFINED OP CODE	bytes	0x00022	954	954	length	both flag	cc370	
IGG019QE	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x00003	952	944	length	both flag	cc370	
ISDAPRT0	8	5	8	Undefined operation code	0008	5	8	IFO078 UNDEFINED OP CODE	bytes	0x00036	952	952	mixed	both flag	cc370	
IGG08103	8	4	8	Undefined symbol	0008	3	8	IFO188 SPWMSGID IS AN UNDEFINED SYMBOL	bytes	0x001d0	942	942	length	both flag	cc370	
IGG019R2	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x0012d	928	928	mixed	both flag	cc370	
IKJEBEDO	8	2	8	Undefined symbol	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	bytes	0x00359	905	863	no-pair	both flag	cc370	
ISDALOG0	8	4	8	Undefined operation code	0008	4	8	IFO078 UNDEFINED OP CODE	bytes	0x00022	884	884	length	both flag	cc370	
ISDAGEN0	8	2	8	Undefined operation code	0008	2	8	IFO078 UNDEFINED OP CODE	bytes	0x00022	882	882	mixed	both flag	cc370	
IKJEBEUP	8	2	8	Undefined symbol	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	bytes	0x00026	864	864	no-pair	both flag	cc370	
IFCEWOD1	8	412	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	440	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 HEXDUMP IS AN UNDEFINED SYMBOL | IFO188 LABELS IS AN UNDEFINED SYMBOL | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5 | IFO197 *** MNOTE ***	cards	0x0025b	860	4779	length	both flag	cc370	
IGFCCHED	8	9	8	Undefined symbol | Undefined operation code	0008	9	8	IFO188 CSTFLAGS IS AN UNDEFINED SYMBOL | IFO188 CSTE IS AN UNDEFINED SYMBOL | IFO188 CSTVALID IS AN UNDEFINED SYMBOL | IFO188 CSTIOWRK IS AN UNDEFINED SYMBOL | IFO188 CSTCATP IS AN UNDEFINED SYMBOL | IFO188 CRCACSSA IS AN UNDEFINED SYMBOL	bytes	0x002ba	856	856	text	both flag	cc370	
IKJEGATD	8	1	8	Undefined symbol	0008	1	8	IFO188 CWORK260 IS AN UNDEFINED SYMBOL	bytes	0x00032	822	822	no-pair	both flag	cc370	
IEDQHG	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x000c5	804	804	text	both flag	cc370	
IFCE1017	8	267	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	305	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 CSWUS IS AN UNDEFINED SYMBOL | IFO188 DEPSW IS AN UNDEFINED SYMBOL | IFO188 R14 IS AN UNDEFINED SYMBOL | IFO188 L0 IS AN UNDEFINED SYMBOL	cards	0x001a4	795	872	unpaired	both flag	cc370	
IFCE1018	8	263	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	300	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 CSWUS IS AN UNDEFINED SYMBOL | IFO188 DEPSW IS AN UNDEFINED SYMBOL | IFO188 R14 IS AN UNDEFINED SYMBOL | IFO188 L0 IS AN UNDEFINED SYMBOL	cards	0x00120	787	864	unpaired	both flag	cc370	
IFCEWIN2	8	268	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	296	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5 | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3 | IFO108 CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS | IFO197 *** MNOTE ***	cards	0x001ea	765	4813	length	both flag	cc370	
ISDADAT0	8	1	8	Undefined operation code	0008	1	8	IFO078 UNDEFINED OP CODE	bytes	0x00022	735	735	mixed	both flag	cc370	
IFCS5424	8	306	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	345	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 CSWUS IS AN UNDEFINED SYMBOL | IFO188 SNB00 IS AN UNDEFINED SYMBOL | IFO188 R5 IS AN UNDEFINED SYMBOL | IFO188 R8 IS AN UNDEFINED SYMBOL	cards	0x0017c	671	760	unpaired	both flag	cc370	
IFCENF11	8	237	8	Undefined operation code | Undefined symbol	0012	259	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 LABELS IS AN UNDEFINED SYMBOL | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5 | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3 | IFO108 CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS	cards	0x001e3	652	2640	length	both flag	cc370	
ISDATYPE	8	3	8	Undefined operation code	0008	3	8	IFO078 UNDEFINED OP CODE	bytes	0x0002a	652	652	mixed	both flag	cc370	
IECVXSKS	8	26	8	Undefined operation code | Undefined symbol	0008	27	8	IFO078 UNDEFINED OP CODE | IFO188 SKS30 IS AN UNDEFINED SYMBOL | IFO188 SKS120 IS AN UNDEFINED SYMBOL | IFO188 SKS140 IS AN UNDEFINED SYMBOL | IFO188 SKS180 IS AN UNDEFINED SYMBOL | IFO188 SKS230 IS AN UNDEFINED SYMBOL	bytes	0x0003d	645	645	length	both flag	cc370	
IFCENFP1	8	266	8	Undefined operation code | Undefined symbol	0012	287	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 LABELS IS AN UNDEFINED SYMBOL | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5 | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3 | IFO108 CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS	cards	0x001e3	644	3431	length	both flag	cc370	
ISDAHIST	8	4	8	Undefined operation code	0008	4	8	IFO078 UNDEFINED OP CODE	bytes	0x0002a	644	644	length	both flag	cc370	
ISDADRC0	8	1	8	Undefined operation code	0008	1	8	IFO078 UNDEFINED OP CODE	bytes	0x00022	639	639	length	both flag	cc370	
IEDQBV	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	cards	0x0001f	630	614	length	both flag	cc370	
IFCE0115	8	259	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	312	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 SUBCD0 IS AN UNDEFINED SYMBOL | IFO188 L0 IS AN UNDEFINED SYMBOL | IFO188 L8 IS AN UNDEFINED SYMBOL | IFO188 R3 IS AN UNDEFINED SYMBOL	cards	0x0002a	611	704	unpaired	both flag	cc370	
IFCETRN6	8	230	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	260	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 REG1314 IS AN UNDEFINED SYMBOL | IFO209 ADDRESSABILITY ERROR- BASE AND DISPLACEMENT CANNOT BE RESOLVED AND ARE SET TO 0 | IFO188 L0 IS AN UNDEFINED SYMBOL | IFO188 L3 IS AN UNDEFINED SYMBOL	cards	0x00179	611	960	unpaired	both flag	cc370	
IEAVSWPC	8	13	8	IFO026 Characters appear between the begin and continue columns on a continuation card | Undefined symbol | Undefined operation code	0008	13	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO188 SPCTSWRT IS AN UNDEFINED SYMBOL | IFO188 SPCT IS AN UNDEFINED SYMBOL | IFO188 SPCTFLG1 IS AN UNDEFINED SYMBOL | IFO188 SPCTPURG IS AN UNDEFINED SYMBOL	bytes	0x00072	576	576	length	both flag	cc370	
IECVXVRS	8	94	8	Undefined symbol | Undefined operation code | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	144	12	IFO188 BASER IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 15 | IFO188 UCBR IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 9 | IFO188 IOSBR IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 11	bytes	0x00006	569	569	length	both flag	cc370	
IEDQAX	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	bytes	0x00077	544	544	length	both flag	cc370	
IGC0003B	8	1	8	Undefined symbol	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x000e8	536	528	length	both flag	cc370	
IKJEBEMR	8	1	8	Undefined symbol	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x00026	516	516	no-pair	both flag	cc370	
IECVXDRS	8	105	8	Undefined symbol | Undefined operation code | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	119	12	IFO188 BASER IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 15 | IFO188 UCBR IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 9 | IFO188 IOSBR IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 11	bytes	0x0000e	509	509	length	both flag	cc370	
IFCENFM3	8	268	8	Undefined operation code | Undefined symbol	0012	289	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 LABELS IS AN UNDEFINED SYMBOL | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5 | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3 | IFO108 CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS	cards	0x0014b	492	3291	length	both flag	cc370	
IFCENFP2	8	223	8	Undefined operation code | Undefined symbol	0012	244	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 LABELS IS AN UNDEFINED SYMBOL | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5 | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3 | IFO108 CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS	cards	0x0014b	492	2332	length	both flag	cc370	
IFCENFH3	8	206	8	Undefined operation code | Undefined symbol	0012	227	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 LABELS IS AN UNDEFINED SYMBOL | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5 | IFO236 ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3 | IFO108 CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS	cards	0x0014b	491	2168	length	both flag	cc370	
IECVXDAS	8	22	8	Undefined operation code | Undefined symbol	0008	23	8	IFO078 UNDEFINED OP CODE | IFO188 DVC3330 IS AN UNDEFINED SYMBOL | IFO188 DVC3330B IS AN UNDEFINED SYMBOL | IFO188 DVC3340 IS AN UNDEFINED SYMBOL | IFO188 DAS50 IS AN UNDEFINED SYMBOL | IFO188 DAS70 IS AN UNDEFINED SYMBOL	bytes	0x00105	485	485	length	both flag	cc370	
IEDQFE20	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	cards	0x00002	456	581	length	both flag	cc370	
IGG0553F	8	2	8	Undefined symbol | Undefined operation code	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	bytes	0x00118	448	448	text	both flag	cc370	
IFCE5424	8	216	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	243	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 CSWUS IS AN UNDEFINED SYMBOL | IFO188 SNB00 IS AN UNDEFINED SYMBOL | IFO188 L0 IS AN UNDEFINED SYMBOL | IFO188 L8 IS AN UNDEFINED SYMBOL	cards	0x00104	432	1759	unpaired	both flag	cc370	
IFCET040	8	138	8	Undefined operation code | Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0012	160	12	IFO068 COPY MEMBER IFCMACS NOT FOUND IN LIBRARY | IFO078 UNDEFINED OP CODE | IFO188 L5 IS AN UNDEFINED SYMBOL | IFO225 RELOCATABLE LENGTH FIELD IN MACHINE INSTRUCTION NEAR OPERAND COLUMN 9 | IFO209 ADDRESSABILITY ERROR- BASE AND DISPLACEMENT CANNOT BE RESOLVED AND ARE SET TO 0 | IFO188 DATE IS AN UNDEFINED SYMBOL	cards	0x00104	431	584	unpaired	both flag	cc370	
IFNX5L	8	3	8	Undefined symbol	0008	2	8	IFO188 VPDUPERR IS AN UNDEFINED SYMBOL | IFO188 PDUPERR IS AN UNDEFINED SYMBOL | IFO188 ON IS AN UNDEFINED SYMBOL	bytes	0x00196	430	430	length	both flag	cc370	
IECVMAP	8	5	8	Undefined operation code | Undefined symbol	0012	8	12	IFO078 UNDEFINED OP CODE | IFO188 CSTE IS AN UNDEFINED SYMBOL | IFO217 RELOCATABILITY ERROR NEAR OPERAND COLUMN 5 | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO188 CSTENTRY IS AN UNDEFINED SYMBOL	bytes	0x000b8	426	426	text	both flag	cc370	
